gene_name,GSM6765206,GSM6765207,GSM6765208,GSM6765209,GSM6765210,GSM6765211,GSM6765212,GSM6765213,GSM6765214,GSM6765215,GSM6765225,GSM6765240
NAALADL2-AS1,0,0,0,0,0,0,0,0,0,0,0,0
AP000320.1,1.381481142,1.145976163,1.794485272,1.234313605,1.214533629,1.920271195,1.324248658,1.299046633,1.572365627,1.79100691,1.257376925,0.965037658
C2CD4D,0.959131735,0.766158224,1.97955114,0.825217444,1.014991583,0.577720748,0.612930993,1.73699121,1.47828769,1.154638083,0.945716338,1.088756913
AC083867.2,0.614585871,0,0,0.793165781,0.780455235,0,0,0,0.568348243,0.739861091,0,0
LINC01710,0,0,0,0,0,0,0,0,0,0,0,0
AC006076.1,0,0,0,0.722785169,0,0,0,0,0,0,0,0
LINC01492,0,0.152243836,0,0,0,0,0,0,0,0,0,0
AC013733.1,0,0,0,0,0,0,0,0,0,0,0,0
DOCK4-AS1,0,0,0,0,0,0,0,0,0,0,0,0
NCBP2-AS1,0.499761108,0.598816726,0.562612642,1.934929335,0,3.010247193,3.353397813,0.678801948,2.7729731,0.601630816,1.847891022,1.701909161
EDNRB-AS1,0.07033953,0,0.079185651,0,0,0.254208704,0.134850959,0.095538867,0.13009524,0.084677315,0.052016767,0
AC011193.1,0,0,0,0,0,0,0,0,0,0,0,0
AC096669.1,0,0,0,0,0,0,0,0,0,0.518186236,0.159159349,0
LINC01623,0.362641372,0.217259522,0.408248296,0,0.460513934,0.218432398,0.086904435,0,0,0.327420774,0.067044206,0.102912949
AL606519.1,0,0,0.54515225,0,0,0.583365146,0.464189549,0,0,0,0.358108536,0
MTOR-AS1,0,0,0,0,0,0,0,0,0,0,0,0
AC092813.1,0.13393693,0.160484025,0,0,0,0.322700796,0.128388144,0.727680867,0.247720693,0.161238206,0.099047664,0
AC005281.1,4.007963401,2.955301864,4.859095794,5.570444204,6.655715388,2.599849058,2.364258518,1.256267929,3.421319171,3.711487583,3.875905778,2.799774456
AC007679.1,0.35962323,1.723610754,1.214551747,1.856475094,2.740087392,1.73291567,2.757797067,0.976918552,1.995404459,0.432927681,1.329724397,0.816451514
LINC02158,19.41323976,18.00856186,15.1572989,14.54756236,17.09779913,17.72857734,13.80666352,18.287545,16.79446882,9.423537313,13.43006817,8.530416486
AC099552.2,0,0,0,0,0,0,0,0,0,0,0,0
LINCMD1,0,0.728430736,0,0,0,0,0,0,0,0,0,0
ZNF469,0.613065504,0.342803405,0.506122141,0.55384255,0.622819631,0.689308059,0.489722677,0.666158372,0.359063431,0.5412226,0.498704699,0.858301782
MYT1L-AS1,0,0,0,0,0,0,0,0,0,0,0,0
AC104463.1,0,0,0,0,0,0,0,0,0,0,0,0.873491277
AGBL4-IT1,0,0,0,0,0,0,0,0,0,0,0,0
C9orf135-DT,0,0,0,0,0,0,0,0,0,0,0.29742666,0
AL161644.1,0,0,0,0,0,0,0,0,0,0,0,0
AP001046.1,0,0,0,0.128720441,0,0,0,0,0,0,0,0
LINC01729,0,0,0.883207556,0,0,0,0,0,0,0,0,0
AL606491.1,0,1.393519668,0,0.750469487,1.476886303,0.700521293,1.114823763,0,0.537753928,0.7000342,1.720107253,1.320183504
AC005487.1,0,0.116488404,0.218891177,0,0.123457266,0.117117267,0,0,0.269714587,0,0.07189441,0
AC064875.1,0.283273568,0.169710035,0.106299649,0.243722819,0.359725711,0.056875405,0.181025341,0.128252377,0.305622126,0.056835858,0.104741781,0.160778778
KCNMA1-AS3,0,0,0,0,0,0,0,0,0,0,0,0
BX255923.1,0,0,0,0,0,0,0,0,0,0,0,0
AL118511.2,0,0,0,0,0,0,0,0,0,0,0,0
LINC01716,0,0,0,0,0,0,0,0,0,0,0,0
MCRIP1,29.54894558,44.79907673,37.25353351,40.08062963,39.62978247,35.23362651,39.16334589,36.14192249,37.01539535,39.65564109,39.63413796,37.05070556
CADM3-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LINC01771,0,0.593536155,0.557651331,0,0.629044166,0,0,0.67281604,0,0,0,0
AC002378.1,0,0,0,0.164016634,0,0,0,0,0,0,0,0
AL163953.1,0.773734829,0,0,0.499279287,0,0.93209858,0,0.525463767,0.357761911,0.931450465,0.286092219,0
PACRG-AS3,0.028650999,0,0,0,0,0,0,0,0,0.034491127,0.084750771,0
FAM225B,0.106563454,0.042561654,0.039988403,0.045842514,0,0.171165693,0.068099137,0.09649341,0.098546281,0,0.052536474,0.08064356
AL008633.1,0.038906461,0.279707716,0.04379946,0.100422984,0.049406849,0.187478479,0,0.052844812,0.03597938,0.234185149,0,0
SLC26A6,43.36605853,47.78976539,48.57184222,43.39710803,44.82835428,44.22517441,41.8229467,47.28926545,44.21977633,46.63493174,45.26900968,45.97513676
IGHV3-72,0,0,0,0,0,0,0,0,0,0,0,0
AC114737.1,0,0,0,0,0,0,0,0,0,0,0,0
PTPRD-AS1,0,0.268476266,0,0.216878797,0.35567216,0.134962818,0.16108692,0.152168606,0.051801984,0.067434487,0.082849203,0.19076046
AL354984.2,0,0,0,0,0,0,0,0,0,0,0,0
AC092100.1,0.102430978,0.122733406,0,0.793165781,0.260151745,0.370187948,0.49093716,0.139127168,0.189449414,0,0.151497411,0.465097471
AL592166.1,0.734289524,1.75966013,1.239954137,3.31678083,0,0.884579829,0.703869121,0.997350835,0.679046136,1.325947132,1.357535626,1.667055248
FAM66E,0,0,0,0,0,0,0,0,0,0.238026412,0,0.224445136
AL096772.1,0.719246461,0,1.214551747,0.928237547,0.456681232,0.433228917,1.0341739,0.488459276,0,0,0.797834638,2.449354542
AP001627.1,0,0.191867161,0,0.413314438,1.423418641,0.192902956,0.306989668,0.217495265,0.444244835,0.578306475,0.355250201,0
FGD5-AS1,62.3541537,49.54796588,57.27161276,54.1397876,59.55983193,54.73144906,53.25140787,54.68813522,51.87658594,54.62789164,49.57187823,55.58734687
NRG3-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LINC02036,1.363425937,1.44146916,0.993167148,1.035056431,0.509234783,0.772933831,1.537578177,0.544669752,1.780023852,0.868945936,0.771027516,0.910406385
AC017002.2,0,0,0,0,0,0,0,0,0,0,0,0
MEG8,0.112321791,0.110114702,0.126447733,0.144959077,0.116702261,0.110709157,0.137032616,0.138692174,0.160528521,0.245849283,0.196330863,0.150684073
AL357500.1,0,0,0,0,0,0,0,0,0,0,0,0
AC087501.1,0,0,0,0,0,0,0,0,0,0,0,0
AL023581.1,0,0,0,0,0,0,0,0,0,0,0,0
DBH-AS1,10.24194855,9.439971944,9.164878403,10.67603367,10.67169458,11.07275592,8.181367936,11.5926298,9.7142645,7.587467462,8.15663762,8.645072622
LINC00489,0,0,0,0,0,0,0,0,0,0,0,0
AL596247.1,0,0,0,0,0,1.53100355,0.609117508,0,0,0,0.469916178,0
LINC01389,3.48901544,2.090279502,3.273170858,0.750469487,2.953772607,4.203127758,2.229647526,0.789827525,3.764277494,1.400068401,4.730294946,2.640367008
P3H2-AS1,4.336406957,1.998426365,1.502082209,3.443959735,2.117981249,4.420272719,0.959251563,1.812288335,2.776266417,6.425016984,0.986712355,2.650558448
LINC01831,0,0.397795508,1.494980165,1.285378589,0,0.799886015,0.318238698,0,0.614031081,0,0.491023524,0
AL049637.1,0,0,0,0,0,0,0,0,0,0,0,0
LINC02620,0,0,0,0,0,0,0,0,0,0,0,0
AL137220.1,0,0,0,0,0,0,0,0,0,0,0,0
PROSER2-AS1,10.03704701,8.839954179,11.10618664,13.17493424,9.259860596,10.2311627,8.881134203,11.18592629,9.995915861,6.919305668,7.295613728,6.914027626
OR6V1,0,0,0,0,0,0,0,0,0,0,0,0
MIAT,0.181750912,0.145183348,0.068202827,0.234562184,0.307737741,0.194622827,0.406516301,0.438868789,0.130726634,0.29173125,0.298681264,0.48139996
AL109610.1,0,0,0,0,0,0,0,0,0,0,0,0
AC007953.1,0,0,0.095756604,0,0,0,0,0,0,0,0,0
TRAM2-AS1,4.537991197,3.090348133,4.85143046,4.592580155,3.731270929,4.090269161,3.25466856,4.567375281,5.645759909,2.318827689,3.307602495,3.520668376
AC004540.2,0.099633112,0.238761972,0.112163287,0.128583456,0.126522895,0.120025465,0.28651643,0.541307832,0.18427467,0,0.073679656,0.113098374
AL080250.1,0.416009353,0.249232437,0.468328001,0.49853977,0.415081302,0.357968456,0.313323035,0.484325046,0.412190775,0.393491505,0.241719473,0.269847073
AC073321.1,0,0.355369588,1.335536663,0.382763212,0.3766294,0.357288051,0,0.805674117,0.274271539,0,0.219327298,0
AC025918.1,0,0,0,0,0,0,0,0,0,0,0,0
DEFB131B,0,0,0,0,0,0,0,1.791017345,0,0,0,0
AL121917.1,1.227679304,1.307566779,0.76782007,0.88022526,0.866119578,0.16432821,1.046060957,0.741110626,0.883023812,0.82106974,0.706129507,0.464532758
AC069281.1,0,0,0,0,0,0.339369894,0,0,0,0,0,0
AL354771.1,0,0,0,0,0,0,0,0,0,0,0,0
AC092669.1,0,0,0,0,0,0,0,0,0,0,0,0
AC118653.1,0,0,0,0,0,0,0,0,0,0,0,0
AC013269.2,0,0,0,0,0,0,0,0,0,0,0,0
UBXN7-AS1,0,0,0,0,0,0,0,0,0,0,0,0
IGHD6-25,0,0,0,0,0,0,0,0,0,0,0,0
LINC00626,0.549998191,0,0,0,0,0.220856256,0,0,0,0,0,0
FAM229A,10.365871,10.29122846,11.89179213,9.937851474,9.40249672,10.22785711,9.652532073,11.93403016,10.49896025,12.35997116,9.27180132,10.87028424
ERCC6,6.341515984,5.470878299,5.461369457,5.483391976,5.274724942,6.111569826,4.893431941,4.737360172,5.336621897,4.561404831,4.560648446,5.110979103
AC097625.1,0.978626282,0,0.550850705,0,0,0,1.87616682,0,0.452500256,0.589053169,0.361851831,0
AL157400.1,0,0,0,0,0,0,0,0,0,0,0,0
TRMT2B-AS1,0,0,0,0,0,0,0,0,0,0,0,0
AL355490.1,1.046704632,0,0.785561006,0,1.329197673,0,1.672235644,0,0.645304713,0,0.774048264,0.396055051
RUSC1-AS1,1.597643589,0.765722411,1.618711459,1.752589578,2.028828454,1.347248289,1.225164681,1.844503358,1.181957438,0.673155754,1.535914881,0.725425065
LINC02816,0,0,0.422711638,0.969189204,0.476828933,0,0.719866146,1.0200179,1.041718504,1.808109726,0.833033225,0
AL022315.1,0,0,0,0,0,0,0,0,0,0,0,0
LINC00368,0,0,0,0,0,0,0,0,0,0,0,0
PSG8-AS1,0,0.179676989,0.168813831,0.387054738,0,0.180646975,0.287485252,0,0,0,0.33267958,0.170221205
AL513210.1,0.061472038,0,0,0,0,0,0,0.083494571,0,0,0,0.06977989
LINC00115,1.919355874,1.022126043,0.240082236,1.65137477,0.270818559,1.798376987,1.430986766,0.868990193,1.183303631,0.770197081,1.892509803,0.72625129
AC009365.3,0,0,0,0,0,0,0,0,0,0,0,0
LINC01456,1.983515134,0.950663841,3.572749208,5.631701106,2.518842106,0.955796001,3.80268275,3.23293809,2.934860419,2.387828522,2.933657498,3.152217815
AC098872.1,0.607277282,0.363821621,0,0.39186677,0,0,0.87317818,0,0.561589507,0,0,0
AC023590.1,0,0,0,0,0,0,0,0,0,0,0,0
AL445490.1,0,0,0,0,0,0,0,0,0,0,0,0
AC012368.1,0.12435024,0,0.186651892,0.053494209,0.210547841,0.19973541,0.039732872,0.056299689,0,0.099798264,0.153263689,0.047051995
AL513365.2,0,0,0.501488192,0,0,0,0,0.302527117,0.205975533,0,0,0
FRG2B,0,0,0,0,0,0,0,0,0,0,0,0
AL035404.2,0,0,0,0,0,0,0,0,0,0,0,0
AL391244.1,0.517248145,0,0,0.667544682,1.97054167,0,0,0.702553765,0,0,0,0.587153437
AL138767.3,0.567405541,2.039606059,0.638764252,1.464552574,0,2.734155834,1.087797732,1.541360382,0.524717469,2.732254697,0,1.288179055
TSBP1-AS1,0.341837041,0.40959117,0.314858901,0.441164459,0.118389481,0.486675503,0.297886633,0.126627582,0.172428732,0.448926557,0.298753968,0.634967658
AC007879.2,0,0,0.573844473,0,0,0,0,0.692353348,0,0.613641595,0,0
LINC01745,0,0,0,0,0,0,0,0,0,0,0,0
NOL7,76.51334113,68.75905453,70.08573256,72.37268685,80.41627179,68.98712358,75.05183148,66.3244634,72.18527564,74.94630112,73.45163574,77.95281503
TAB2-AS1,0,0,0,0,0,0,0,0,0,0,0,0
AC000036.1,1.383575088,0.497342364,0.778788928,0,0.351397086,0.166675756,0.132625586,0.75169792,0.76769009,0.333119723,0.511583623,0.785281567
LINC02249,0,0.06372562,0,0.068637902,0.067537974,0.192208929,0.050980863,0,0.147548843,0,0.039330231,0.060371959
CTAGE4,0.651157055,0.910256955,1.221747701,0.700302863,0.826896543,0.784432267,0.624180693,0.737029935,1.003613397,1.045182438,0.963073961,1.108739894
AL731557.1,0,0,0.424984281,0,0,0,0,0,0.698212761,0,0,0
PCA3,0,0.094959086,0.066913439,0.025569749,0.025159992,0.047735861,0.018991954,0.026910743,0.054966524,0,0.043955196,0.022490429
AL109741.1,0,0,0,0,0,0,0,0,0,0,0,0
C5orf67,1.464749637,0.438767927,1.648961173,0,0,0,1.053050608,0.994750181,2.709101925,3.085809167,2.166393229,0.415677075
LINC01875,0,0,0,0,0,0,0,0,0,0,0,0
AL121574.1,3.351619844,0,0.754626026,0.865099671,0.851236378,1.615044317,1.927660659,0,1.859678857,0,0.4957111,0
LINC02648,0,0.67307,0,0.724953524,0,0,1.076919755,3.051893557,2.077881176,0,0,0
NTF4,11.66290696,14.66183798,11.83822789,9.62327687,12.62541742,12.89836619,12.27937774,13.24426237,11.84632733,8.976544746,9.755958889,5.425873318
ODF2-AS1,0,0,0,0,0,0,0,0,0,0,0,0
AL512444.1,0,0,0,0,0,0,0,0,0,0,0,0
SATB2-AS1,0.3276767,0.616980833,0.526980508,0.422889556,0.416112716,0.451135713,0.897433129,0.44506781,0.519470294,0.338116519,0.45002306,0.371961702
AL050320.1,0,0,0.708942388,0,0,0,0,0,0,0,0,0
AL441989.1,0,0,0,0,0,0,0,0,0.67993494,0,0,0
AC009950.1,0,0.124274372,0.058380411,0.133854048,0,0.249890535,0.198840427,0.070436982,0.095914013,0,0.07669976,0
NRIR,1.021701502,0.489683521,0.230038781,0.13185768,0.389233949,0.369245309,0.391749638,0.138772897,0.377934008,0.245992375,0.151111641,0.115978289
ELFN1,15.77815357,19.1680533,19.3249029,18.76017572,18.18125781,17.68757053,19.32573812,17.16442085,17.83357057,14.15780482,14.85521755,17.41303157
AL500522.1,0,0,0,0,0,0,0,0,0,0,0,0
PIGBOS1,12.01258778,9.938406308,10.94745658,12.18099099,8.716937896,13.09304258,8.773277025,13.59677628,10.31534698,7.230597652,8.883425596,7.792040314
AC005550.1,0,0,0,0,0,0,0,0,0,0,0,0
LINC01534,1.091535557,1.307884381,1.53601314,1.232614688,1.386127927,1.314944997,1.56947256,1.019274627,1.198680543,0.903396091,0.958551388,2.090905158
HAR1A,0.298475816,0,0.672026153,0.385203785,0,0,0.429165683,0,0.276020348,0,0.110362886,0
AC010746.2,0,0,0,0,0,0,0,0,0,0,0,0
AC102953.1,1.127974871,2.027319276,0,0.727864984,0,0,1.081244734,1.532075079,0.52155652,0,0,1.28041894
AL355482.2,1.22648796,1.175668122,0,0.633147183,2.180503315,0.295503742,0.940541271,0.333176152,1.134214616,0.590596539,1.269799699,0.556898369
UBXN10-AS1,0,0,1.239954137,0,0,0,0,0,0,0,0.407260688,0.625145718
LAMP5-AS1,0,0,0,0,0,0,0,0,0,0,0,0
TRGVA,0,0,0,0,0,0,0,0,0,0,0,0
AL591468.1,0,0,0,0,0,0,0,0,0,0,0,0
LINC02660,2.950270409,3.711783086,4.483762727,5.52091707,3.559187396,5.331173075,2.686643296,5.209377132,2.182648295,3.018897489,2.945367475,1.674497459
BX005266.2,0,0,0,0,0.311228658,0,0.234930138,0.166442711,0,0,0,0
KCNIP2-AS1,1.138029753,0.545437601,0.768691179,0.293741298,0,0.274191073,0.654529835,0.92743929,1.262893746,0,0.168316816,0.775099634
AP001434.1,0.978626282,0,0,0,0,0,0,0,0,0,0,0
PRICKLE2-AS3,0,0.134829727,0,0,0.285791701,0,0,0,0,0,0.083214323,0
AC026167.1,0.939350311,0,0,0,0,0,0,0,0,0,0.694658698,0
CT47A6,0,0.259271957,0,0,0,0,0,0,0,0,0,0
AC092802.1,0.20682308,0,0,0,0.087547384,0.083051493,0.066084914,0.093639346,0.191262995,0.082993745,0,0
LINC01772,0.432766938,0.311126348,0.974386148,1.228734787,1.318957321,0.625611928,0.91264386,0.940491081,1.200624717,0.937765383,1.216134381,1.080760394
FGF13-AS1,0.981190368,1.469585152,0.552293982,0.633147183,0.934501421,0.591007484,0,0.666352305,0.453685846,0.29529827,0.181399957,0.278449184
LINC01040,0,0.505307808,0,0,1.606612803,1.016071425,0.808498314,0.572802845,0,0,0,0
AC010745.1,0,0,0,0,0,0,0,0,0.407747484,0,0,0
AP000561.1,0,0.219670365,0.412778466,0.473207261,0.232812038,0.220856256,0.87868779,0,1.186779393,0.220702688,0,0
AL807761.3,0,0,0,1.101753076,0,0,0,0,1.578937064,0,0,0
ZNF503-AS1,0.319407592,0.31893006,0.1198591,0.06870295,0.338009896,0.256521444,0.306175063,0.289224181,0.098459116,0.256343077,0.078735008,0.120858346
LINC01776,0.630026341,0,0.141852088,0.162618556,0.160012581,0,0.483140312,0.342294028,0.116525414,0,0.093182122,0.286069373
AC009531.1,0,0,0,0,0,0,0,0,0,0,0,0
LINC00623,3.240758572,3.494786536,3.769937481,2.370040368,3.017960358,1.952029526,2.692299387,2.200884776,1.898064536,2.470851483,2.236801009,2.45249474
AL139275.1,0,0.408416262,0,0,0,0,0,0,0,0,0,0
AL356309.1,0,0,0,0,0,0,0,0,0,0,0,0
AL138830.1,0,0,0,0,0,0,0,0,0,0,0,0
SLC39A12-AS1,0,0,0,0,0,0,0,0,0,0,0,0
AC073283.2,2.03093051,2.290327519,1.882873785,0.616719289,1.061963546,0,1.259689207,2.271720002,1.657178735,0.862909023,0.795119761,1.22050993
AL158839.1,0,0.585278261,1.099785408,0.630394369,1.240584495,0.588437886,0,0,0,0,0,0
AL122017.1,0,0,0.402275197,0,0,0,0,0,0,0,0,0
LINC00937,0.198386539,0.297134911,0.223336256,0.512063234,0.125964345,0.119495598,0.332793497,0.269459081,0.412787626,0.179118763,0.146708777,0.112599087
AC099342.1,0,0,0.295641239,0,0,0,0,0,0,0,0.097102829,0
LINC02097,0.057934353,0,0.06522036,0,0,0,0,0,0,0,0,0
AP001476.2,0,0,0,0,0,0,0,0,0,0,0,0
DDC-AS1,0,0,0,0,0,0.381026784,0.454780302,0,0.146247267,0.380761845,0.11694986,0.718072784
FTCDNL1,0.916198509,1.463725987,1.260627529,0.919658331,0.38782317,1.471627914,1.658901398,0.691349573,1.694538835,0.612751937,1.129229526,0.808905478
LINC01907,0.195316928,0.234029903,0.329820902,0,0.372045941,0,0.655288446,0,0.270933742,0.117564854,0.288877539,0.110856855
AC013248.1,0,0,0,0,0,0,0,0,0,0,0,0
LINC02794,0,0.911401489,1.712597454,0.981656769,0.965925639,0.458160846,0.729126442,1.291424152,0.17585318,0.68676341,1.124999057,0.863437552
AL359502.1,0,0,0,0,0,0.488947665,0,0,1.126019424,0,0,0
BAIAP2-DT,16.5353601,15.51177456,16.62754337,18.22636139,17.63537774,16.44617934,17.93738121,16.94430741,15.78110049,14.80543734,15.92693903,13.96067087
LINC02654,0,0,0,0,0,0,0,0,0,0,0,0
Z98752.1,0,0,0,0,0,0,0,0,0,0,0,0
AL356124.1,0.123493658,0.098647223,0.185366147,0.159377149,0.522743723,0.148769655,0.276214212,0.167735612,0.114202761,0.198221614,0.182649524,0
LINC01375,0,0,0,0,0,0.151049904,0,0,0,0,0,0
AL513185.1,0,0,0,0,0,0,0,0,0,0,0,0
AP4B1-AS1,0,0,0,0,0.205690912,0,0,0,0,0,0,0
AL121885.1,0,0,0,0,0,0,0,0,0,0,0,0
AL139420.1,0,0,0,0,0,0,0,0,1.193270201,0,0.636149926,0
TEX22,0.195181197,1.169336344,0.878911202,0.251894901,1.239291321,1.175649008,1.777404043,0.662763542,0.541490925,0.939865236,0.577353581,0.997018362
LINC00685,1.968685114,4.717780371,3.693788609,5.081449936,5.000019284,7.905415526,4.40329339,2.673972158,6.675436022,10.26989426,5.338159951,4.469499759
AC010536.1,1.075701811,2.191150899,1.210985465,2.082401927,1.639225012,1.814218684,1.959160795,1.89939756,1.293204486,2.071951092,2.306926685,0.732648754
AL132671.1,0,0,0,0,0,0,0,0,0,0,0,0
AL049548.1,0,0,0,0,0,0,0.699298542,0,0,0,0,0
LINC02519,0,0,0.235522015,0,0,0,0,0,0.096735623,0,0,0
AL583785.1,0.121903534,0.146065538,0.137234507,0,0.154803838,0,0.116853272,0.165575822,0.450929075,0,0.450744251,0
SGMS1-AS1,0.837533075,1.096889389,1.227915747,1.131168814,0.915167653,1.220131262,1.400294411,1.190492459,1.080728767,0.961357647,0.748998158,0.950724382
LINC01733,0,0,0,0,0,0,0,0,0,0,0,0
AL157359.1,0,0,0,0,0,0,0,0,0,0,0,0
BX470209.1,0,0.367396288,0,0,0,0,0,0,0,0,0.680249839,0
AL080316.1,0,0,0,0,0,0,0,0,0,0,0,0
AL513285.1,0,0,0,0,0,0,0,0,0,0,0,0
TRGV6,0,0,0,0,0,0,0,0,0,0,0,0
AC079163.1,0,0,0,0,0,0,0,0,0,0,0,0
LEMD1-AS1,0,0.121012226,0,0,0,0,0.193620956,0.137176086,0.28018894,0,0,0
GAS1RR,0.113161057,0.067795125,0,0,0.071850935,0.068161117,0.05423649,0,0.05232376,0,0,0
AC132807.1,0,0,0,0,0,0,0,0,0,0,0,0
AL031658.1,0,0,0,0,0,0,0,0,0,0,0,0
LINC00381,0.746487024,1.788890364,1.260551382,1.685938428,1.184943662,0.899273846,1.610012923,0.760438594,1.380651944,0.449324277,0.828051631,1.059216997
ZNF32-AS1,0,0,0,0,0,0,0,0,0,0,0,0
AL365271.1,0,0,0,0,0,0,0,0,0,0,0,0
LINC00408,0,0,0,0,0,0.143612812,0.114274168,0,0,0,0,0
LINC02608,0,0,0.79778378,0.914575514,0,0,0.226433927,0.320846673,0,0,0,0.268144925
AL135960.1,0,0,0,0,0,0,0,0,0,0,0,0
GRM7-AS3,0,0,0,0,0,0,0,0,0,0,0,0
ISM1-AS1,0,0,0,0,0,0,0,0.585102292,0.39836679,1.037167236,0,0
AC009961.1,0.20621567,0.37063326,0.348225005,0.665339138,0.654677023,0.248422749,1.28487122,0.14004651,1.048857055,0.372375021,0.609993982,0.702256203
ARHGAP26-AS1,0.567405541,0,1.916292757,1.830690718,1.801353749,0.683538959,0.271949433,0.770680191,1.311793672,0.683063674,0.419601921,0.644089528
AC093382.1,0,0,0,0,0.941076629,0,0,0,0,0,0,0
AC105393.1,0,0,0,0,0,0,0,0,0,0,0,0
AL031123.1,0.183812659,0,0.310394278,0.237223012,0,0.110717207,0,0.499328134,0,0.110640222,0.203896876,0.208654657
AL008733.1,0,0,0,0,0,0,0,1.626808932,0,0,0,0
OR52I2,0,0,0,0,0.05345744,0,0.040352209,0,0.038929129,0.050676936,0.031130538,0.095570838
AC091729.2,0,0,0,0,1.181020007,0,0,1.263200975,0,0,0,0
AC036101.1,0,0,0,0,0,0,0,0,0,0,0,0
AC122683.1,0,0,0,0,0,0,0,0,0,0,0,0
AL358612.1,0,0,0,0,0,0,0,0,0,0,0,0
AL122058.1,0,0,0,0,0,0,0,0,0,0,0,0
AL022157.1,0.844709001,1.012135338,0,1.635233513,0.536342921,0.508799676,2.429142304,1.147328405,0,0.508445893,0,0.479435062
CFLAR-AS1,0.324026007,0.155299954,0.072955308,0.083635617,0.164590698,0.390345852,0.124240858,0.088021849,0.239718641,0.312059547,0.239620386,0
LINC00351,0.679240007,0.406934704,1.72049259,2.410667704,0.431279374,1.227394623,0.162775054,0.922579672,0.628138203,1.02211765,0.502304597,0.578278687
LINC01811,0,0,0,0,0,0,0.067739323,0,0.032675198,0.04253573,0.078388332,0.080217465
CROCC2,0.046983229,0.056295584,0,0.060635122,0.05966344,0.056599496,0.090073583,0.063815104,0.130345507,0.05656014,0.06948911,0.586662342
AC006150.1,0,0,0,0,0,0,0,0,0,0,0,0
NUP50-DT,9.925532462,7.607126707,10.16715021,10.50155535,10.21971468,11.63387225,9.685763475,10.80939695,11.65955292,10.01109081,11.50598964,12.8910182
AL606489.1,0.577913051,0,0.65059322,0,0.733884861,2.088591262,1.661913202,1.569904093,0.534434459,0,0.427372327,0.656017111
AL354836.1,29.69505652,37.06332597,34.35820053,37.2589917,36.6619133,35.7728759,34.79035919,31.93060439,35.47043858,28.7970016,35.07465396,19.19500288
AL359182.1,6.58746945,4.30535181,2.696701961,8.501587171,2.281458692,3.607161882,4.018357294,1.626808932,4.984256553,4.325584462,2.214317173,3.398979916
TMEM252-DT,0,0,0,0,0,0,0,0,0,0,0.119438155,0.183337732
AC099066.1,2.103863243,1.260430711,1.184225861,1.357590869,4.007506093,0.633617574,1.00835183,0.714394559,1.459186219,3.165885007,0.388956837,0
PSPC1-AS2,0,0.895039893,0,0,0,1.799743535,0,1.014592273,0,0,0.552401465,0
AL353803.1,0,0,0,0,0.309071094,0,0.116650753,0,0.112536892,0.439492875,0.089992613,0.138138785
FAM41AY2,0,0,0,0,0,0,0,0,0,0,0,0
HAGLROS,0.25054928,0.600419268,1.128236592,0.646702519,0.636339058,0.603660632,0.720508311,0.340309273,0.463399013,0.301620445,0.370567263,0.85323189
LINC02089,0,0,0,0,0,0,0,0,0,1.487316065,0,0
ST7-AS2,0,0,0,0,0,0,0,0,0,0.093609224,0,0
LINC00375,0,0,1.052207337,2.412490929,0.593457641,0.562981339,0,0.634753236,0.432171626,0,0,0
DCAF8L1,3.086436735,2.919621167,3.291723244,3.878438461,4.125714774,3.913843661,3.814999131,4.08184144,5.182685121,1.466670845,2.282450009,3.687962015
LINC01345,0,0,0.145843314,0.167194078,0,0,0,0,0,0,0,0.147059186
AL022310.1,0,0.975463768,0.45824392,0,0.516910206,0,1.170564951,0,0,0,0.301018769,0.462064226
AL135923.1,0,0,0,0,0,0,0,0,0,0,0,0
AC084809.1,0.835909949,0.445152116,0.313678874,0.359599962,0.589728906,0.111888818,0.267093193,0.252306015,0.601238766,0.782677127,0.206054515,0.632587929
AC016831.1,0.084866518,0,0.238848999,0,0.107770975,0.204473053,0.081350639,0.057635095,0.039240844,0,0.156899041,0.144504147
LINC01876,2.792111583,2.849891383,2.328338033,1.468057579,1.838495063,1.868658604,1.982547413,1.545049205,2.008261446,1.867359272,2.447162896,1.526036859
PARD3-AS1,2.790057049,0,0,1.200254179,1.181020007,0,0,1.263200975,0,0,2.751032461,1.055709656
SORCS3-AS1,0,0,0,0,0,0,0,0,0,0,0,0
AL353658.1,0,0,0,0,0,0,0,0,0,0,0,0
C12orf77,0,0,0,0,0,0,0,0.142186617,0,0,0,0
AC013480.1,0.811750702,0,0,0,0,0,0,0,0,0,0,0
AL392089.1,0,0,0.296056465,0,0,0.316808787,0,0.35719728,0.486395406,0,0.194478418,0
AL450332.1,0,0,0,0.075736891,0.074523201,0,0,0.159417758,0.108539552,0,0,0
LINC02628,0,0,0,0,0,0,0,0,0,0,0,0
MRPL23-AS1,0.29943043,0,0,0,0.380243115,0.180358094,0.287025521,0.203351117,0,0.180232686,0.110715859,0
SLC16A1-AS1,0.620355037,0.345109647,0.698372844,0.914984333,0.703376276,0.720635654,0.573417082,0.692134888,0.65563814,0.533433019,0.589832471,0.754494714
IGLV3-4,0,0,0,0,0,0,0,0,0,0,0,0
AC093642.1,0,0,0,0,0,0,0,0,0,0,0,0
AL358613.1,0,0,0,0,0,0,0,0,0,0,0,0
AC012558.1,0,0,0,0,0,0,0,0,0,0,0,0
