gene_name,GSM6765206,GSM6765207,GSM6765208,GSM6765209,GSM6765210,GSM6765211,GSM6765212,GSM6765213,GSM6765214,GSM6765215,GSM6765225,GSM6765240
NAGK,15.6895891,18.00501966,16.34782739,15.80768615,15.35392382,18.938877,17.76306328,17.23700699,17.07823548,16.68350587,16.66852949,17.30832244
MCEE,23.00193584,16.37085282,16.54926473,13.61519858,19.32683973,17.08426498,19.39649189,19.02735361,16.79322071,12.70018944,13.4290701,20.80996152
PAIP2B,7.088516369,5.929426187,7.227161255,5.926207381,6.284151221,5.800316306,6.452971547,6.539771907,6.63767598,6.118298911,5.769526412,6.376486323
SNRNP27,50.33966926,40.09325775,47.83660701,46.05002618,43.61991872,42.27167787,44.56415432,43.63869938,47.23701936,45.27232249,42.5916963,46.55473673
MPHOSPH10,22.89491131,17.46427324,20.11117347,19.80929263,23.42297591,23.54089339,20.09178647,19.70941591,19.38321993,20.4966156,22.03415919,23.13398023
IL17C,0,0.241590093,0.226983708,1.040852153,0,0.242894318,0,0,0,0.485450853,0.149104774,0
ATP8A1,1.956203942,1.923228859,1.694017171,1.909646305,1.62425843,2.507652301,1.827080573,1.56696026,2.040958384,1.660541882,2.151401223,2.36292689
USP22,130.7142619,126.2813198,127.1378384,124.1952253,116.8368089,122.0702543,127.9209684,129.0761385,120.8801319,103.6252043,106.3186567,103.0286635
POF1B,5.61310503,5.716807391,6.082063322,6.066935564,7.39531539,6.84648877,5.851362645,5.146210719,6.553397415,4.7300837,5.863210953,6.69029292
HIF3A,16.97742993,18.09111814,16.01527192,17.84021335,19.25862562,19.60346619,18.68624948,16.99851118,17.28257997,13.04642642,14.3414533,13.55888861
ZNF576,7.987850775,6.28404912,7.448273772,6.143673934,7.582141662,9.136761776,8.507697,6.794649544,7.983815207,6.604976523,6.384434283,6.502880335
IRGC,0,0,0,0,0,0,0,0,0,0,0,0
ZNF45,8.485948162,8.486002948,7.829287877,9.55186379,11.10030027,11.60634245,9.418766597,11.00609046,11.62376737,8.218643232,7.171932877,9.850092458
LYPD3,1.593887475,3.683196188,3.716846713,2.203952749,4.626419681,3.428777711,1.309590298,2.938081555,2.316243711,4.248728043,3.704470951,6.074074933
PSG8,4.876856871,4.855848615,4.020981133,5.584748352,4.274085124,5.130303409,3.357966954,4.664792059,4.128829679,2.81143596,3.962051887,3.664647312
CEACAM8,0,0.264052569,0.124044058,0,0,0,0,0,0,0,0.081484092,0
NDP,0.772033378,0.37002199,0.173825346,0.59781764,1.372554313,0,0.592039447,0.209723307,0.428370226,0,0.11418524,0.876372502
USP9X,51.85854906,40.99677358,49.17541401,46.07798863,49.92646917,50.42283165,47.19894559,47.20062198,47.16784398,41.83451275,44.51406514,47.01712463
CRISP2,3.145400283,3.547140973,2.291219601,3.104214695,2.349591846,3.566290219,3.90188317,2.51308758,3.250966926,2.895596011,2.189227413,1.260175163
F13A1,0.239544344,0.143511727,0.337087745,0.154574312,0,0.072143238,0.344430625,0.325361786,0.33228377,0.144186149,0.177145374,0.135959197
GRM4,0.137848217,0.144524233,0.058194167,0.044475676,0.021881475,0.020757778,0.115620219,0,0.063738686,0,0.038227537,0.078239096
TRERF1,1.198728598,1.392798758,1.472164896,1.781442959,1.568379906,1.487837645,1.253527909,1.924208625,1.57883496,1.661721122,1.155099183,1.401969316
PACSIN1,1.169056162,1.610885535,1.842512495,2.263122344,1.707255977,1.830831716,2.01712337,1.984842324,2.54059353,1.477720477,1.080660514,1.924225842
BTN2A2,4.302101095,4.102802436,5.287925699,4.985613483,4.069516581,4.706675339,4.544675427,4.531570614,4.22201552,5.231874861,4.479994876,3.787222261
SIRT5,7.791065053,6.911216854,8.673978019,6.110719361,8.472574184,6.896672389,7.798384432,6.080400956,7.443750575,7.876430782,6.71652454,8.111086051
MRS2,82.40479424,71.66038472,72.13257452,67.22732857,73.72390275,73.49741666,75.58159783,69.04366633,67.85599692,52.63103419,54.78858278,53.85168169
WRNIP1,32.2080521,32.54840814,35.52859865,35.98730296,35.86810481,34.19974425,37.2280495,32.00260368,36.51484366,33.65551803,32.50354028,33.53462535
RRP36,66.8249442,68.93248207,72.54230788,62.89847214,71.30170612,78.68646151,72.12376265,74.72771566,77.47913376,69.10520979,70.59670958,61.31236849
BTN1A1,1.261227861,2.208692572,1.856718889,1.126870763,1.478416755,0.818121759,0.836984265,2.108389331,1.614933557,1.167932707,1.147926499,1.651939462
SNRPC,145.525119,186.3010031,167.1390234,154.5126569,164.3949397,161.9508139,150.9943895,148.7828849,168.6918038,154.4819228,144.4380714,165.4495243
SLC17A3,0.312594038,0.749104062,0.35190685,0.806848664,0.694678992,0.564861076,1.123664185,0.743018047,0.505883703,0.94078052,0.693499001,0.620971122
SLC17A1,11.19592774,7.287175193,9.803082288,11.2382067,7.196550065,5.494886264,11.39457418,8.823757207,9.458858702,7.155024758,9.506089777,7.688184789
SERPINB6,15.23368472,13.91925687,15.90402503,14.03118138,14.72495137,13.91750769,14.19468505,15.60509167,14.59915757,17.57048192,15.73388007,15.84340212
XPO5,29.1761254,25.19746785,26.43290982,31.3283182,28.30298225,29.16344234,26.25317289,28.65310983,29.03300547,26.83084744,24.75977872,26.8788334
ABCC10,22.36645708,29.00518052,23.38080949,24.3384298,24.78637811,27.11165529,23.37077,25.33181093,25.01962156,20.48684236,22.13922884,18.72654262
HIST1H1D,1.265161004,1.010615615,0.949514429,2.721297013,2.677688005,1.016071425,6.063737358,4.009619913,3.119941706,1.015364921,2.183064048,1.914860758
PEX6,67.11596974,76.33954108,74.00540123,74.79679218,64.84873496,66.69387268,79.25383477,71.78335494,74.35996129,61.76847226,64.31898016,59.44026212
NQO2,16.40287043,16.53849108,17.09791405,15.58668894,15.64550073,16.27648314,15.93297094,15.21589948,16.51715981,17.25979807,15.88591526,16.38532997
OARD1,17.68047486,18.29834966,15.73919422,16.26676234,17.09865174,18.50077915,17.03047399,18.1715978,19.09524745,16.05393182,17.46499005,17.38420226
UNC5CL,12.81516698,12.26284061,12.02236901,11.37046877,11.41428145,11.36416006,11.00464578,12.81292447,13.66160786,7.927953862,11.3196792,8.990926533
AARS2,18.32431974,21.50691052,18.87961454,17.49458619,21.02449925,19.75117246,18.64373669,18.33930695,19.72044802,15.15783707,16.9189546,15.32692249
HIST1H1A,0,0,0,2.237510877,0,0,0,0,0,0,0,0
ZNF391,8.424810245,5.91755792,7.064198785,6.5236819,5.902656885,5.879509702,5.792286642,5.60313515,5.641743989,5.175966568,5.929459498,4.880637029
RPS10,17.69136956,11.11062554,13.59802006,13.2267802,15.49383329,14.69816614,13.44980146,14.91477086,14.21660666,18.50681206,20.75224965,16.20436359
MOCS1,10.96538076,10.08174043,10.87775769,10.01820197,10.47807159,11.50945382,8.793942722,8.626583546,10.34121382,8.103295,8.550585336,7.024733677
HIST1H2BJ,51.14713003,51.36586839,48.92597981,57.23317296,52.93704627,58.76636257,53.27918787,54.21126712,55.77470526,33.09982763,44.16420639,35.23847705
MED20,23.90529051,21.14893531,19.87028396,21.34167635,23.7198393,20.23091817,21.19015381,20.71526285,17.59036078,16.70984626,17.29801878,16.63177488
OR2B6,0.298158963,0.357255838,0.671312749,0,1.135885485,0.359184485,0.285806729,0.40497526,0.275727332,0.717869467,0,0.676909376
TBCC,25.18347882,32.27047943,30.71318528,35.88655366,28.87101214,27.5990559,31.01341137,26.12922566,32.83078135,27.15879883,28.71111774,32.95444364
SPDEF,0.733714062,0.879140543,1.15638356,0.568145395,1.304428577,1.414218535,1.406634998,0.398627685,0.814216762,1.23658079,1.085177382,1.332599023
TCP11,0.183034046,0.657937439,0.309079477,0.590545393,0.464865484,0.771737534,0.701804988,0.621516283,0.08463185,0.330514681,0.473744104,0.103885408
MAD2L1BP,37.79735796,40.27679519,37.00075908,37.40451694,31.11359518,35.81489634,33.65374234,28.61150209,39.51290003,35.07059636,32.81264702,28.82985838
APOBEC2,21.71768125,29.53087314,22.52601303,20.47001697,14.25432662,20.57743259,17.77712888,27.17802689,21.4377402,13.51291039,16.96270841,14.68087642
KLHDC3,110.4543833,117.8455893,111.6603573,105.0266993,108.6433115,106.7509097,110.9456706,114.1247962,110.63508,98.63825139,98.24483311,94.90510848
GNMT,36.02181461,41.59772767,34.67492563,34.02430574,27.84397356,35.84767977,37.03162726,37.93594454,36.69121036,33.30887639,30.88519715,27.26007164
DNAH8,1.280987881,0.986713252,1.277278792,1.558735099,1.371085125,1.741581377,1.245460363,1.615626476,1.269229608,1.365860318,1.772809914,1.578749546
TREM1,0.286062546,0.228507893,0.107346225,0.307652998,0.121089133,0.402047614,0.137105723,0.194272633,0.17636065,0.114790874,0.141030691,0.16236173
MEA1,59.48730849,66.92774275,66.9686201,60.79325211,65.25712938,60.56014704,61.48472912,67.39556122,70.50814897,60.63010827,61.27133783,59.81258301
KLHL31,3.695601881,2.738425379,3.284504552,2.510226884,2.223000263,2.987524413,3.029769047,3.236296405,2.698079782,2.575679852,2.804852868,3.477481288
COL21A1,7.43611559,5.160982347,6.312787337,5.139282796,6.450159908,5.580454779,6.855391958,5.905537662,6.350584469,5.967913092,5.799576029,6.273163628
CDKN1A,1001.171265,1121.489094,1097.743594,996.1574492,951.7774413,958.2566277,966.2265276,975.6053173,976.6041529,752.1706819,771.0886925,732.146069
SOX4,25.55422553,23.91478947,24.02745385,23.59932914,24.31994045,22.02865387,22.50494661,21.38958053,21.3378638,21.38835239,20.51861149,22.98363832
GLO1,135.9027788,102.4174851,113.4037002,108.0045361,113.8431103,124.9431462,117.9309409,111.7257297,116.7485232,131.8884044,133.1203123,138.8428474
CPNE5,0.486600386,0.174914241,0.054779679,0,0.2471712,0.175858516,0.419797202,0.264370544,0.089998318,0.527208709,0.215907433,0.386654576
KCNK17,0.135031607,0,0.152013608,0,0,0.325338254,0,0,0,0.325112037,0.299571564,0
RREB1,12.19244473,12.11245131,11.81995228,13.06714652,13.41587802,13.0602926,12.29588453,12.00575375,12.20848524,11.46390191,12.57966753,12.39892872
SSR1,77.60991892,65.68200058,70.93271868,67.87057181,72.21985735,72.35701657,70.26690267,69.07702506,70.809811,67.80801804,64.76876756,68.46196656
RIOK1,29.04189995,23.35140815,29.89807781,25.76790588,31.17812478,34.06534973,27.93031677,24.52414465,31.62761315,27.25633162,28.61214119,31.01488246
NRN1,5.774580016,4.122038493,6.085864136,5.074040415,4.212614672,3.848270515,4.71093506,4.005109654,5.112896596,4.585132144,3.089195244,5.160323577
SLC35B3,63.66157752,44.62539778,48.97117311,53.44865976,48.3040524,52.88242177,50.55201466,48.69755896,47.29971737,48.78060101,39.4400582,50.73229925
RPP40,4.404065772,4.425852299,3.038734341,5.500406102,4.510218036,5.476609562,4.766336801,5.788872452,3.284460636,6.498951803,4.622625107,2.902801058
ATXN1,9.334859635,7.935363795,8.982218857,7.427802502,8.510213225,8.33912157,7.935420942,8.010106881,7.78680488,8.181463036,9.200405805,9.629883342
NUP153,37.63507799,32.36986731,34.60767516,34.9252071,37.55956996,35.63074348,29.78049239,38.40172863,35.70819849,34.87702731,33.96270473,34.84332079
DEK,20.80630486,14.99528279,17.79622409,18.70138075,20.27137997,20.35058326,18.97868653,15.78783396,17.73608743,16.83819331,19.16861279,23.17842663
EEF1E1,16.94879483,18.69638888,20.44320937,17.1863982,22.0355256,19.93164248,19.34123123,22.28993139,19.15671104,19.75585024,20.29281704,22.44596479
CRISP1,0.839658424,0.838403089,0.630171011,0.180606259,0.177712029,1.180100893,0.536581841,0.760312296,0.258829245,0.505405858,0.310467789,0.635424646
RUNX2,0.239997583,0.205404663,0.192986026,0.044247652,0.304770056,0.289118956,0.131459931,0.232841,0.285353555,0.45401388,0.329606733,0.155675936
OPN5,0.27622516,0,0.310964108,0.142595107,0.070155004,0,0,0.075036722,0.102177477,0.133012006,0.081708478,0.062711313
GCM2,0,0,0,0,0,0,0.110294936,0,0,0,0,0
LRRFIP1,36.97279412,31.64722384,36.24037539,36.4176986,34.75476157,38.42230508,32.73207077,35.47035464,36.58850384,31.00296722,31.67870698,35.98773489
AC105760.1,0,0.150844913,0,0,0,0.151659249,0.241353598,0.512980764,0,0,0.186197177,0
RAB17,69.67075034,80.08698903,79.62818264,69.66314584,71.1687965,73.83900527,78.65970274,70.51213846,73.4306885,64.34227389,64.87172608,65.55954747
CXCL6,0.413037857,0.494904411,0.464982801,0.710738749,0.699349102,0,0.26395092,0.748013127,0.127321151,0.497230175,0.203630344,0.156286429
EREG,0.196650266,0.117813758,0.442763249,0.190343127,0.499447635,0.118449776,0.141377528,0.33387598,0.409174921,0.177551121,0.581699145,0.223227247
TRIM51,0.153310995,0,0.172591869,0.197858495,0.584063388,0,0.293919147,0.208235095,0,0.369122837,0.340124919,0.17403074
MYRF-AS1,0.194438036,0.81541883,0.328336765,0,0.123457266,0.234234534,0.279574183,0.264096016,0.899048623,0.351107496,0.503260871,0.551790094
MYRF,81.05133143,88.82885435,86.62612173,83.18638052,82.18727079,84.49290349,77.31537659,72.79680558,80.49843977,63.50765325,64.99468742,60.7199119
SCGB1D2,0.617287347,0.739637362,0,0.796652224,0.783885807,0,0,0.838432296,0,0.743113228,1.825960007,0
SCGB2A1,34.02796501,32.3591346,28.57855833,35.55060551,27.43600325,31.88314892,32.61824257,28.61150209,28.97045871,19.50672224,21.16972383,24.5249474
AHNAK,440.2432728,380.6030012,431.2219829,422.3060972,418.2137093,453.2794532,404.1076929,427.6586175,425.281945,350.9179096,379.8319965,389.9889958
EMC3,90.70582189,90.47826224,89.67307663,81.40871542,88.289958,89.85735916,84.86732963,90.14521659,86.61893429,88.29037903,80.55177672,79.22074929
SSUH2,0.849888376,0.964744385,1.007129495,0.404098954,1.079263068,0.862180053,0.986190252,1.154363306,0.910045108,1.023126908,1.257001454,0.761644329
WNT1,1.043679474,0.555796862,0.261096866,0.5986404,0.736308923,0.279398666,0.77812121,0.315017915,0.857919561,0,1.029081507,0.658183972
SH3TC1,8.504660266,10.66651825,9.246144186,9.334605797,10.8672557,10.11767906,11.12373485,10.54387336,11.04995296,10.55717081,11.226657,8.842028955
CNOT1,86.91799509,76.07781352,78.76297006,79.87115825,81.51661089,85.87418805,87.11329046,86.20453185,83.51450816,81.0470063,80.77655999,84.67898619
LRRC29,2.101239972,2.997283575,1.576999027,2.453529918,2.541275684,1.567001496,2.301930363,2.446298718,2.313280611,1.325002389,2.145844522,2.044473705
BBS2,10.9365484,9.87985075,10.33117419,10.06261494,9.331813414,10.26567876,8.995276173,9.700005623,10.62422356,9.012564129,9.592962721,9.007442908
MT1G,1133.948626,1428.254539,1317.45127,1439.274397,1488.019072,1509.048959,1395.329029,1395.732653,1405.340302,616.7245303,564.675089,550.9284183
MT2A,1512.803121,2071.86263,1826.904199,1903.597875,1946.455355,1999.385107,1896.392063,1971.292843,1887.768689,936.6641417,897.3949156,848.6866097
C16orf70,33.82398541,32.714777,33.21904857,31.18014573,31.63366134,34.07819042,34.6261989,37.59431264,35.05361597,29.59296072,28.82932222,27.42517502
GOT2,118.531184,113.2250519,112.3644389,99.34047226,96.13206897,99.49400648,103.8591632,105.7707711,99.5732182,85.36292809,89.15002688,85.93212041
DOK4,147.4750547,158.9857155,158.2923482,145.2633577,148.6737869,134.1106008,157.2851878,149.6932746,153.474926,150.9019816,157.0574549,149.1532896
PIWIL1,0,0.063737689,0,0,0,0,0,0,0,0,0,0
GPR18,0,0,0,0,0,0,0,0,0,0,0,0
CLYBL,3.536568785,3.352777084,3.237572238,4.012472806,3.55335534,4.073143109,4.358641598,2.692102037,3.342378397,2.900681357,3.161384335,3.043984754
TMTC4,11.46390787,9.014330352,10.9899634,10.5182989,9.667341707,9.386672593,8.713915427,9.549332119,9.400490813,7.816788141,9.868539437,8.234939289
RAP2A,21.42831295,16.15942556,21.03048658,19.08111712,17.88731779,19.55616752,20.06177206,17.43590263,17.41421847,15.93471056,15.07074585,14.4585098
SLC10A2,3.269780291,3.61649552,3.680998176,4.760888816,4.365190965,4.545023971,5.223864482,4.55506501,4.651972783,4.642793989,3.65805197,5.044086196
ABCC4,15.26550393,13.06515528,14.21729775,14.61836982,16.6987935,16.31177916,14.66427989,14.67766631,15.74243619,12.65634901,13.52753023,16.07238122
EFNB2,99.49549694,91.31159435,101.6477488,97.91580067,107.3210932,102.4181725,93.32945927,94.36174383,97.56285244,83.63401603,80.63273396,87.46169552
SOX21,0.384221263,0.230188098,0.540677676,0.247932122,0.365938484,0.231430769,0.092075902,0.521869623,0.444143548,0.231269849,0.426203045,0
TM9SF2,260.1767464,197.5314129,227.6260398,220.442659,236.6466188,231.423867,232.6135062,223.5734096,229.3098298,208.7866466,211.9197014,218.2967066
C17orf53,2.617051848,3.807717136,4.945374486,4.342483673,3.798128903,4.95423578,3.852541552,4.570223296,3.19807003,2.587913455,3.594194157,4.137819744
KIF25,0.10470298,0,0.058935378,0,0,0.063066502,0.150547962,0.21331968,0,0.126045301,0,0.118853426
IRF1,4.008240867,4.672895343,5.000149332,6.151572718,6.09884927,5.568144564,5.053686173,5.640392116,4.808673332,3.738495836,3.845361908,5.738673729
UPF3B,9.845342498,9.939852315,9.646770743,10.47076658,12.61824622,14.71572188,11.44729697,12.13427331,13.40405335,11.7424432,13.28058465,13.45250279
RNF113A,22.75480999,28.60146543,29.38366296,22.45686056,23.51346109,22.57470206,24.80593558,24.84663142,27.43826415,25.78172026,23.59135978,19.2459476
SEPTIN6,6.296429785,4.634429141,5.012432696,4.527331857,5.711257682,5.038705518,4.440461759,6.230847534,4.408635002,4.872776091,4.323680322,4.696851415
TMEM255A,7.134484916,6.978434418,7.703914116,7.23450251,6.841222169,7.10380885,7.397193754,8.108322695,5.049283574,4.820219941,4.845325447,4.875747707
NDUFA1,559.7300672,541.1738595,621.1109932,559.6434569,554.9110871,574.6354535,592.1779649,608.0227365,665.070044,620.0141389,591.5340571,561.1610885
AMELX,0,0,0,0,0,0,0,0,0,0,0,0
DMAC2L,4.061599262,3.834316387,3.948889873,3.415096576,4.532591247,4.299825482,3.657374277,5.098748547,3.243843861,3.037418333,3.413172943,2.235402743
BMP4,38.55553642,42.50167472,37.07246598,42.26553977,41.35782531,38.35964999,35.8277567,37.0889842,36.15821976,27.84874428,22.74266807,23.58228954
PTGER2,0.113941478,0,0,0.147049396,0.144692918,0,0.436884282,0,0,0.274333889,0.084260832,0.129340493
FAM193A,15.49826775,15.18493892,15.99343057,18.90775466,15.37583168,18.18415971,17.0614173,18.09033039,16.31042668,16.325212,16.05750647,16.44746796
GRK4,1.541914974,1.492237119,2.470221132,1.913411962,2.108679304,2.286160706,1.705426132,2.577612801,2.358237188,2.498749611,2.762940435,3.029369558
SOX9,18.79106853,17.72138005,18.25864798,17.9809129,19.14448154,19.88279375,18.28654125,17.17709106,16.32016823,14.10610763,13.84334091,15.49108227
TEKT3,0.432101143,0,0,0,0.137180016,0,0.207099953,0,0,0.130044815,0.07988575,0.367874211
MYH2,0,0,0,0,0,0.212599299,0.084583707,0.059925651,0.040800369,0.106225736,0,0.050082362
HS3ST3B1,0.52312487,0.626811324,0.530023234,0.945180605,0.664310006,0.945292749,0.702033738,0.568428675,0.677275481,0.314878486,0.773711867,0.475059514
SLC25A35,5.33019502,4.342936485,4.320386757,3.943952624,5.144250609,5.907457776,6.471873527,6.370982248,5.323518955,4.448901563,3.468723369,5.727866004
MRPS7,50.82091291,52.9028569,55.21653296,46.41271436,50.27872312,52.57826047,46.85426345,51.59874138,47.54394486,43.70006104,45.51110645,43.31487554
GGA3,35.31971315,35.52877031,35.66642174,32.75392429,37.00968089,35.41483287,33.28882224,33.72480267,34.38361359,31.31651492,29.62269495,31.69036878
ARMC7,19.65067742,19.97804946,26.47937394,21.90230612,23.1897243,20.92281353,16.9338972,20.75934663,20.19142486,15.65133002,17.39420472,16.56083904
NUP85,18.82173667,19.18243018,16.86581176,17.52005917,17.99480591,19.02536512,18.35305186,17.1900417,17.155624,18.88191613,19.15842739,19.646405
SLC25A19,7.707714899,8.930965013,9.249175384,9.182161646,8.819897305,10.71379294,8.525073451,8.973450596,9.55599757,10.70634333,8.080120825,7.211044545
MIF4GD,25.58863601,26.03705349,26.40618165,23.98165129,26.17628799,27.40086758,23.94452817,23.03263847,23.85131141,20.53636123,21.92670341,19.59513151
NT5C,33.52800454,38.85629156,32.79448172,35.23094426,43.50745199,41.49389138,43.37886162,40.06481267,37.27445033,44.77342029,45.25295863,45.13038265
MSTO1,9.544629572,11.59638188,9.392475787,9.733810389,10.7644585,10.69410346,11.06862628,9.881665805,10.49310242,9.320702514,12.04361217,10.68303911
C1orf61,0.040876982,0.171426648,0.0690267,0.263772931,0.181682164,0.172352095,0.215509338,0.19432447,0.170107431,0.246046077,0.075572315,0.208806494
TTF1,14.67665468,12.45650544,12.49017565,12.74024078,14.08921971,13.47092641,11.89133788,13.40839704,12.11828058,10.51684351,13.37309823,11.40429125
GTF3C4,12.08458954,10.08748866,11.9606681,10.42406351,14.32037378,11.97572957,12.26885685,12.19440933,12.72676365,9.312135071,10.15426438,9.098183118
DDX31,8.406727971,6.492831767,5.872231411,6.339748634,7.717303475,7.931073203,6.553559633,7.016163514,7.867923676,6.950105146,6.778621367,7.243394128
BARHL1,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DL1,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R12C,28.65168927,32.30356464,29.05382732,30.70577211,29.34523685,31.52399684,29.25887326,29.13828912,30.1909238,24.43902558,27.25718591,25.08754711
MBOAT7,139.4775458,164.0067582,143.2168116,148.7716416,150.7684071,147.6293028,140.9234562,138.407871,142.6776403,120.4364395,115.9400069,112.6006513
SRMS,0,0.887955145,0,0.478201533,0,0,0,0.2516403,0.171329253,0,0.822043341,0.420612554
OPRL1,4.089528674,4.900097525,3.735191514,3.186608898,3.135543229,4.647689348,3.550284906,4.50657359,4.138636959,3.994233601,2.054205008,2.189727446
LINC00029,0,0,0,0,0,0,0,0,0,0,0,0
SLC2A4RG,62.93581713,72.36556363,67.33028622,74.91690908,69.1245997,73.46260039,72.41292367,65.83764806,68.3228153,72.4703464,73.35368653,63.89798403
NPBWR2,0,0,0,0,0,0,0,0,0.192111795,0,0,0
FNDC11,0,0.093171373,0.175076581,0.200706956,0.19749061,0.093674359,0,0.211232943,0.071908955,0.374436898,0.230014342,0.176536166
BHLHE23,0,0,0,0.326850101,0,0,0,0,0,0,0,0
PPDPF,327.5433355,411.6401517,381.0474444,386.5730331,386.136342,338.3517845,386.3308997,343.8089963,342.3669365,325.9147831,361.3597397,331.5409556
IL1B,0.746735109,0.559214024,1.576212886,1.204641948,1.5409387,1.461805649,1.789497765,1.774946402,1.122152513,1.573157615,1.58762641,2.33105183
PLGLB2,0.347950623,0.333533201,0.078341998,0.269432677,0.353486662,0,0.200121362,0,0,0.418875767,0.463163171,0.394975615
IL37,2.008575039,2.005572108,0.376863295,4.320342814,2.125554483,1.209839516,4.171620028,2.273460635,2.47661642,0.805998853,1.980481057,3.4200463
CHCHD5,9.563930592,11.63861399,10.68260567,8.100039377,11.0065158,9.631189397,10.60016784,7.814438809,10.08814351,8.63505874,8.5645005,7.124565724
PAX8,0.914499773,0.821819291,0.471858819,0.344232443,0.87098423,0.68854657,0.949664687,0.72457112,0.845698485,0.642196617,0.648103089,0.735315883
INSIG2,19.48283888,14.05779113,16.00953443,16.60969467,16.52411436,19.53017895,15.47220154,16.51499361,15.45259736,16.77742726,18.66697406,17.03086853
POLR1B,9.452425856,9.358533728,9.44218512,9.049032772,10.53830367,10.58518776,8.720514684,10.60857296,10.54699523,7.799812252,7.909055325,8.362274685
CCDC93,33.50190263,30.33613699,33.59868286,32.89931678,34.80443264,36.07966952,30.57837866,31.97582214,31.5611214,33.70684205,32.114765,34.70895841
PSD4,9.068273503,9.613855075,9.714757471,8.062829331,9.446051409,9.162330722,9.453692238,8.059977776,9.004357873,8.049195507,8.158544713,7.281584962
SLC25A23,45.80396053,39.23139006,42.43051418,37.13140362,39.16698845,36.32377281,36.84605594,38.92242858,38.36694141,37.6146834,35.06396875,38.47316579
PSPN,4.596115456,4.216367934,4.284832564,3.892616724,2.827079854,3.114462859,4.749901757,3.316427414,4.183920804,4.495540521,3.717516379,3.831435147
GTF2F1,54.00513068,61.78389426,56.94907578,58.98439662,51.71438582,60.35273486,58.78873488,48.15009393,59.96666817,51.49340585,47.59257462,56.98042368
ALKBH7,58.07470988,67.73806034,65.66765344,58.03607811,66.89565294,52.31605817,60.59521036,58.28753705,62.26039207,54.4451119,63.47006915,54.54725263
CLPP,22.9878787,31.92841261,25.69981408,25.56123301,26.96980099,24.05162784,29.73652679,23.44452357,27.6580049,25.08822654,24.52906556,22.66352403
TNFSF9,7.90686914,10.91576193,9.675284728,11.09170019,8.949442921,8.075715787,6.590696174,5.836699733,8.265745194,8.483951818,6.228546261,7.024281139
GRIA3,2.252470486,1.764680752,1.755518041,2.292033813,2.255303784,1.982937664,1.370232569,2.176898165,1.802603581,1.877266298,2.114187963,2.311033754
THOC2,44.73846659,29.37354236,38.27364516,35.76446792,38.62718021,40.29800372,39.40078114,35.26441178,36.62121515,38.09856269,39.41040713,43.95972132
MED1,29.33298128,24.04379936,27.18161543,27.62369377,25.8551183,28.22218649,27.89882729,27.07810994,26.1605916,25.33517131,27.19345093,26.66746139
RPL23,144.0239576,145.4423911,151.4812387,144.1313188,146.2308773,141.8155236,147.6775227,138.5110031,147.307876,153.3978245,156.2432697,161.1669066
ATG4C,5.768744399,5.076105581,5.986877403,5.700051779,7.554586261,8.578238439,6.73938871,6.243845129,6.585069518,5.968038682,5.799151708,6.957655167
CD70,0,0.219957516,0,0.236912916,0.233116367,0,0.35193456,0,0.509284602,0,0,0.208381906
C3,35.20978455,33.34519887,34.26389659,33.25033944,33.0614422,31.48596645,34.78959671,31.6372765,30.87016092,31.91239564,27.66535206,28.13155731
SH2D3A,12.35789175,12.88114648,14.64724932,17.82885165,15.94831167,14.58465034,13.24239548,12.75943693,13.61158971,13.72785723,14.11681655,15.6247295
TRIP10,74.97269204,76.66176112,77.3415949,69.56716583,72.83687566,78.09424028,79.49915651,72.44993171,78.52003317,73.79863807,75.0356872,69.26790211
GPR108,70.89390523,86.20239802,79.90815549,87.77059475,83.9218923,78.34849912,80.27459735,80.38172805,82.85979637,67.66539732,70.07469614,68.96448793
TNFSF14,0.058783119,0.140868564,0.330879348,0.379318504,0.149295957,0.283258087,0.563478315,0.159684678,0.163081926,0.353826411,0.478177576,0.600548105
FOSB,1.416214803,1.15147938,0.911041397,2.741585451,2.183812973,1.888871839,1.357543361,1.167886513,1.309667588,1.644002522,1.982398054,1.952102782
OPA3,17.44350699,17.66985448,18.68859768,17.72688636,16.23001892,16.75008834,16.72085128,16.06219606,19.27427534,14.23612905,15.14305942,15.1775552
SNRPD2,173.0957408,191.0798848,196.2412489,196.3415795,177.4467872,181.1697055,200.9178647,195.2509637,188.0172333,177.6793895,183.548441,187.1704941
RTN2,7.833255923,10.53301363,7.250676964,7.413531546,11.16314604,9.960774567,8.843623645,7.447679504,8.934180763,7.124860018,8.367333005,10.17629519
EML2,28.34612921,33.35068395,30.45004104,34.55517771,33.17741395,33.57186967,35.02870068,29.50213251,34.20393534,27.50485786,26.89733009,25.93548973
VASP,99.54936168,110.4344643,104.2938812,128.0655604,115.9322353,115.7166928,117.3410304,97.47427131,109.4587632,118.8855142,115.7688578,113.3637619
SYMPK,24.10773183,28.69430591,26.35903263,27.051532,29.56429936,28.94559038,26.58556174,28.76001097,29.0266111,23.01837675,24.47392347,24.0056668
GPCPD1,21.12475303,19.1294522,19.31981256,21.76211658,24.45208224,24.00712209,19.8195096,19.39935002,19.46630562,19.53442081,21.64954879,23.5977529
SDCBP2,75.35959025,80.27803168,76.78681905,75.24977827,79.63211284,80.18128853,79.19768271,77.10424379,80.8810975,84.09870326,88.59714589,85.29455853
