"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",57.4337107902945,0.0527015762291343,0.206139787661464,0.255659408729402,0.79821384082075,0.999852371654372
"ENSG00000000419",73.8605051321359,0.15710433952112,0.194900961262872,0.806072676620752,0.420200945107765,0.999852371654372
"ENSG00000000457",5.23145237260757,0.141108073888342,0.66097370356235,0.213485155502909,0.830948566441336,NA
"ENSG00000000460",4.08059815437438,0.211928606646263,0.773602893581796,0.273950121444129,0.784122953028695,NA
"ENSG00000000971",0.41509930154878,0.874296179155391,2.73948045310357,0.319146711985076,0.749615263204533,NA
"ENSG00000001036",316.566946506134,-0.0908248805729895,0.0905223165746109,-1.0033424243858,0.315695673406044,0.999852371654372
"ENSG00000001084",24.8837963027281,0.0662280433104701,0.311853829810028,0.212368863165203,0.831819275336704,0.999852371654372
"ENSG00000001167",36.073675747534,0.149154667228784,0.266464318764723,0.559754746602608,0.575646734461198,0.999852371654372
"ENSG00000001460",3.9093732354491,-0.0288796858514359,0.775433956862789,-0.0372432566253299,0.970291048720484,NA
"ENSG00000001461",26.9341203753058,-0.260816068979273,0.294158896680006,-0.886650282969331,0.37526721312581,0.999852371654372
"ENSG00000001497",14.1547926808857,0.209443087898014,0.41657896550312,0.502769235227855,0.615126525843285,NA
"ENSG00000001561",17.2702927035961,0.0249642311699063,0.373890511333595,0.0667688278070063,0.946765739818216,0.999852371654372
"ENSG00000001617",3.16217279671845,-0.179733142450256,0.863731819162006,-0.208089060125901,0.835159428954932,NA
"ENSG00000001626",54.6551697258897,-0.0962076637879832,0.210485107949893,-0.457075869761226,0.647616513648814,0.999852371654372
"ENSG00000001629",30.1901033235667,0.0483647558824476,0.284757832013204,0.169845217392317,0.865131865179904,0.999852371654372
"ENSG00000001630",406.072249974012,-0.00376116117493385,0.0902931004355539,-0.0416550229950111,0.966773709266367,0.999852371654372
"ENSG00000001631",13.6672135217131,0.115559847108799,0.424983262784637,0.271916231127813,0.78568643067333,NA
"ENSG00000002016",9.06210878864209,0.387744995686326,0.522352381957635,0.742305403553753,0.457902318657682,NA
"ENSG00000002330",55.434922003501,0.00321972466890481,0.222711015819228,0.0144569618932466,0.988465415105907,0.999852371654372
"ENSG00000002549",45.8297282378991,-0.197588409714903,0.231454933912263,-0.853679834666226,0.393282410284735,0.999852371654372
"ENSG00000002586",409.475402352691,-0.0621261085160132,0.0795538680750125,-0.780931336455364,0.434842880311682,0.999852371654372
"ENSG00000002726",2.74932298625239,0.16229135437553,0.959376227999729,0.169163410181533,0.865668109408733,NA
"ENSG00000002745",0.412237771351504,2.41383117234721,2.64804227385899,0.911553110830641,0.362004015142643,NA
"ENSG00000002746",0.741953130638671,-0.0288913212737398,1.68092651628077,-0.0171877360455143,0.986286845963494,NA
"ENSG00000002822",10.1544506967998,-0.166101419858711,0.483914208382229,-0.343245593912202,0.731413706854304,NA
"ENSG00000002834",258.351775445369,-0.0806097722207477,0.0987348341736443,-0.816426876040322,0.414256030306844,0.999852371654372
"ENSG00000002919",13.3930668441558,0.0726475961656579,0.427991786959276,0.169740631430786,0.865214118451078,NA
"ENSG00000002933",12.8540652490139,0.135665675027351,0.446335985206457,0.303954150066116,0.761162822390357,NA
"ENSG00000003056",67.057076481986,-0.0288644987858462,0.191085170549185,-0.151055671682364,0.879931800036573,0.999852371654372
"ENSG00000003096",8.5004650037811,-0.197887466367963,0.531104167238733,-0.372596335285413,0.709448900772104,NA
"ENSG00000003137",6.47295239392098,-0.0278330519673874,0.604569219105928,-0.0460378250956085,0.963280101791061,NA
"ENSG00000003147",19.0659814759995,0.0223200129043871,0.357265134125354,0.06247464634082,0.95018485177894,0.999852371654372
"ENSG00000003249",16.3960968898735,-0.0851905078673123,0.381628280092691,-0.223229022352906,0.823357265210044,NA
"ENSG00000003393",25.7177483974241,-0.0103458964487084,0.305682695375137,-0.0338452146792668,0.973000580481417,0.999852371654372
"ENSG00000003400",7.06751104245082,-0.0919748848132232,0.572868335363494,-0.160551524906441,0.87244663698515,NA
"ENSG00000003402",28.8520075873619,0.00345265033909252,0.286744511228342,0.0120408593849006,0.990393016338973,0.999852371654372
"ENSG00000003436",67.8749496036059,0.10705576254103,0.194727823638371,0.549771268125727,0.582476267825423,0.999852371654372
"ENSG00000003509",14.6238389475974,0.224004487229654,0.403141639999516,0.555647110107314,0.578452119508644,NA
"ENSG00000003756",41.0056831446988,0.151333358141972,0.244468583776358,0.619029880258206,0.535896674673816,0.999852371654372
"ENSG00000003987",0.915453472504789,0.561046620018556,1.6562191907968,0.338751430448429,0.734796992960215,NA
"ENSG00000003989",55.3007217348687,0.16814197173596,0.214692619750893,0.783175369190868,0.433524136773729,0.999852371654372
"ENSG00000004059",123.139149671667,-0.0374641827931819,0.147100899950977,-0.254683573014626,0.798967504796074,0.999852371654372
"ENSG00000004139",9.06020563485239,-0.0297632796337218,0.507496348493409,-0.05864727839339,0.953233052750204,NA
"ENSG00000004142",188.216422346785,-0.110206040610631,0.117705986311178,-0.936282376660786,0.349127819439489,0.999852371654372
"ENSG00000004399",17.1271810769196,-0.00282322475947376,0.370539621806778,-0.0076192250256734,0.993920796805704,0.999852371654372
"ENSG00000004455",41.4058737116963,-0.132072775075422,0.241649177114903,-0.546547588749378,0.584689584914769,0.999852371654372
"ENSG00000004468",0.571403634587365,1.4520218599243,2.09568294344292,0.692863328619176,0.488395325071501,NA
"ENSG00000004478",74.4355292483442,0.330046146439238,0.184935106499617,1.78465923905001,0.0743166062961902,0.999852371654372
"ENSG00000004487",48.3775906752874,-0.0282407638404773,0.223920599427378,-0.126119543769962,0.899637297306133,0.999852371654372
"ENSG00000004534",44.999044250936,0.145365006442206,0.239045335296142,0.60810643412941,0.543116885159638,0.999852371654372
"ENSG00000004660",0.578606646572886,0.548828795251861,2.02621327728144,0.270864277421093,0.786495420754918,NA
"ENSG00000004700",33.7749099181793,0.300957857830303,0.278111562265547,1.08214795306835,0.279186790960259,0.999852371654372
"ENSG00000004766",5.90082352160216,-0.104924112020136,0.630382462976558,-0.166445163345285,0.867806634401836,NA
"ENSG00000004776",1.40774822135213,-0.613500300335417,1.28130239446699,-0.478809922610521,0.632073857022286,NA
"ENSG00000004777",4.18310964436622,0.232121891662388,0.795033038022945,0.29196508894727,0.770313316539539,NA
"ENSG00000004779",111.12411449107,-0.108016005246911,0.156081257942306,-0.692049812199989,0.488906047725757,0.999852371654372
"ENSG00000004799",2.15141309688772,-0.0257067913367871,1.029330243819,-0.0249742893412034,0.980075471344148,NA
"ENSG00000004838",1.58687601216368,1.29008361395442,1.45545448156069,0.886378536944045,0.375413580927963,NA
"ENSG00000004864",51.6294756956314,0.0434252840377203,0.215706571792427,0.201316462808134,0.84045113062242,0.999852371654372
"ENSG00000004866",10.9117548158363,-0.027033453961251,0.470735780701512,-0.0574280840112994,0.954204192106641,NA
"ENSG00000004897",25.708514345068,0.0625366713001692,0.307291180211862,0.203509489784423,0.838736829105081,0.999852371654372
"ENSG00000004948",1.3323891833968,0.2892374307939,1.30782783744685,0.221158643754326,0.824968909436064,NA
"ENSG00000004961",50.6131547157868,-0.000818892011417963,0.223716353564212,-0.00366040299858062,0.997079427483024,0.999852371654372
"ENSG00000004975",39.3701281730577,-0.0772446098854438,0.250283789183755,-0.308628098277399,0.757604444287312,0.999852371654372
"ENSG00000005001",26.2170897829317,-0.0116954608437541,0.316419870656194,-0.0369618406691715,0.970515431670478,0.999852371654372
"ENSG00000005007",52.939848283234,-0.0124395075827742,0.213306189967167,-0.0583176118081191,0.953495639194835,0.999852371654372
"ENSG00000005020",7.80026349692382,0.0296054974407881,0.549445941913724,0.0538824571852727,0.957028813497553,NA
"ENSG00000005022",649.93171493595,-0.138180453141352,0.0656322458827644,-2.10537444335178,0.0352587266294031,0.999852371654372
"ENSG00000005059",4.32488797692131,-0.569666949463939,0.745500090748643,-0.764140684264532,0.444783409741483,NA
"ENSG00000005075",57.5573534845511,0.0346012934680291,0.224372353966588,0.154213711521615,0.87744123128659,0.999852371654372
"ENSG00000005100",13.2374906317693,-0.0295052518964062,0.42813335065489,-0.0689160324727653,0.945056456792787,NA
"ENSG00000005108",1.57600091284148,0.556398113716831,1.22020496552091,0.455987419686744,0.648399024703915,NA
"ENSG00000005156",9.31944341471065,-0.0778364575182956,0.506388701277541,-0.15370891436149,0.877839255674482,NA
"ENSG00000005175",15.5537509409618,0.00320313543453693,0.402161039045326,0.00796480793400754,0.993645069910617,NA
"ENSG00000005187",1.24861197650339,0.384014512938213,1.40874289868698,0.272593752412974,0.785165514981451,NA
"ENSG00000005189",30.4227135653244,-0.362892008345048,0.297803889483686,-1.21856033839655,0.223011110280849,0.999852371654372
"ENSG00000005194",51.7166156200576,-0.11828795954077,0.216812023448104,-0.545578412394104,0.5853557668519,0.999852371654372
"ENSG00000005206",24.6162636998346,0.0648863408736214,0.31290819785112,0.207365423211104,0.835724483965761,0.999852371654372
"ENSG00000005238",28.3033928808677,0.0208233383630735,0.291791896321768,0.0713636623414344,0.943108329096375,0.999852371654372
"ENSG00000005243",13.0241773527194,-0.276756205672492,0.456365445708486,-0.606435496541244,0.544225603234236,NA
"ENSG00000005249",2.17299998729557,0.233959071402168,1.10260922111946,0.212186753857031,0.831961340352877,NA
"ENSG00000005302",6.32750204853367,0.205023185737455,0.6200323467298,0.330665306122813,0.740897311129967,NA
