"","GSM6765254","GSM6765268","GSM6765281","GSM6765294","GSM6765307","GSM6765321","GSM6765335","GSM6765349","GSM6765363","GSM6765379","GSM6765393","GSM6765408"
"ENSG00000000003",4.42053873120034,4.50297371696972,4.55546323729049,2.80135949095945,2.79901492036609,2.4625222084915,2.98020319202399,2.80476449858755,3.12884256850962,3.51122264457151,3.21202691707152,3.52893509439687
"ENSG00000000419",6.95657267849165,7.3023417427001,7.10265736329157,8.09041080575611,8.13629982280363,7.76886680628983,7.38814405238903,7.33788420438142,7.44982410234992,8.21452431925315,8.05594088808912,8.00771440413088
"ENSG00000000457",4.16627847230817,4.26313896784646,4.24525431417301,4.4013418859326,4.54294854846989,4.05088252785682,3.67883358971253,3.37689255830949,3.58610881516804,4.38968925179825,4.41420046577054,4.61359833314574
"ENSG00000000460",3.26736285341068,3.27221881748466,3.25940896496487,3.57871088174956,3.57515857478552,3.7129690267123,3.37954470244396,3.12702235040306,3.37895216913914,3.36366398410477,3.78361518892508,3.38030738346174
"ENSG00000001036",5.13302745344826,4.99346338306331,5.1659568337779,3.05103955698673,3.71034093258946,3.05022244102949,4.88696978353372,5.05534759905364,4.8107806018639,4.15549421868858,3.78361518892508,4.08875776359219
"ENSG00000001084",5.93292643196278,5.9937379636463,5.89217842731737,5.67938242818554,5.70496125122296,5.73896489792616,6.0814409913566,6.10842807808915,6.25945028601976,5.83228787823155,5.80882500337034,5.75185718612789
"ENSG00000001167",5.57112919827973,5.54460223624763,5.59149788376424,6.32306045079575,6.31751414205139,5.88131982108551,5.12287671515652,5.54477906164138,5.32419710763618,6.59786082051349,6.58217485509105,6.7714010737433
"ENSG00000001460",3.96591422261101,3.85935093195669,3.9555925207165,3.57871088174956,3.57515857478552,3.7129690267123,3.76476686277085,3.67584926504163,3.76408050040032,3.64317645571257,3.01335261899509,3.78218074871462
"ENSG00000001461",4.42053873120034,4.57451383867484,4.48417453787053,3.57871088174956,3.71034093258946,3.57766208499487,3.92136093336105,4.12296284627345,3.99249446336675,3.7627885202983,3.66316963155979,3.66179236758472
"ENSG00000001497",5.50083317381536,5.47247953815337,5.4135984713662,4.4013418859326,4.31760994083975,4.61390316164619,4.30442196615478,4.18487583411128,4.18756236190519,4.65070439645087,4.6764368068005,4.7893651099904
"ENSG00000001617",6.86195564334267,6.84259195106855,6.80489278024514,4.14813495304523,4.23351145632622,4.67848537593086,4.55797044076043,4.72822831873078,4.77156184180821,5.14715891165025,5.21618519387857,5.08628645545822
"ENSG00000001629",5.70214091940564,5.67877967791256,5.62456895872255,5.58245111195112,5.85015991013707,5.82606150642369,6.34223712727693,6.26992766260163,6.14262752335894,5.4815399852254,5.57508342950245,5.47459401791136
"ENSG00000001630",7.42207334387331,7.3829187021886,7.37858321956601,6.43806950533783,6.55596014782135,6.52569945141982,7.3359214203745,7.32459073755168,7.29443279936997,7.11636415317607,6.97873209656588,7.01200896610969
"ENSG00000001631",4.63526396161436,4.64256640513374,4.62328537589505,4.61527904931762,4.79597801666263,4.67848537593086,5.05938355801998,5.08743265432945,5.21217644668432,4.76495348832899,4.73497305405437,4.48282035980383
"ENSG00000002016",3.85325847821863,3.59954489743295,3.58481709533897,3.94869844112528,3.42377374511909,3.57766208499487,3.58675365950314,4.05808962955283,3.92064063108129,4.45967525886481,4.48453073476057,4.17715733951261
"ENSG00000002330",6.0357458367791,5.96779672283195,5.77935671684347,4.14813495304523,3.83272337076534,4.32071251034656,5.59436419810458,6.0448906441201,5.96471582102698,4.92062235146518,4.55147366065031,4.4125136394001
"ENSG00000002549",5.67049439078567,5.57934406721243,5.55764453354974,3.71406997445058,4.04797387934696,3.4261292799474,4.30442196615478,4.18487583411128,4.24682394487452,4.45967525886481,4.41420046577054,4.17715733951261
"ENSG00000002586",5.13302745344826,5.27442539934828,5.21033638894037,4.67987654520702,4.47182638380141,4.54619400674831,5.87691179711342,5.83544193203354,5.76159794942819,4.65070439645087,4.48453073476057,4.61359833314574
"ENSG00000002587",2.47045074219311,2.47317028128856,2.46599976242424,2.46303171100776,1.60620314850489,1.60620314850489,2.5954129455237,2.31122915789307,2.3121319214681,2.43041565955436,1.60620314850489,1.60620314850489
"ENSG00000002822",4.06980878526638,3.9722108132972,4.05919253383164,3.42711612665321,3.42377374511909,3.4261292799474,3.8453873228402,3.84223540351605,3.99249446336675,3.7627885202983,3.38153923722982,3.66179236758472
"ENSG00000002834",6.28558392681701,6.25188640506001,6.29208573273685,5.61549608567108,5.50874307606817,5.76858884829662,6.35542735565672,6.4151086899056,6.44351134471174,5.66762414613996,5.57508342950245,5.85973022329952
"ENSG00000002919",5.13302745344826,5.23128633803706,5.12014756244327,4.91212634039729,4.61061800942112,4.79936471026869,4.84981315756436,4.88302728083223,5.09057988724624,5.34250082402042,5.17477967166967,5.36878743184879
