gene_id,log2FoldChange
ENSG00000120549,2.06610826
ENSG00000120594,-4.427224727
ENSG00000120616,1.05531988
ENSG00000120656,-1.242148136
NA.355,NA
ENSG00000120662,1.486008797
NA.356,NA
ENSG00000120686,1.093460434
ENSG00000120688,0.761293693
ENSG00000120690,1.069534392
ENSG00000120694,2.598085464
ENSG00000120697,-1.431920539
ENSG00000120708,-4.29374612
ENSG00000120709,0.70624896
ENSG00000120725,-1.573005232
ENSG00000120727,0.881827983
ENSG00000120733,0.930654145
ENSG00000120738,5.386175794
ENSG00000120742,-0.96761338
ENSG00000120802,-2.0027296
NA.357,NA
ENSG00000120833,3.82322445
ENSG00000120885,4.965117705
ENSG00000120889,1.697730306
ENSG00000120899,1.509678321
ENSG00000120910,1.798428499
ENSG00000120913,1.32459423
ENSG00000120915,-4.392679577
ENSG00000120948,0.94695351
ENSG00000121064,-1.511463835
ENSG00000121067,0.942997516
NA.358,NA
NA.359,NA
ENSG00000121274,1.443680799
ENSG00000121281,3.449062525
ENSG00000121297,2.130842082
ENSG00000121316,-4.770603584
NA.360,NA
ENSG00000121390,0.841897992
NA.361,NA
ENSG00000121552,-4.407673764
ENSG00000121578,-1.090452887
ENSG00000121691,-1.679244544
ENSG00000121716,1.390549598
ENSG00000121741,0.792679609
ENSG00000121742,-3.697935578
NA.362,NA
ENSG00000121766,-0.868281677
NA.363,NA
ENSG00000121858,-5.559852468
ENSG00000121879,1.050987177
ENSG00000121900,-1.793508294
ENSG00000121903,1.631290721
NA.364,NA
ENSG00000121931,1.703489341
ENSG00000121940,1.083136732
ENSG00000121957,-2.438974741
NA.365,NA
NA.366,NA
ENSG00000122008,1.56363025
ENSG00000122026,-2.206433969
ENSG00000122033,-0.762435642
ENSG00000122034,-0.760479193
ENSG00000122042,1.485473562
ENSG00000122126,0.712752063
ENSG00000122140,-0.885268561
ENSG00000122203,0.697959719
NA.367,NA
ENSG00000122299,1.113316275
ENSG00000122376,1.297977248
ENSG00000122378,-2.503307424
ENSG00000122406,-1.939032096
NA.368,NA
ENSG00000122483,5.199605687
ENSG00000122515,1.212084178
ENSG00000122565,0.845434481
ENSG00000122566,0.51696609
ENSG00000122641,2.070766418
ENSG00000122644,-1.073056787
NA.369,NA
ENSG00000122705,-0.48627264
NA.370,NA
NA.371,NA
NA.372,NA
ENSG00000122786,-1.877430899
NA.373,NA
ENSG00000122861,1.586012862
ENSG00000122863,1.319533019
NA.374,NA
ENSG00000122884,1.889195711
ENSG00000122952,-2.921477358
ENSG00000122971,1.454670576
ENSG00000123066,0.887865272
ENSG00000123094,2.588521264
NA.375,NA
ENSG00000123104,-1.825182468
ENSG00000123130,1.506348037
ENSG00000123131,-1.216132017
ENSG00000123136,0.966916904
ENSG00000123143,1.987067782
ENSG00000123144,-0.431126026
ENSG00000123179,-2.944122324
ENSG00000123268,1.662759655
ENSG00000123342,7.988891092
ENSG00000123349,-1.124167798
ENSG00000123353,-0.820249624
ENSG00000123358,3.496185171
ENSG00000123384,1.124225932
ENSG00000123388,1.095943984
ENSG00000123395,0.605323119
NA.376,NA
ENSG00000123411,1.892167853
ENSG00000123416,-1.063718661
ENSG00000123485,-3.64232181
ENSG00000123505,0.986381836
NA.377,NA
ENSG00000123562,0.653652663
NA.378,NA
ENSG00000123575,0.867288022
NA.379,NA
ENSG00000123636,0.902001432
ENSG00000123643,1.443634394
ENSG00000123684,2.096410593
ENSG00000123689,1.410029865
ENSG00000123728,0.809764064
ENSG00000123815,1.646751144
ENSG00000123892,-2.923038618
NA.380,NA
ENSG00000123908,2.059263395
NA.381,NA
ENSG00000123983,-0.691820355
ENSG00000123989,-1.365119583
ENSG00000124067,2.676938025
ENSG00000124098,-2.835965015
ENSG00000124107,-2.413491376
ENSG00000124145,1.100705282
ENSG00000124151,0.637594658
ENSG00000124171,1.951376886
ENSG00000124172,-2.250159857
ENSG00000124193,1.372253794
ENSG00000124201,0.834734637
ENSG00000124207,-1.473834607
NA.382,NA
ENSG00000124216,4.164385546
ENSG00000124222,0.985264604
ENSG00000124226,1.083567124
ENSG00000124257,2.472980363
ENSG00000124299,-1.74353548
ENSG00000124343,-3.371723161
ENSG00000124357,-1.589562352
ENSG00000124370,-1.922533962
ENSG00000124374,-2.823696217
ENSG00000124429,-3.041995596
ENSG00000124466,-1.685918295
ENSG00000124486,0.653449563
ENSG00000124541,-0.792071109
ENSG00000124562,-1.622720893
ENSG00000124575,6.759956253
ENSG00000124610,4.510901409
ENSG00000124614,-1.567035363
NA.383,NA
ENSG00000124635,3.689880829
NA.384,NA
ENSG00000124688,0.893543232
ENSG00000124733,-1.138863952
NA.385,NA
ENSG00000124762,-0.361011629
ENSG00000124767,-1.141545236
ENSG00000124788,1.166201802
NA.386,NA
ENSG00000124831,1.964244425
ENSG00000124839,2.481924269
ENSG00000124875,2.552883141
NA.387,NA
ENSG00000125037,-0.724442465
ENSG00000125089,1.569663957
NA.388,NA
ENSG00000125124,-1.392990647
ENSG00000125144,-2.978981758
ENSG00000125148,-1.969428476
ENSG00000125149,-1.03638707
ENSG00000125166,-1.100229665
NA.389,NA
NA.390,NA
ENSG00000125304,-0.838592746
ENSG00000125347,2.819030493
ENSG00000125356,-1.779798318
ENSG00000125386,2.070900139
ENSG00000125398,-2.181442817
NA.391,NA
ENSG00000125447,0.76566924
ENSG00000125505,1.1612485
ENSG00000125508,2.270221283
ENSG00000125531,3.708870484
ENSG00000125534,-2.485915787
ENSG00000125538,-4.380574216
NA.392,NA
ENSG00000125611,-2.107893571
ENSG00000125630,-0.983051512
ENSG00000125633,1.07501862
ENSG00000125648,-1.432342151
ENSG00000125651,-0.881372647
ENSG00000125652,-2.888400275
ENSG00000125657,-1.39737703
ENSG00000125691,-1.486599117
ENSG00000125730,4.641522675
ENSG00000125731,1.206875704
ENSG00000125734,-0.620482337
ENSG00000125735,6.742991012
ENSG00000125740,2.980727581
ENSG00000125743,-1.867522153
ENSG00000125746,-1.222690219
ENSG00000125753,1.660345002
ENSG00000125775,-1.025537642
ENSG00000125780,-3.110713324
ENSG00000125821,-1.217349127
ENSG00000125834,0.741253222
ENSG00000125848,-4.40686121
ENSG00000125850,1.997308805
ENSG00000125868,-2.302701561
ENSG00000125871,-1.508793915
ENSG00000125877,-1.069102556
ENSG00000125901,-1.715100246
NA.393,NA
ENSG00000125944,0.694681111
ENSG00000125945,0.679368491
ENSG00000125952,0.726019476
ENSG00000125968,-2.00119024
NA.394,NA
ENSG00000125977,0.33921403
ENSG00000125991,-1.023515305
ENSG00000125995,-2.557425068
ENSG00000125998,-5.656100018
ENSG00000126003,0.929703556
ENSG00000126005,-1.300309982
ENSG00000126012,1.489444292
ENSG00000126067,-0.786244005
ENSG00000126070,1.528253016
ENSG00000126088,-1.010466812
ENSG00000126214,1.474405097
NA.395,NA
ENSG00000126226,1.6143706
ENSG00000126233,-3.223725925
NA.396,NA
ENSG00000126247,-1.505004893
NA.397,NA
ENSG00000126267,-2.340114161
ENSG00000126368,-0.717276831
ENSG00000126391,-1.985779993
ENSG00000126432,-2.283922159
ENSG00000126453,1.04342079
ENSG00000126461,1.251202086
NA.398,NA
NA.399,NA
ENSG00000126602,-2.247800889
ENSG00000126603,3.844149139
ENSG00000126653,0.901620467
ENSG00000126709,-6.146591667
ENSG00000126756,-0.852910642
ENSG00000126767,2.798625498
NA.400,NA
ENSG00000126787,-2.765225513
ENSG00000126821,0.999224704
ENSG00000126870,1.430567798
NA.401,NA
ENSG00000127022,-0.757936447
ENSG00000127054,1.021966608
ENSG00000127124,4.07328885
ENSG00000127152,-1.688387658
ENSG00000127184,-1.747838189
ENSG00000127191,1.147132307
NA.402,NA
NA.403,NA
NA.404,NA
ENSG00000127314,1.319299377
NA.405,NA
ENSG00000127418,4.257692229
ENSG00000127481,0.897047635
ENSG00000127483,1.490019014
ENSG00000127511,1.467357127
ENSG00000127540,-2.352710196
ENSG00000127561,5.175649213
ENSG00000127663,1.387031438
NA.406,NA
NA.407,NA
ENSG00000127824,-2.60044587
ENSG00000127837,-0.972332499
NA.408,NA
ENSG00000127870,0.990006616
ENSG00000127884,-1.811834409
ENSG00000127947,0.811917494
ENSG00000127948,-1.385117142
ENSG00000127952,-0.752485943
ENSG00000127954,-3.928719826
ENSG00000127955,-1.323274157
NA.409,NA
ENSG00000127993,1.322463883
ENSG00000128016,2.734065994
ENSG00000128039,-2.454947783
ENSG00000128050,-2.07183029
ENSG00000128165,5.384232327
ENSG00000128185,-1.960690846
ENSG00000128191,1.009551556
ENSG00000128228,-1.584101289
NA.410,NA
ENSG00000128245,0.443229665
ENSG00000128272,1.965082004
ENSG00000128298,1.932926523
NA.411,NA
ENSG00000128311,-2.678635468
ENSG00000128340,-1.010541074
ENSG00000128342,5.021411914
NA.412,NA
ENSG00000128422,-4.582651061
ENSG00000128463,-0.998811131
ENSG00000128482,1.9804851
ENSG00000128510,1.101195271
ENSG00000128512,1.897476825
ENSG00000128524,-1.900833226
ENSG00000128564,6.335906082
NA.413,NA
NA.414,NA
ENSG00000128591,9.702427509
NA.415,NA
ENSG00000128604,1.445874726
ENSG00000128626,-1.036039697
ENSG00000128641,-0.800607514
ENSG00000128654,-0.863362431
NA.416,NA
ENSG00000128708,-1.007231052
NA.417,NA
NA.418,NA
ENSG00000128908,1.430393511
NA.419,NA
NA.420,NA
ENSG00000128951,-1.438761565
ENSG00000128965,4.328358711
ENSG00000128989,0.775601033
ENSG00000129084,-0.649415245
ENSG00000129103,-2.800065742
ENSG00000129128,-1.03662592
ENSG00000129151,-10.08006217
NA.421,NA
NA.422,NA
ENSG00000129197,0.805572773
ENSG00000129226,-1.452604628
ENSG00000129235,-2.480638962
ENSG00000129245,1.18303167
ENSG00000129250,-0.915526303
ENSG00000129255,-1.336243497
NA.423,NA
ENSG00000129315,0.710203408
ENSG00000129353,-1.389592046
ENSG00000129354,-1.913273348
ENSG00000129355,1.289362771
ENSG00000129451,-2.556369052
ENSG00000129455,-3.393900093
ENSG00000129460,1.203320052
ENSG00000129467,3.008967977
ENSG00000129472,1.230875828
ENSG00000129473,0.661335771
ENSG00000129474,-0.674469446
ENSG00000129493,-1.467113708
NA.424,NA
ENSG00000129559,-1.626518325
ENSG00000129562,-1.093464204
ENSG00000129566,1.325170592
NA.425,NA
ENSG00000129625,-0.827853454
NA.426,NA
ENSG00000129657,0.666106615
ENSG00000129667,1.496908838
NA.427,NA
ENSG00000129691,-1.12477067
NA.428,NA
ENSG00000129824,-1.425424457
ENSG00000129925,1.807617897
ENSG00000129968,1.012078369
ENSG00000130024,1.113258665
NA.429,NA
ENSG00000130052,2.648020317
ENSG00000130054,-1.493841583
ENSG00000130055,-3.885575915
ENSG00000130066,1.564921629
ENSG00000130158,1.191911722
ENSG00000130164,0.633041489
NA.430,NA
ENSG00000130177,0.897137177
ENSG00000130203,-3.222344969
ENSG00000130222,1.949898967
ENSG00000130227,-0.754296158
NA.431,NA
ENSG00000130254,1.369857407
ENSG00000130255,-2.611339472
NA.432,NA
ENSG00000130294,3.966400299
NA.433,NA
ENSG00000130312,-1.538803879
ENSG00000130313,-0.852531531
ENSG00000130340,2.606733783
ENSG00000130349,-1.292694147
NA.434,NA
ENSG00000130396,1.249008418
ENSG00000130402,-1.218863292
ENSG00000130449,1.778592513
ENSG00000130479,4.2222717
ENSG00000130520,-1.846352912
ENSG00000130545,1.053402675
NA.435,NA
ENSG00000130584,5.054593392
ENSG00000130589,1.086484217
NA.436,NA
ENSG00000130598,-4.967354523
NA.437,NA
NA.438,NA
NA.439,NA
ENSG00000130684,1.048689011
ENSG00000130699,1.339484561
NA.440,NA
ENSG00000130702,1.153519405
ENSG00000130706,-0.572888602
ENSG00000130707,1.274782175
NA.441,NA
ENSG00000130723,0.95943387
ENSG00000130724,-1.145093747
ENSG00000130726,-0.959693262
ENSG00000130733,-0.630411881
ENSG00000130748,-1.681495596
ENSG00000130749,1.126985446
NA.442,NA
ENSG00000130758,1.128255944
ENSG00000130762,1.433717196
ENSG00000130766,2.584297691
NA.443,NA
ENSG00000130770,-1.625340663
NA.444,NA
ENSG00000130779,-0.777091517
ENSG00000130787,1.143069951
ENSG00000130803,0.985813961
ENSG00000130811,0.486462264
ENSG00000130813,-1.693640745
ENSG00000130818,1.495735786
ENSG00000130821,1.737982162
ENSG00000130822,4.248601904
ENSG00000130826,-0.718416049
ENSG00000130827,3.74433439
ENSG00000130856,1.490756104
ENSG00000130921,1.274110235
ENSG00000131013,1.294353853
NA.445,NA
ENSG00000131023,0.933181624
ENSG00000131037,0.716529136
ENSG00000131051,1.467236525
ENSG00000131067,1.830736899
ENSG00000131069,-1.212451338
NA.446,NA
ENSG00000131100,-0.618475888
ENSG00000131115,1.622641948
NA.447,NA
ENSG00000131143,-1.116529179
ENSG00000131149,1.573661226
ENSG00000131171,-3.810707766
ENSG00000131174,-1.363199979
ENSG00000131196,2.247862658
ENSG00000131233,-2.323995898
ENSG00000131236,-1.156520382
ENSG00000131238,-1.371296738
ENSG00000131263,1.144632714
ENSG00000131323,1.33266395
NA.448,NA
NA.449,NA
ENSG00000131435,1.459889121
ENSG00000131462,-1.010206215
ENSG00000131469,-1.397413544
ENSG00000131471,2.922833431
ENSG00000131473,-1.191469986
ENSG00000131475,-1.34741899
ENSG00000131480,2.817779788
ENSG00000131495,-2.756981602
ENSG00000131508,0.729697374
ENSG00000131558,-2.393657607
ENSG00000131584,1.387012561
ENSG00000131620,1.617218379
ENSG00000131626,1.32384723
ENSG00000131652,4.587868044
NA.450,NA
ENSG00000131669,-1.716228232
ENSG00000131711,4.5767182
ENSG00000131725,1.004694116
ENSG00000131746,-3.995237736
ENSG00000131747,-4.258864954
ENSG00000131759,1.057783975
NA.451,NA
ENSG00000131779,-1.571532174
NA.452,NA
ENSG00000131788,-1.570696715
ENSG00000131791,0.961575353
NA.453,NA
ENSG00000131844,-0.908004311
NA.454,NA
ENSG00000131871,1.086601231
ENSG00000131931,2.152112838
ENSG00000131941,1.85959939
ENSG00000131943,1.481581714
ENSG00000131966,-0.914857496
NA.455,NA
ENSG00000131981,-1.524680112
ENSG00000132002,3.315919772
ENSG00000132003,2.007287306
NA.456,NA
NA.457,NA
NA.458,NA
NA.459,NA
ENSG00000132164,-1.837717828
NA.460,NA
NA.461,NA
ENSG00000132254,1.048650878
ENSG00000132274,-3.266938387
ENSG00000132294,-0.697205967
ENSG00000132305,-1.866516834
NA.462,NA
ENSG00000132323,1.196155458
ENSG00000132326,1.940501336
ENSG00000132341,-0.378447467
ENSG00000132359,0.952662241
ENSG00000132383,-1.41445364
NA.463,NA
ENSG00000132405,-1.357764106
ENSG00000132423,-1.406654418
ENSG00000132424,0.754799494
NA.464,NA
ENSG00000132467,0.714964497
ENSG00000132470,-0.500496215
ENSG00000132475,0.282927988
ENSG00000132481,2.363855207
ENSG00000132507,-0.885759983
ENSG00000132510,2.889221722
NA.465,NA
ENSG00000132541,-4.253950696
NA.466,NA
NA.467,NA
ENSG00000132591,-0.866869649
ENSG00000132623,-1.52343327
ENSG00000132635,0.910220699
ENSG00000132646,-2.855375968
ENSG00000132669,-2.252076157
NA.468,NA
ENSG00000132680,1.113538498
NA.469,NA
ENSG00000132694,1.252428826
ENSG00000132698,-2.768064818
ENSG00000132716,0.520308468
NA.470,NA
ENSG00000132746,-4.161056113
ENSG00000132819,2.428714285
NA.471,NA
ENSG00000132823,1.530902776
ENSG00000132842,-1.165062323
NA.472,NA
ENSG00000132849,0.885874112
NA.473,NA
ENSG00000132906,1.643264528
ENSG00000132950,1.206929869
ENSG00000132952,0.893160074
ENSG00000132963,-0.451702654
ENSG00000132964,0.892189867
NA.474,NA
ENSG00000133027,-2.902549261
ENSG00000133048,-2.680758783
ENSG00000133056,-2.130159258
ENSG00000133065,1.208638035
NA.475,NA
ENSG00000133101,5.962172862
ENSG00000133104,1.033024879
NA.476,NA
ENSG00000133112,-0.691416325
ENSG00000133142,-1.12552994
ENSG00000133195,-2.02141134
NA.477,NA
ENSG00000133226,0.84877733
NA.478,NA
ENSG00000133265,-1.721659634
NA.479,NA
ENSG00000133315,-1.726377312
ENSG00000133316,1.946697975
NA.480,NA
ENSG00000133393,0.557920809
ENSG00000133398,2.118311933
ENSG00000133401,-1.477018252
NA.481,NA
NA.482,NA
ENSG00000133466,-1.958878597
NA.483,NA
ENSG00000133641,-0.985339296
ENSG00000133657,1.751618025
NA.484,NA
ENSG00000133678,-2.637191681
ENSG00000133703,1.185149494
ENSG00000133704,-1.069110738
ENSG00000133706,-0.655377664
ENSG00000133710,-3.550723158
ENSG00000133731,1.14435296
NA.485,NA
NA.486,NA
ENSG00000133794,1.935488696
ENSG00000133818,1.312871487
ENSG00000133835,-2.87014052
ENSG00000133858,1.558313954
ENSG00000133872,-0.338184376
ENSG00000133895,0.761548903
ENSG00000133935,-1.864976076
NA.487,NA
ENSG00000133961,1.256641607
NA.488,NA
ENSG00000133983,-0.839648095
ENSG00000133985,1.107725479
NA.489,NA
ENSG00000134057,-2.684593035
ENSG00000134058,0.714866646
ENSG00000134072,2.477262972
ENSG00000134086,1.138386846
ENSG00000134107,1.130222959
NA.490,NA
NA.491,NA
ENSG00000134153,-1.368703448
ENSG00000134186,1.424629328
ENSG00000134215,-3.740132594
NA.492,NA
ENSG00000134243,-1.45128929
ENSG00000134247,-1.562332369
NA.493,NA
ENSG00000134278,1.304672153
ENSG00000134285,1.185920008
ENSG00000134308,-0.769111955
ENSG00000134317,-1.733399076
ENSG00000134318,1.75137656
ENSG00000134324,1.836485734
ENSG00000134333,-0.832436737
ENSG00000134352,1.831571318
ENSG00000134363,-2.404934922
ENSG00000134371,1.027492233
ENSG00000134419,-1.971358817
ENSG00000134440,-0.602315758
ENSG00000134463,1.526472079
NA.494,NA
NA.495,NA
ENSG00000134590,-0.976687128
NA.496,NA
NA.497,NA
ENSG00000134644,1.142735279
ENSG00000134684,0.647018373
ENSG00000134686,0.973848236
ENSG00000134698,1.340650782
ENSG00000134716,-2.875466052
ENSG00000134757,-3.762862484
ENSG00000134758,1.240823928
ENSG00000134760,-5.782142457
ENSG00000134762,-2.458612785
ENSG00000134765,-5.763107427
NA.498,NA
ENSG00000134779,-1.252410353
NA.499,NA
ENSG00000134815,2.101872473
NA.500,NA
ENSG00000134825,-1.491219338
ENSG00000134827,-3.180277473
NA.501,NA
ENSG00000134882,-1.271752473
ENSG00000134884,0.618550419
ENSG00000134905,0.991552851
ENSG00000134954,2.505552261
ENSG00000134955,-1.117340861
NA.502,NA
ENSG00000134996,-0.849942904
ENSG00000135018,0.659303447
ENSG00000135046,0.963407239
ENSG00000135047,-1.473025755
ENSG00000135048,2.037155081
NA.503,NA
ENSG00000135069,0.531961468
NA.504,NA
NA.505,NA
ENSG00000135097,6.192277273
ENSG00000135114,-1.756696805
ENSG00000135164,1.617464352
NA.506,NA
ENSG00000135218,-3.172444112
NA.507,NA
ENSG00000135253,3.175947429
ENSG00000135269,1.185075415
NA.508,NA
ENSG00000135318,-1.549835425
NA.509,NA
ENSG00000135334,0.970016541
ENSG00000135336,-2.45193932
ENSG00000135365,1.898234424
ENSG00000135373,-1.789242368
ENSG00000135378,-1.770099355
ENSG00000135387,-0.746981539
ENSG00000135390,-2.014139355
ENSG00000135404,0.712696278
NA.510,NA
NA.511,NA
ENSG00000135424,2.446153716
ENSG00000135441,-0.810515469
ENSG00000135476,1.257781316
ENSG00000135486,-0.4912483
NA.512,NA
ENSG00000135506,-1.178929282
ENSG00000135521,0.547287757
ENSG00000135587,-1.494690145
ENSG00000135596,2.212081706
ENSG00000135604,1.31809417
ENSG00000135624,-1.01013724
NA.513,NA
ENSG00000135698,-0.69871199
ENSG00000135720,0.565897313
ENSG00000135740,2.713462504
ENSG00000135750,0.50155267
ENSG00000135821,0.946514781
ENSG00000135829,0.785123208
ENSG00000135862,0.967834741
ENSG00000135870,1.820295834
NA.514,NA
NA.515,NA
ENSG00000135919,1.719727987
ENSG00000135924,0.94517472
ENSG00000135926,-1.680707033
ENSG00000135932,0.382447098
ENSG00000135940,-2.211442432
ENSG00000135972,-1.026417912
ENSG00000135976,2.250715817
ENSG00000135999,0.869226634
ENSG00000136002,-1.411690471
ENSG00000136010,2.061335122
ENSG00000136026,-1.186765745
NA.516,NA
ENSG00000136052,3.761799138
NA.517,NA
ENSG00000136068,-0.496491871
NA.518,NA
NA.519,NA
ENSG00000136108,-1.534427527
ENSG00000136111,-1.279483644
ENSG00000136153,-1.657564928
ENSG00000136155,-4.003774019
ENSG00000136156,-3.305411489
ENSG00000136158,1.94607256
ENSG00000136159,-1.055864446
NA.520,NA
ENSG00000136235,-2.973633789
ENSG00000136238,-0.564623855
ENSG00000136261,-2.208875873
ENSG00000136273,1.466218523
NA.521,NA
ENSG00000136295,0.834475709
ENSG00000136379,-2.243219864
ENSG00000136425,-2.167122672
ENSG00000136450,0.750488752
ENSG00000136451,2.919169292
ENSG00000136478,-1.668945653
ENSG00000136485,0.729210212
ENSG00000136490,3.835951731
ENSG00000136521,-1.566455601
ENSG00000136522,0.469624236
ENSG00000136527,0.936168073
NA.522,NA
ENSG00000136542,-4.762696249
ENSG00000136603,2.210660506
ENSG00000136628,-0.634903748
ENSG00000136688,-2.546933588
ENSG00000136689,-3.162403713
ENSG00000136695,-3.969834668
ENSG00000136697,-2.238672501
ENSG00000136710,-2.083683563
ENSG00000136754,0.66601
ENSG00000136770,-0.974285733
ENSG00000136783,-1.233743566
ENSG00000136802,-0.897469666
ENSG00000136807,0.997723225
ENSG00000136813,0.67432412
ENSG00000136826,-2.471455876
ENSG00000136827,0.77630035
ENSG00000136830,-0.61627292
NA.523,NA
ENSG00000136861,-0.998902688
ENSG00000136867,-1.7219037
ENSG00000136870,2.086079747
ENSG00000136877,1.356079376
ENSG00000136883,2.803625742
ENSG00000136888,-0.699244879
NA.524,NA
ENSG00000136930,-0.332652026
ENSG00000136942,-2.367414944
ENSG00000136943,-1.841843293
ENSG00000136950,0.665509054
NA.525,NA
ENSG00000136997,-1.930734921
ENSG00000136999,6.928885292
ENSG00000137033,-5.861069454
ENSG00000137038,-1.673007848
ENSG00000137075,1.991734008
ENSG00000137076,1.055449049
ENSG00000137094,2.475627266
ENSG00000137100,-1.250277975
NA.526,NA
ENSG00000137106,-1.308947374
ENSG00000137133,-2.534859486
NA.527,NA
ENSG00000137154,-1.956746166
ENSG00000137168,-1.216123537
ENSG00000137171,1.554115592
ENSG00000137177,-0.88046189
ENSG00000137185,1.318490354
ENSG00000137193,-1.259205326
NA.528,NA
ENSG00000137207,-0.504696165
ENSG00000137218,2.86450267
ENSG00000137221,3.491153306
NA.529,NA
NA.530,NA
ENSG00000137266,-1.408033757
ENSG00000137267,-1.393593431
NA.531,NA
ENSG00000137288,-1.061336117
ENSG00000137331,3.843097916
ENSG00000137338,1.679362429
ENSG00000137343,1.242612592
ENSG00000137393,-3.076355592
ENSG00000137409,1.106810638
ENSG00000137411,1.777860733
ENSG00000137440,-2.964436894
ENSG00000137449,0.680505334
ENSG00000137460,-1.794239714
NA.532,NA
NA.533,NA
ENSG00000137474,2.771309702
NA.534,NA
ENSG00000137496,1.522827159
ENSG00000137497,-0.883774093
NA.535,NA
ENSG00000137504,1.364119933
ENSG00000137509,-2.40938899
ENSG00000137547,-1.143497433
ENSG00000137563,-3.856345282
ENSG00000137628,-2.117877531
ENSG00000137642,-1.518726004
ENSG00000137648,-3.313627354
NA.536,NA
NA.537,NA
ENSG00000137699,-3.547061638
ENSG00000137720,-1.82801583
ENSG00000137747,-2.318782428
ENSG00000137752,-4.038697809
ENSG00000137767,-2.209034523
ENSG00000137770,1.518350951
ENSG00000137801,-2.628866139
ENSG00000137804,-0.977557949
ENSG00000137817,1.178632434
ENSG00000137818,-3.089079227
NA.538,NA
ENSG00000137857,-1.229109216
NA.539,NA
NA.540,NA
ENSG00000137877,3.794171245
NA.541,NA
ENSG00000137936,0.785405063
ENSG00000137942,2.915321583
ENSG00000137944,-1.196408238
ENSG00000137947,0.734728988
ENSG00000137955,0.779645813
NA.542,NA
NA.543,NA
ENSG00000137965,-1.889240071
ENSG00000137968,-1.858769027
ENSG00000137975,-5.618563438
ENSG00000137996,0.862278818
NA.544,NA
ENSG00000138018,-1.114054364
NA.545,NA
ENSG00000138029,-1.751065051
ENSG00000138031,1.281745516
ENSG00000138036,-1.784654112
ENSG00000138050,1.223963651
ENSG00000138069,0.326582274
ENSG00000138073,-1.19682154
ENSG00000138081,1.324418482
ENSG00000138085,-1.549962649
ENSG00000138095,-0.840750679
ENSG00000138107,-0.984881824
NA.546,NA
ENSG00000138119,-1.514333734
ENSG00000138152,-2.777024963
ENSG00000138160,-2.72901755
NA.547,NA
ENSG00000138166,2.43993826
NA.548,NA
ENSG00000138180,-5.160597801
NA.549,NA
ENSG00000138271,-0.710849616
ENSG00000138279,-0.799287003
NA.550,NA
ENSG00000138311,-1.332327732
NA.551,NA
ENSG00000138326,-2.273829653
ENSG00000138347,2.068593501
ENSG00000138356,1.617295583
NA.552,NA
NA.553,NA
NA.554,NA
NA.555,NA
ENSG00000138386,1.293555221
NA.556,NA
ENSG00000138413,-2.320964839
NA.557,NA
ENSG00000138593,0.714133681
ENSG00000138613,1.245236665
ENSG00000138623,1.623640324
ENSG00000138629,-1.311815489
NA.558,NA
NA.559,NA
ENSG00000138678,5.170840313
ENSG00000138709,1.163700974
NA.560,NA
NA.561,NA
ENSG00000138768,-0.604220247
ENSG00000138769,2.79006747
ENSG00000138772,-0.433594057
ENSG00000138777,-2.184333976
NA.562,NA
ENSG00000138801,-1.440498464
ENSG00000138834,2.944708144
NA.563,NA
ENSG00000139044,-1.067461541
NA.564,NA
ENSG00000139112,2.617768204
ENSG00000139154,0.963228439
NA.565,NA
ENSG00000139168,-0.718097098
ENSG00000139173,-1.731394918
ENSG00000139182,2.191015372
ENSG00000139190,2.764916021
NA.566,NA
ENSG00000139278,-2.445720505
ENSG00000139318,0.577174139
ENSG00000139343,-1.013021811
NA.567,NA
NA.568,NA
ENSG00000139354,1.454052672
ENSG00000139372,1.274465962
ENSG00000139428,-1.883937199
ENSG00000139433,-2.876227877
NA.569,NA
ENSG00000139496,2.012439848
ENSG00000139514,1.304882897
ENSG00000139517,1.206900552
ENSG00000139579,-2.456334893
ENSG00000139597,2.667119453
NA.570,NA
ENSG00000139620,0.914069075
ENSG00000139624,1.498437183
ENSG00000139629,-1.871999272
ENSG00000139636,1.02511474
ENSG00000139637,-1.354737675
ENSG00000139641,0.878087994
ENSG00000139644,-0.429526662
ENSG00000139645,1.500601266
ENSG00000139684,-0.595998315
ENSG00000139697,0.886522997
NA.571,NA
ENSG00000139718,1.629632242
ENSG00000139734,-1.641180252
ENSG00000139793,-1.643332252
NA.572,NA
NA.573,NA
NA.574,NA
ENSG00000139921,-1.163032951
ENSG00000139926,-0.787869601
NA.575,NA
ENSG00000139988,-5.027112937
ENSG00000139998,3.59404269
NA.576,NA
ENSG00000140044,3.126936093
NA.577,NA
ENSG00000140153,0.831286567
ENSG00000140254,-1.137539707
ENSG00000140262,0.998679848
ENSG00000140263,-3.092838751
ENSG00000140264,-1.491131941
ENSG00000140265,0.966344193
NA.578,NA
ENSG00000140299,0.761547084
ENSG00000140319,-0.931358057
ENSG00000140320,1.657645703
NA.579,NA
ENSG00000140350,-1.032188248
ENSG00000140367,1.41839072
NA.580,NA
ENSG00000140374,-0.938877368
ENSG00000140391,-1.28630061
ENSG00000140395,-1.082364773
ENSG00000140398,2.332397251
ENSG00000140400,1.472468939
ENSG00000140403,3.66247533
ENSG00000140406,1.358987452
ENSG00000140450,-0.360924145
NA.581,NA
NA.582,NA
ENSG00000140474,-0.828754502
ENSG00000140479,-1.780377455
NA.583,NA
ENSG00000140497,-1.113366368
NA.584,NA
ENSG00000140511,2.027337099
