"","GSM6765254","GSM6765268","GSM6765281","GSM6765294","GSM6765307","GSM6765321","GSM6765335","GSM6765349","GSM6765363","GSM6765379","GSM6765393","GSM6765408"
"HCCS",-1.39467019809199,-1.65512039857119,-1.4984794959645,0.335353035356259,0.509929546615766,-0.0933740523005668,1.03653402139461,0.864933038973208,1.18841047849621,0.653778345245343,0.138548464707007,-0.0858427858601581
"SPATA20",-0.651480695934877,-0.643517641716992,-0.664453298953994,-0.673062306150248,-0.478044629101106,-0.473944083276624,1.36558378645278,2.02820041706831,1.49820226304064,-0.394620947414062,-0.360550764763397,-0.55231209925043
"KDM7A",-1.32229146387944,-1.23462561221065,-1.26569524083808,0.435344670708515,0.346639306218054,0.282214226873808,1.34583865353698,1.08115757369579,1.44274041967078,0.029130681125155,-0.46279496539918,-0.677658249501734
"PRSS21",-1.31796217574215,-1.57306704495294,-1.07043537896932,0.445787731321501,0.688136721960026,-0.0645242075069456,1.15317743843347,0.971989324227923,1.32148334069645,-0.921154817671981,0.304876767242572,0.0616923009613962
"PKD1",-0.707205967405128,-0.653136070593316,-0.605789162181483,-0.40220024836272,-0.506801508454071,-0.454215399730934,1.36836910048385,1.87829131127234,1.67801955724794,-0.441661654521531,-0.625125575158281,-0.528544382596666
"SCMH1",-1.45099369703593,-1.08324349053335,-1.46421990089447,-0.244409246831753,0.619346573439857,-0.598011512832945,0.959833087711301,0.829835320949846,1.31115135265669,-0.43287633130032,0.61386220923961,0.939725635431453
"MRC2",-0.811832096054673,-0.412771377684071,-0.70070752406531,-0.459320085496902,-0.971370119916014,-0.335226726711108,1.30465773871853,1.80170891635842,1.72746840135434,-0.488078494864627,-0.445135432006876,-0.209393199631705
"SEMA3B",-1.16724182231164,-1.58546632523394,-1.17166494743476,-0.35286814603666,0.46035831368965,0.0559869326640195,0.626455062499782,1.17015939641219,1.72992674846135,0.690647775293549,-0.0332073236242921,-0.423085664379249
"AIFM2",-0.678190336173952,-0.67705282959328,-0.680043446914996,-0.337000664907206,-0.510562356882972,-0.509558205661867,1.98462671163922,1.45558220358428,1.46161676342842,-0.615009543053605,-0.365659147351077,-0.528749148112959
"DSG2",-0.904088805749335,-0.848358498604059,-0.848582029619772,-0.154422244854638,-0.135542381492763,-0.19362339000754,1.72534907573936,1.4963592996145,1.5716579074561,-0.58849156898145,-0.600576625821945,-0.519680737678462
