"","deseq_results_IIa_0.05$padj"
"633",0.000109843141245923
"634",0.0330757670184047
"635",0.359041130632332
"636",6.43047435900441e-38
"637",1.10281858458833e-06
"638",0.890416336119716
"639",0.419868059765466
"640",NA
"641",0.504716217858404
"642",0.779507580083717
"643",0.0123162308002677
"644",0.100821091294436
"645",3.37117564672191e-08
"646",2.58403373424174e-05
"647",1.08458451961766e-08
"648",NA
"649",0.881376066769802
"650",0.611795887878672
"651",0.726539751368599
"652",0.984045135437051
"653",0.055416329290281
"654",0.453841399822117
"655",0.000199549476576425
"656",0.115438775424978
"657",0.708605934323639
"658",0.262167770337217
"659",2.87655654165091e-08
"660",2.05159162914893e-08
"661",0.94525614402484
"662",0.673269237806465
"663",5.19637795584652e-07
"664",NA
"665",2.68591852312992e-10
"666",0.00197329775737456
"667",0.0150584073794949
"668",0.00593106953934864
"669",NA
"670",0.00039917674577521
"671",0.770448642262999
"672",0.0693043626724789
"673",4.47836376558774e-10
"674",0.669566151165956
"675",0.668714315503501
"676",0.750819251526461
"677",NA
"678",0.0124713502930467
"679",0.0747206633895078
"680",2.02161683316603e-07
"681",0.626741138608636
"682",0.0622296620545128
"683",6.19495093272176e-13
"684",0.153303549254213
"685",0.00601971468928365
"686",0.232351566492474
"687",0.158224188032085
"688",0.000234546305241803
"689",0.534898903454739
"690",0.052314296359202
"691",0.429539386877426
"692",0.210193637276152
"693",NA
"694",0.00445925952833623
"695",5.07395899766903e-18
"696",0.0218530108338852
"697",0.259853905960689
"698",NA
"699",0.798517473343909
"700",3.96811340254677e-06
"701",0.00247909119066485
"702",0.0217757199800289
"703",0.0131780486952367
"704",0.0201337129347299
"705",0.0929584658095325
"706",2.64593893693637e-05
"707",2.60382845294968e-06
"708",1.33076111735465e-12
"709",0.530028000702083
"710",0.0262737692442658
"711",6.84877085264547e-07
"712",0.784174638977836
"713",0.994619823099279
"714",0.393220285023258
"715",NA
"716",NA
"717",3.44377070504902e-06
"718",0.190262395029292
"719",0.511389507572738
"720",0.955348127239596
"721",0.633856886001444
"722",8.28965539599839e-05
"723",0.00421053938416275
"724",0.557346158113196
"725",0.366109268380638
"726",0.0445272131313579
"727",0.614410281680914
"728",0.150512939286177
"729",0.00206396555723537
"730",0.0205725195291437
"731",0.425500633808378
"732",0.0551284328159867
"733",0.687373411214697
"734",NA
"735",0.344717592188043
"736",0.00649051643999178
"737",0.0103382424525912
"738",NA
"739",8.38786832657921e-09
"740",0.474834133749043
"741",0.567753502828939
"742",1.97410908518082e-13
"743",0.000489058564571298
"744",0.00225621682950933
"745",NA
"746",3.0276896944249e-31
"747",0.0152846606009757
"748",0.0141155914937819
"749",NA
"750",0.599890853613174
"751",0.129858875080608
"752",6.24595450952783e-06
"753",0.10521455413749
"754",0.552978521646696
"755",0.661360222349391
"756",NA
"757",0.000496655138133721
"758",0.000553206686719163
"759",5.24771728371781e-06
"760",0.541375964334435
"761",0.911924492467332
"762",0.437345060008508
"763",0.115208316341466
"764",0.626090486111286
"765",5.93155654531411e-08
"766",NA
"767",0.071552114671552
"768",0.225860901936522
"769",1.80264243820396e-05
"770",2.11132741219475e-06
"771",0.228264715446818
"772",0.0019353869808301
"773",NA
"774",0.0202528119420164
"775",0.549851213818298
"776",1.59686753662237e-06
"777",NA
"778",0.723222035612266
"779",6.32932102457601e-05
"780",0.323330214180454
"781",0.000343259316536362
"782",0.535413423837295
"783",0.968781411839256
"784",6.04588496489903e-05
"785",0.440378290933572
"786",0.538074439214707
"787",0.0447751457133757
"788",0.0161435423884515
"789",0.00013915967216137
"790",0.737765034498401
"791",0.866535146676939
"792",0.630285946333981
"793",0.091172813431407
"794",0.271535224097288
"795",0.89646748794449
"796",9.66939822495051e-78
"797",0.00681049783179752
"798",8.68921553156002e-05
"799",0.29266838584232
"800",0.00280700890834164
"801",0.458044036424571
"802",0.791468810480974
"803",0.00117487414059502
"804",0.377135042532909
"805",1.02381220760321e-05
"806",0.211231550267196
"807",0.262446917126557
"808",0.842782673919268
"809",2.00761159668872e-59
"810",0.100094923437298
"811",0.142915702793415
"812",0.000459352897540627
"813",4.05359995241522e-15
"814",NA
"815",0.599890853613174
"816",5.20599957132212e-32
"817",0.0466165338458796
"818",0.835457756556786
"819",0.987888819243759
"820",9.84408149337333e-12
"821",NA
"822",0.00045322217829775
"823",0.559548142756987
"824",0.496493981851944
"825",NA
"826",NA
"827",0.766110893193828
"828",0.299540101030913
"829",NA
"830",0.0514279085615684
"831",0.609057821115006
"832",0.68895389368886
"833",7.18176511301353e-06
"834",NA
"835",0.284978391336615
"836",0.2098248300556
"837",0.459649713844933
"838",0.0186502475941699
"839",2.63746704260687e-07
"840",6.81606039296794e-30
"841",0.906790379470143
"842",1.25871373732028e-05
"843",1.56708146928802e-09
"844",0.997253175397327
"845",0.00020216733322949
"846",0.0472209943319111
"847",0.0457632788753097
"848",0.963184528417437
"849",0.362215567342382
"850",6.51269168856169e-16
"851",0.369943574281011
"852",3.90375172390525e-68
"853",0.0179634478762741
"854",0.908643371248441
"855",NA
"856",1.54843366677703e-14
"857",0.234527455015609
"858",0.0691873237362173
"859",0.000351297545838211
"860",0.778391891995639
"861",0.00495663494606129
"862",0.532191954402871
"863",0.463653079375576
"864",0.983484480034585
"865",0.104209512979179
"866",9.5726134032527e-06
"867",0.00166819110049688
"868",0.0100340114268896
"869",0.000350726468501675
"870",0.00471427150742687
"871",0.92034637264533
"872",NA
"873",0.11338833971965
"874",NA
"875",0.144424078919326
"876",NA
"877",NA
"878",NA
"879",7.56116113947206e-08
"880",2.03276408442663e-16
"881",0.00337704910873153
"882",0.165144873288293
"883",0.308433058532204
"884",0.193090661693507
"885",0.252039192920836
"886",0.564177698571235
"887",4.81676215672894e-05
"888",6.88740013281053e-06
"889",0.214784073280904
"890",0.254146686029028
"891",0.470901914515191
"892",0.298665371268422
"893",0.321730660140459
"894",8.32933975082634e-08
"895",0.298228709565158
"896",0.0013322180905089
"897",0.0019185776944717
"898",0.701743521327974
"899",0.447259584248606
"900",0.606448162742991
"901",0.859927413290025
"902",0.00858784789051258
"903",0.00102708596005018
"904",0.127683955634023
"905",0.874061227431636
"906",0.669875084460911
"907",1.76145858143893e-27
"908",0.0221784166009547
"909",0.00427461927099697
"910",NA
"911",3.51214222009368e-06
"912",0.00487171565667309
"913",2.23121493140346e-10
"914",0.0246403179556366
"915",0.0408314934395697
"916",0.0226887427477658
"917",0.862173337312154
"918",0.00328042798616947
"919",2.58072571127077e-13
"920",0.000951002935976746
"921",0.00386379572023233
"922",0.373648345186211
"923",0.507361578465693
"924",0.819682737110762
"925",0.520178316357151
"926",0.290970336855005
"927",0.00484012548554787
"928",0.00875377611151523
"929",0.673269237806465
"930",2.08604479511904e-17
"931",0.157376134581095
"932",0.980210863218408
"933",0.914515565839322
"934",0.678383212347904
"935",0.000150363082761063
"936",4.15708932585927e-12
"937",0.287809596599156
"938",0.108713285124425
"939",0.0246775366121391
"940",0.29088977292095
"941",NA
"942",0.142299781157197
"943",0.182963129173741
"944",0.258793939849797
"945",0.176354883460824
"946",0.393065077423247
"947",0.538339152521459
"948",NA
"949",1.24802252350592e-09
"950",0.0229823769901801
"951",0.229331783895119
"952",0.00351630724167823
"953",0.13266850891068
"954",0.516497053971538
"955",0.0022323002761956
"956",0.00615988583074262
"957",0.767301293012273
"958",0.0874460968297713
"959",0.455827743668578
"960",NA
"961",0.0982855005149071
"962",0.534309370938054
"963",0.00337495444737123
"964",0.356050366190767
"965",0.237815592992472
"966",1.39724106328855e-46
"967",0.32990262611415
"968",0.079885093567185
"969",0.197760496206414
"970",0.533947649396655
"971",9.55233620986102e-10
"972",0.00171291454861663
"973",0.126455901283237
"974",0.520897501727399
"975",0.0132965698985759
"976",0.48209994961445
"977",0.245626801764484
"978",6.35396918547002e-68
"979",1.09016076915818e-08
"980",0.802142923791972
"981",NA
"982",0.0570949122835612
"983",0.514072266637561
"984",0.752811558242683
"985",0.048485586875124
"986",NA
"987",0.804034225814605
"988",0.842488414179876
"989",3.9090085538559e-08
"990",0.264723829260098
"991",0.621264385600882
"992",0.127429507967054
"993",0.0121399349515844
"994",0.898955294860225
"995",0.524927584402445
"996",5.58079484075903e-07
"997",0.483095274980237
"998",0.962677170406126
"999",0.624664237897385
"1000",0.165163353631024
"1001",0.390297804260473
"1002",0.712534782505383
"1003",0.00995894297497249
"1004",1.05087744854092e-07
"1005",NA
"1006",0.445952234577712
"1007",0.00458628761595262
"1008",0.0149975430509421
"1009",1.08605824473906e-08
"1010",1.48937571021454e-29
"1011",0.00656550395990618
"1012",NA
"1013",NA
"1014",NA
"1015",0.0799579409547288
"1016",0.00553087359351494
"1017",0.278330005102593
"1018",1.96868915585273e-09
"1019",0.000211348835007552
"1020",5.30475345753147e-06
"1021",0.135367051957022
"1022",0.848938571546956
"1023",0.893976970333161
"1024",NA
"1025",NA
"1026",0.0698211644716278
"1027",0.0502282987904525
"1028",3.82989899342171e-14
"1029",0.1744370784978
"1030",0.110402841921095
"1031",0.157593205650453
"1032",0.281011219761052
"1033",0.504292178994637
"1034",NA
"1035",0.000112978277840101
"1036",NA
"1037",0.0586494984614811
"1038",0.10181159180291
"1039",0.000217928318742632
"1040",7.10308152796388e-55
"1041",0.114503971171363
"1042",7.74086926317215e-05
"1043",0.146280526729296
"1044",0.997253175397327
"1045",0.661587764696876
"1046",0.0673871896244944
"1047",0.437100462896001
"1048",0.000115084753274435
"1049",0.149015227732023
"1050",0.006967381784127
"1051",NA
"1052",0.786039378680355
"1053",0.0270471382948385
"1054",0.723222035612266
"1055",0.0267464999088867
"1056",0.140535770836486
"1057",0.803185452997132
"1058",3.20649385666861e-06
"1059",NA
"1060",0.0413532194989291
"1061",NA
"1062",6.39305574899905e-07
"1063",0.118692671594089
"1064",0.860090077843245
"1065",0.000322999240892737
"1066",0.0159328278292804
"1067",0.0802087796068356
"1068",0.463282074675855
"1069",0.0268333722035661
"1070",0.020466177903976
"1071",4.77863547006096e-14
"1072",2.96810262534071e-90
"1073",0.0635163230539456
"1074",0.000912762806462424
"1075",0.284115141287154
"1076",0.671042229001843
"1077",0.769871504135942
"1078",1.19939243193113e-26
"1079",0.963018358102492
"1080",0.394705393529116
"1081",3.11005706329999e-12
"1082",0.0829581056724018
"1083",0.00263646491900915
"1084",0.0816858315271296
"1085",0.0103323044483775
"1086",0.00289551646940659
"1087",0.000201774036568654
"1088",0.353636734223941
"1089",1.08898055980777e-15
"1090",0.96887210978959
"1091",0.927339999645984
"1092",2.60304221960685e-05
"1093",0.0170893695503591
"1094",0.797984693037465
"1095",NA
"1096",NA
"1097",0.310663370089618
"1098",0.000471922290616451
"1099",0.00355589723773357
"1100",0.000787707415470257
"1101",NA
"1102",4.66047416309154e-10
"1103",0.50983284293889
"1104",0.000125493018728943
"1105",0.782720861177805
"1106",0.272397769927273
"1107",0.927718695989525
"1108",NA
"1109",0.731767145987843
"1110",0.853639987306382
"1111",0.0206832604385164
"1112",0.780157611208044
"1113",4.94157255531087e-18
"1114",0.0667670018661804
"1115",2.7254408415001e-05
"1116",0.683259958208822
"1117",0.519637314431115
"1118",2.96397620445745e-67
"1119",0.0038977047684875
"1120",0.769426312029475
"1121",0.118941673457309
"1122",0.845535516002336
"1123",0.045591472107806
"1124",0.901831829464591
"1125",0.758051875354734
"1126",0.0195591802229339
"1127",0.0220443084948013
"1128",1.01427049229905e-09
"1129",2.38831719769504e-06
"1130",4.12635619503886e-05
"1131",NA
"1132",0.0306683783659321
"1133",0.000126187031153071
"1134",2.03608244085303e-10
"1135",0.348931431557338
"1136",0.0170893695503591
"1137",0.000110972835190334
"1138",0.921732291839168
"1139",2.12056625982155e-06
"1140",0.165117899371406
"1141",2.89978333925801e-05
"1142",0.437301656109177
"1143",0.232148046756046
"1144",0.0124553181752274
"1145",NA
"1146",NA
"1147",0.00712158095826397
"1148",0.628070676718416
"1149",0.0141439953496541
"1150",0.302614481523088
"1151",0.629219893966329
"1152",0.0293163281942655
"1153",0.253751233234724
"1154",0.454128997581679
"1155",0.0550828594083598
"1156",2.52069814644424e-05
"1157",0.0237251660413617
"1158",0.276485843905225
"1159",0.52832543515699
"1160",0.31415172265246
"1161",0.00787414687347463
"1162",0.000922437688617812
"1163",2.0458398956629e-05
"1164",0.7396198731175
"1165",0.0256271078825008
"1166",0.0281702525899404
"1167",0.00861183127928992
"1168",6.87085177518371e-39
"1169",0.0710270081828974
"1170",0.408178540692229
"1171",0.303497462078923
"1172",0.00230347611553374
"1173",0.0591064608508857
"1174",0.0408678735195488
"1175",1.56312895836885e-08
"1176",0.52941721175564
"1177",0.328903682470872
"1178",0.537948132589479
"1179",0.02943526842228
"1180",0.541204957985703
"1181",0.673714462219727
"1182",NA
"1183",NA
"1184",0.00625037689787919
"1185",NA
"1186",0.00103816307768676
"1187",0.162536068946124
"1188",1.07949588482844e-15
"1189",0.00386379572023233
"1190",0.469367498429319
"1191",0.0234135894386558
"1192",0.754366651801198
"1193",2.99364409214336e-06
"1194",8.59627181476291e-10
"1195",0.71514412793478
"1196",0.165144873288293
"1197",0.173677413907526
"1198",0.380856471430031
"1199",0.000738699875710746
"1200",0.00899106405217608
"1201",0.000102676888849001
"1202",0.162153823650412
"1203",0.465253733857269
"1204",0.356350784173365
"1205",0.0344936041445672
"1206",0.0231514971327386
"1207",0.897279172814778
"1208",0.000186476020390024
"1209",0.502665343903413
"1210",0.0930219468869459
"1211",5.0142284079044e-20
"1212",0.343369896180582
