"","deseq_results_IIa_0.05$padj"
"3976",2.65669252547782e-08
"3977",0.0276229087548406
"3978",5.35683123218297e-05
"3979",0.0269171966829348
"3980",0.303587979569265
"3981",0.63001145580424
"3982",0.0079824988152754
"3983",3.86860578995593e-12
"3984",3.07991825591199e-07
"3985",0.700360945676565
"3986",0.000181742223767958
"3987",1.88036812409297e-11
"3988",NA
"3989",0.587518776966743
"3990",7.89524721777844e-18
"3991",0.808390191207954
"3992",0.0227961796256752
"3993",0.0636501907863124
"3994",0.00227526061470094
"3995",NA
"3996",NA
"3997",2.58057734460912e-06
"3998",0.102466793647988
"3999",0.0021727552645941
"4000",4.75081764539982e-05
"4001",0.000262819909216658
"4002",NA
"4003",0.011542060186781
"4004",8.40471884379141e-10
"4005",0.504159846047297
"4006",NA
"4007",0.00337662177256222
"4008",0.147314706125927
"4009",0.00830507138757275
"4010",0.272949490880114
"4011",0.0972166638265556
"4012",0.849576197988585
"4013",NA
"4014",0.153336164711436
"4015",0.11402554689406
"4016",2.92252750864447e-09
"4017",NA
"4018",0.000850349194887342
"4019",NA
"4020",0.294940120478777
"4021",2.32027217594112e-175
"4022",0.319029427483927
"4023",0.0522688617506348
"4024",0.419722509095348
"4025",0.0920597126256334
"4026",0.0497970469228143
"4027",NA
"4028",0.000441029224043871
"4029",0.372468142846193
"4030",0.925914678410906
"4031",0.00079412792650977
"4032",0.23204947155644
"4033",0.192118099729718
"4034",0.939342615799111
"4035",0.130814266111088
"4036",0.407738408068079
"4037",NA
"4038",0.261500545363143
"4039",0.0288636692181081
"4040",NA
"4041",0.00100581593160521
"4042",0.000368749378230073
"4043",1.75694200118727e-08
"4044",0.398265786251433
"4045",0.0614689230936648
"4046",0.00686270669630791
"4047",2.44243686187491e-09
"4048",0.795447478397361
"4049",0.430328414336972
"4050",0.17902040436792
"4051",0.588553758572058
"4052",3.00688895692232e-16
"4053",0.000170605617379807
"4054",4.54855080888563e-06
"4055",0.931753183611011
"4056",6.26019857163746e-05
"4057",NA
"4058",0.00164759185545327
"4059",NA
"4060",0.247889296673021
"4061",0.141941212913246
"4062",3.35313687947899e-06
"4063",0.0707145648669716
"4064",5.15013923268562e-13
"4065",0
"4066",0.988115366856455
"4067",0.00949232258810534
"4068",0.0756770654419723
"4069",0.134471568769579
"4070",0.000917159902851123
"4071",1.65538214163048e-17
"4072",0.00159198883805364
"4073",0.179874975136571
"4074",0.000192269190799959
"4075",0
"4076",0.00031571666540673
"4077",0.0959971956105545
"4078",0.273597288565244
"4079",0.156439458730076
"4080",0.193734818095613
"4081",0.0325853269452119
"4082",0.046257714244675
"4083",NA
"4084",0.565526317081853
"4085",3.61407395540172e-06
"4086",0.164580109397004
"4087",0.00168108964560338
"4088",0.730468579088311
"4089",0.0953004280123318
"4090",5.5074220673994e-183
"4091",9.01354338592663e-81
"4092",0.2589998920289
"4093",0.0281920434413113
"4094",0.174177812656909
"4095",0.352350854233295
"4096",0.00862401964533169
"4097",0.00842073145798986
"4098",0.125516083740458
"4099",7.92362024676769e-41
"4100",0.605002421917071
"4101",0.0111684978066291
"4102",0.012677181239928
"4103",0.0986369017769377
"4104",0.164802715349176
"4105",0.11445560844687
"4106",0.720267165922696
"4107",0.124490737808824
"4108",0.11254409726382
"4109",NA
"4110",0.895775965835805
"4111",NA
"4112",0.0170339314092798
"4113",0.583947930312927
"4114",0.273866147075186
"4115",0.578590022367855
"4116",0.957336985002511
"4117",0.282066850303656
"4118",NA
"4119",6.41183275035182e-06
"4120",6.1689843914011e-26
"4121",0.289607551118925
"4122",0.0929529069293215
"4123",0.106810257834407
"4124",5.96403269350842e-09
"4125",0.103441104967667
"4126",NA
"4127",3.34268093497372e-09
"4128",0.468638926843871
"4129",0.00296533465941216
"4130",0.0439181244411062
"4131",NA
"4132",0.0237672989009756
"4133",0.133498990607234
"4134",0.521141345579307
"4135",3.74727927571072e-64
"4136",0.0560262478562403
"4137",0.0556199759320596
"4138",0.0584259259249905
"4139",0.818151448347407
"4140",0.955966222701346
"4141",0.15013913612863
"4142",1.59256846345519e-06
"4143",0.812071482803561
"4144",0.425406762461977
"4145",2.03724341746848e-05
"4146",0.00145477795628516
"4147",0.000321378331657227
"4148",1.31743527245324e-16
"4149",NA
"4150",0.00666584008671352
"4151",0.376477183479886
"4152",4.00591327791519e-07
"4153",NA
"4154",0.899822725808203
"4155",0.355086239586409
"4156",0.00159198883805364
"4157",0.00818792714292596
"4158",0.777542862579415
"4159",0.501295895337158
"4160",0.270143278526409
"4161",NA
"4162",5.28700934298829e-09
"4163",0.00622308086249483
"4164",NA
"4165",5.58187211674346e-49
"4166",0.643427400268141
"4167",7.52461015012706e-05
"4168",0.769679087051539
"4169",NA
"4170",NA
"4171",0.812160058712331
"4172",0.0478816149041958
"4173",1.59137017296301e-07
"4174",2.17656208339938e-06
"4175",6.85303704870993e-05
"4176",0.00608475024927515
"4177",1.7041122679748e-11
"4178",0.0520350708319079
"4179",0.756023900945233
"4180",0.0742157492860956
"4181",0.00857787679753685
"4182",0.0494332761858743
"4183",3.31857680271017e-06
"4184",NA
"4185",0.121110549768649
"4186",2.13777327156335e-08
"4187",0.00374637849007547
"4188",0.577540881330533
"4189",0.127683955634023
"4190",0.500835300899676
"4191",4.99341365432392e-07
"4192",0.0187011237974511
"4193",0.000376444406281118
"4194",1.88376812310178e-29
"4195",0.660557455627392
"4196",NA
"4197",0.00210231995024907
"4198",NA
"4199",0.0589078526204806
"4200",0.150562880419792
"4201",5.9875406796507e-15
"4202",0.414327625132846
"4203",0.0672812528061025
"4204",0.469474584863607
"4205",0.310091257703922
"4206",0.0161649212554695
"4207",0.0777302473318658
"4208",NA
"4209",0.0267295406589983
"4210",0.516623041762379
"4211",0.22956383121311
"4212",7.22035235674934e-51
"4213",0.456108022893327
"4214",0.081928667709549
"4215",0.00118096572368913
"4216",0.513776532146469
"4217",0.214278852190347
"4218",0.59242922595985
"4219",0.776331818548335
"4220",0.529928866632742
"4221",0.200552367235232
"4222",0.950823895415644
"4223",NA
"4224",0.791468810480974
"4225",3.60164094209959e-07
"4226",NA
"4227",0.0895411011685279
"4228",0.616656649129316
"4229",NA
"4230",0.561275496403065
"4231",NA
"4232",0.646269255355605
"4233",0.353692753763856
"4234",0.767922942148986
"4235",4.01726356065971e-06
"4236",NA
"4237",0.00679481741968763
"4238",0.765885795217246
"4239",NA
"4240",0.00821789583187526
"4241",0.231146883864907
"4242",0.10575161013289
"4243",0.720512517005462
"4244",0.860314911327856
"4245",0.0152474600525875
"4246",0.373136762194243
"4247",0.0344500190218935
"4248",NA
"4249",0.785498629622987
"4250",0.371315902871657
"4251",0.0849997288415908
"4252",8.71275265241609e-10
"4253",NA
"4254",0.0605680336143123
"4255",0.000313191077163044
"4256",0.286260402892276
"4257",NA
"4258",0.121295204783256
"4259",0.510783738227892
"4260",0.0369602760497489
"4261",3.80341208072881e-06
"4262",1.27751932562173e-07
"4263",6.51175262137749e-52
"4264",0.499258477596806
"4265",0.869291067257379
"4266",0.678250813222565
"4267",0.580854186947569
"4268",2.75111944665867e-12
"4269",0.021141078375332
"4270",2.87698078316902e-06
"4271",0.753180130941734
"4272",0.720267165922696
"4273",0.1236693563288
"4274",NA
"4275",0.869418763073158
"4276",2.73988040679178e-09
"4277",0.0466927002886524
"4278",NA
"4279",3.17507116734055e-14
"4280",0.717897919338255
"4281",0.00800084032556145
"4282",0.0116987039078839
"4283",6.16082926370469e-08
"4284",0.290675184976368
"4285",0.324495397396457
"4286",0.921449170783794
"4287",0.786853555399535
"4288",0.0790432043709934
"4289",NA
"4290",0.199763321014261
"4291",1.93124220468855e-06
"4292",0.0843103554963663
"4293",2.59630604800627e-15
"4294",0.856741979998929
"4295",0.73055237144647
"4296",0.0283519211353015
"4297",0.0508156591258029
"4298",0.15872782158054
"4299",NA
"4300",0.201429854493552
"4301",0.0684668734046706
"4302",0.245873571269313
"4303",NA
"4304",1.92977007455934e-55
"4305",NA
"4306",0.212375509239221
"4307",0.374712722072918
"4308",0.0338124209525917
"4309",0.636275290958449
"4310",0.469562407176572
"4311",NA
"4312",1.1850340851648e-06
"4313",0.00260172408298755
"4314",0.00528185835167581
"4315",0.000192055978542298
"4316",0.000353985734704738
"4317",0.859637582825431
"4318",0.0520159876663184
"4319",0.353636734223941
"4320",0.131313861326113
"4321",0.0652701221917671
"4322",1.04739748507683e-24
"4323",NA
"4324",1.14261797823805e-09
"4325",0.468974678008031
"4326",6.0135566077745e-10
"4327",NA
"4328",0.00140385309028517
"4329",4.49052918488206e-05
"4330",0.986397211765089
"4331",0.43295667523408
"4332",0.127301113493282
"4333",5.29126351410755e-21
"4334",0.656815477427899
"4335",1.93633421532575e-05
"4336",7.08275453861299e-40
"4337",0.0161683707714545
"4338",0.0460720110184622
"4339",0.00365338604060884
"4340",0.879710046016764
"4341",NA
"4342",0.000139245663447316
"4343",0.00579925082134499
"4344",0.495726394791152
"4345",0.323118318099246
"4346",0.0224149245355928
"4347",0.00201304127924316
"4348",3.26887198005282e-06
"4349",0.110472492406198
"4350",0.45915558370197
"4351",2.18357385081776e-137
"4352",0.0328841945573435
"4353",7.41594972708669e-10
"4354",4.9843975941177e-13
"4355",0.229421962321587
"4356",0.0505834216896073
"4357",NA
"4358",3.20900926549736e-06
"4359",0.867841445241268
"4360",0.00376372589810396
"4361",0.184185496338944
"4362",4.47457634831649e-27
"4363",0.0190974637124349
"4364",0.460085798090865
"4365",3.13829999654154e-05
"4366",0.130505744863906
"4367",0.101722787256864
"4368",0.0190610258070558
"4369",0.600397667334631
"4370",0.452882100283135
"4371",0.000841895481400638
"4372",0.522476842148479
"4373",0.00639943623173519
"4374",0.309450338117957
"4375",0.0283699418340587
"4376",0.0867373716689201
"4377",0.647057889252883
"4378",0.0634648084442919
"4379",1.19505655801189e-08
"4380",0.320677545272624
"4381",0.52259906932057
"4382",5.72474023766978e-42
"4383",5.67730362263693e-16
"4384",0.173474668855904
"4385",0.0102260528381256
"4386",0.331397334325034
"4387",0.00930679105746356
"4388",0.0574624593707574
"4389",0.0017335972175868
"4390",1.48541455722706e-08
"4391",0.315810309569385
"4392",0.0253901264268448
"4393",0.574020895746003
"4394",1.09106904094318e-08
"4395",0.139767849084046
"4396",0.625788587477944
"4397",0.0531744813314928
"4398",NA
"4399",0.0968698082054022
"4400",6.92783155513932e-07
"4401",NA
"4402",0.666846912211024
"4403",NA
"4404",1.19122367726423e-103
"4405",0.118692671594089
"4406",NA
"4407",0.453336314603281
"4408",NA
"4409",0.00298248646566194
"4410",0.00798197907655022
"4411",0.000167775648554119
"4412",NA
"4413",1.56942145514782e-15
"4414",0.544927666147572
"4415",9.42688039792377e-22
"4416",0.797034450224148
"4417",0.0141815926805738
"4418",0.34133510925529
"4419",0.208893603888949
"4420",0.0185767026375694
"4421",0.0269383838849379
"4422",0.0258588521614652
"4423",0.239825065519119
"4424",0.187568682855351
"4425",NA
"4426",0.00262773144127931
"4427",NA
"4428",0.00622484439709825
"4429",0.66652866962085
"4430",NA
"4431",8.95914436786903e-53
"4432",0.0481973671891062
"4433",NA
"4434",0.229226369254753
"4435",7.97570934905517e-08
"4436",NA
"4437",0.0117522297354552
"4438",2.7408494531542e-06
"4439",0.645874413528949
"4440",0.1426052858248
"4441",4.22981239342819e-11
"4442",0.00784923531197165
"4443",NA
"4444",NA
"4445",0.684118341520835
"4446",0.426574294511251
"4447",1.38012312439995e-05
"4448",NA
"4449",4.48078858661376e-06
"4450",0.65507436961768
"4451",0.000363907101722362
"4452",0.736817847535105
"4453",0.000450560421548637
"4454",NA
"4455",5.68801605307493e-39
"4456",0.372995337770223
"4457",0.931287089570868
"4458",3.29948932040614e-12
"4459",0.965072766243696
"4460",0.0165343839632098
"4461",NA
"4462",NA
"4463",0.878101427438879
"4464",1.66444516591649e-17
"4465",0.657435561743291
"4466",0.272949490880114
"4467",0.265459197024842
"4468",0.0120964023621564
"4469",0.586491421990232
"4470",0.535567549359492
"4471",0.0718581466299273
"4472",0.801870167403773
"4473",0.899253634619828
"4474",0.860960770980285
"4475",1.67125743940938e-07
"4476",0.194740155545124
"4477",0.52941721175564
"4478",0.0140412595135651
"4479",2.76605068210906e-15
"4480",3.13271967649035e-05
"4481",NA
"4482",0.0545596061936728
"4483",0.988543602010364
"4484",0.129038361019258
"4485",0.0119411715075981
"4486",2.40830815432518e-06
"4487",0.433296920605695
"4488",0.0246052456524103
"4489",0.4948502842953
"4490",0.150815437947713
"4491",0.0194951545721069
"4492",0.0163960851160132
"4493",0.530188512477935
"4494",0.206479526082338
"4495",4.79033668770035e-13
"4496",7.96400708672875e-14
"4497",0.0420245211946585
"4498",NA
"4499",0.131703371662323
"4500",0.85670239996385
"4501",0.767312511997709
"4502",0.708900966897041
"4503",0.152061813234074
"4504",4.88329751804544e-16
"4505",0.298552950862232
"4506",6.52484110821555e-19
"4507",0.847641326737084
"4508",0.156878101492538
"4509",0.703521407746577
"4510",0.164808818343343
"4511",0.0528402402960906
"4512",0.0119342288551142
"4513",0.101657577363378
"4514",0.247702580434284
"4515",0.207495615863022
"4516",0.602707319907248
"4517",0.450581666801297
"4518",0.000773719498879593
"4519",0.10334676851735
"4520",0.00348183731758502
"4521",0.204627595840449
"4522",0.295903414118678
"4523",2.49309185523455e-06
"4524",0.450581666801297
"4525",0.282076950240579
"4526",0.527576785575109
"4527",0.655175306200796
"4528",3.16991820243852e-06
"4529",0.789417792179099
"4530",5.96358408377585e-08
"4531",0.860602791407692
"4532",0.322474009715859
"4533",0.225402592532368
"4534",2.69469927159939e-29
"4535",0.954460068165862
"4536",0.0269363093095198
"4537",0.0653716937249082
"4538",0.00154240808699255
"4539",0.669389471483602
"4540",0.327994541808485
"4541",0.0540161942630673
"4542",1.12354991443564e-11
"4543",0.845479830648608
"4544",0.363252289290472
"4545",NA
"4546",0.677914475266837
"4547",4.44557521768779e-12
"4548",1.60631102415461e-05
"4549",0.000170605617379807
"4550",0.982588359733345
"4551",0.00167856111126168
"4552",0.0767103911155384
"4553",0.0707509052132568
"4554",NA
"4555",0.0517396826218992
"4556",0.0313179908076048
"4557",4.25612285384109e-17
"4558",1.30837718061069e-25
"4559",0.0467333175761357
"4560",0.000737311321333033
"4561",0.0166726247848035
"4562",2.37206919698024e-91
"4563",0.0328581671348076
"4564",6.8197289452488e-07
"4565",0.0155071781687306
"4566",0.0553092917178616
"4567",NA
"4568",0.328094978177772
"4569",0.00496707767252324
"4570",0.000393630323680697
"4571",NA
"4572",0.179229166619999
"4573",NA
"4574",1.05672486777702e-36
"4575",0.519145423527528
"4576",0.42648892695336
"4577",NA
"4578",3.75093706369892e-22
"4579",0.0153922248443399
"4580",0.948887785292489
"4581",0.102354457501771
"4582",NA
"4583",1.14936534231964e-22
"4584",0.458109326078606
"4585",4.99155565219594e-33
"4586",2.37951274892335e-06
"4587",6.76299339631487e-101
"4588",1.10549476228273e-24
"4589",0.392261307261796
"4590",0.285437621649383
"4591",5.08090832243188e-13
"4592",0.825790077291416
"4593",2.55660764678376e-42
"4594",0.838295220997302
"4595",0.872591912426758
"4596",0.459809069284607
"4597",NA
"4598",0.000106675368996558
"4599",0.915094462395084
"4600",NA
"4601",7.97515502755835e-05
"4602",0.00127474429837468
"4603",0.475642848814896
"4604",2.33384484876115e-08
"4605",0.381134772160854
"4606",4.37266030159444e-42
"4607",0.5456068389513
"4608",0.337710219458962
"4609",0.761464436642749
"4610",0.00282645114195049
"4611",1.27084142151721e-20
"4612",0.889633040479718
"4613",0.304127795219579
"4614",7.1073169256522e-05
"4615",0.583947930312927
"4616",NA
"4617",0.132430037780773
"4618",0.471976285790479
"4619",0.107431279940056
"4620",0.140338492954726
"4621",0.0215308507309044
"4622",0.817360759723181
"4623",0.602707319907248
"4624",0.0789444863372669
"4625",0.397501523364804
"4626",0.557603607907831
"4627",0.564065581040554
"4628",0.00104090397574787
"4629",0.73297186730196
"4630",0.315550975937112
"4631",0.0923179911957284
"4632",0.22241793411439
"4633",NA
"4634",2.1680236975413e-05
"4635",5.30226856028763e-05
"4636",0.114503971171363
"4637",0.0588118042759388
"4638",0.516135035259982
"4639",0.00145199738303233
"4640",0.00111028917897386
"4641",0.444385364369868
"4642",0.111717579254164
"4643",8.06068482398444e-19
"4644",0.0578224192424674
"4645",0.980210863218408
"4646",NA
"4647",NA
"4648",NA
"4649",0.0384397687921931
"4650",0.791147484927283
"4651",0.236546183650271
"4652",0.143800865704868
"4653",NA
"4654",NA
"4655",0.572720226125151
"4656",0.455837525764525
"4657",0.711236015145436
"4658",4.3917026935329e-06
"4659",0.657435561743291
"4660",0.409193383284569
"4661",0.436351622299263
"4662",0.0188091437113146
"4663",0.876937451531578
"4664",1.0187141172412e-43
"4665",2.36672875276099e-38
"4666",NA
"4667",3.66819740696027e-09
"4668",0.261183759779676
"4669",0.237807292297092
"4670",0.114398711615733
"4671",5.04366415589927e-12
"4672",0.26236218839955
"4673",0.289706309036063
"4674",0.456784473474192
"4675",NA
"4676",0.326770797337515
"4677",0.633593431258402
"4678",0.904308718630896
"4679",0.0197048248215386
"4680",0.904222332251758
"4681",0.24424170534984
"4682",0.416221920062738
"4683",NA
"4684",NA
"4685",0.970619277405457
"4686",3.96518794489803e-06
"4687",2.02967138556519e-22
"4688",0.326542925726565
"4689",0.278116508688713
"4690",NA
"4691",1.76990491825285e-05
"4692",2.86118293214469e-06
"4693",0.000180254988416618
"4694",0.870512772462628
"4695",0.411264003653118
"4696",0.292942861441625
"4697",0.0922688536908443
"4698",0.0441044357054296
"4699",0.0428101565678623
"4700",0.0244500845605731
"4701",0.103123706684631
"4702",0.735512669692677
"4703",NA
"4704",1.27415346384339e-13
"4705",0.982535022157809
"4706",0.773328666928721
"4707",5.09827008427882e-216
"4708",0.00113795928093843
"4709",1.34212813123396e-05
"4710",0.537491537071487
"4711",0.215432464188574
"4712",8.46355026056117e-07
"4713",0.101925380714404
"4714",0.730782716180326
"4715",0.717195883991239
"4716",0.460217917019483
"4717",0.0227961796256752
"4718",NA
"4719",2.03167361911632e-07
"4720",NA
"4721",1.60600485749479e-233
"4722",0.970257468556383
"4723",6.39344401872882e-05
"4724",0.139425632359716
"4725",0.507840575979888
"4726",0.234771671808193
"4727",NA
"4728",0.000427511824329139
"4729",0.246281164537466
"4730",0.000867381704727243
"4731",1.25181898403593e-07
"4732",0.0166048407813723
"4733",NA
"4734",7.29616215281464e-301
"4735",0.0325684250523861
"4736",0.0357769849957816
"4737",0.366142758176027
"4738",5.77056794226571e-160
"4739",8.86785361501134e-05
"4740",0.139739063721527
"4741",1.97518633459367e-25
"4742",0.723426566449996
"4743",0.0967507879735075
"4744",4.38280113666329e-09
"4745",NA
"4746",NA
"4747",0.102508400896382
"4748",NA
"4749",0.0011258312780884
"4750",0.280376016002176
"4751",1.25591382793469e-16
"4752",NA
"4753",0.0817809302852353
"4754",0.263663026938786
"4755",0.860908734598582
"4756",0.457699894488623
"4757",0.261331209754749
"4758",0.711757487212327
"4759",8.75781645592251e-05
"4760",0.000241427388597885
"4761",NA
"4762",8.51817892072456e-06
"4763",0.00759474234725708
"4764",NA
"4765",0.203621709037072
"4766",0.490780204648339
"4767",0.917147884657025
"4768",0.706097149931869
"4769",0.676350842157392
"4770",0.00898824740159562
"4771",0.527721876006058
"4772",NA
"4773",0.0968965488468423
"4774",NA
"4775",NA
"4776",0.102223154802494
"4777",0.00162746516713126
"4778",2.38870362308043e-05
"4779",0.0616871499114529
"4780",1.43420077187392e-22
"4781",0.623218459424007
"4782",NA
"4783",0.00362807802267223
"4784",0.748847220627394
"4785",NA
"4786",0.0649497440090514
"4787",0.00326247968810308
"4788",1.64928790915107e-11
"4789",0.90608334100581
"4790",0.904576484799019
"4791",0.662606376275459
"4792",0.945447766154893
"4793",0.883972697130682
"4794",NA
"4795",0.00404631834635582
"4796",0.00959243160724488
"4797",0.636891085899992
"4798",0.000927543864371677
"4799",4.14812320688542e-06
"4800",0.390052297221334
"4801",0.00309588619219169
"4802",7.02537875123014e-08
"4803",0.21220387337793
"4804",NA
"4805",0.277545755392204
"4806",2.69962659811654e-05
"4807",NA
"4808",1.13743332303633e-05
"4809",0.130257147373836
"4810",0.0378107790654
"4811",0.109832184267996
"4812",1.812673993584e-08
"4813",NA
"4814",1.14665744406609e-05
"4815",4.15557409713566e-07
"4816",0.230377557067539
"4817",0.373717875355143
"4818",NA
"4819",0.00175932670160794
"4820",0.585667026301793
"4821",0.508431370581702
"4822",2.22393743292339e-08
"4823",0.000368241864412221
"4824",1.72557125955208e-09
"4825",0.210317300219915
"4826",0.0628182895753911
"4827",0.0109049424700251
"4828",NA
"4829",3.78376681861867e-09
"4830",6.34848308805914e-05
"4831",1.65538214163048e-17
"4832",0.914914375405459
"4833",0.090459864103349
"4834",3.0574468122858e-10
"4835",0.0318634838516109
"4836",0.000156489239955333
"4837",0.0153604827438889
"4838",1.64034677047095e-12
"4839",0.0407364686724588
"4840",0.0213408698456983
"4841",0.0212024423375506
"4842",0.20709165262971
"4843",0.328903682470872
"4844",0.854803200977338
"4845",NA
"4846",3.62668433050668e-13
"4847",2.3363138657215e-14
"4848",0.000195857399592127
"4849",0.496686579994439
"4850",NA
"4851",8.38173190145683e-10
"4852",0.0489121537445411
"4853",0.235612751722256
"4854",NA
"4855",3.51314606613972e-06
"4856",0.261988752937595
"4857",NA
"4858",0.718013425409124
"4859",0.00383909789699995
"4860",0.478065352377211
"4861",0.0560262478562403
"4862",0.00739190626562936
"4863",NA
"4864",0.103241350317089
"4865",0.377143756202313
"4866",0.0363466083759906
"4867",0.720512517005462
"4868",0.352350854233295
"4869",0.00323125664485351
"4870",0.163186342495813
"4871",0.59242922595985
"4872",0.26092307450168
"4873",0.106383419545905
"4874",0.107627193635235
"4875",0.109987551060433
"4876",NA
"4877",0.0268780183969197
"4878",0.227602780511411
"4879",0.013381295716144
"4880",0
"4881",0.237807292297092
"4882",0.170064635132126
"4883",0.0756770654419723
"4884",1.80603767431923e-15
"4885",0.00988813870425211
"4886",0.296489599305457
"4887",0.227139676463513
"4888",NA
"4889",0.161133529395027
"4890",0.11799402932405
"4891",0.327641219864728
"4892",0.119334293898983
"4893",8.26340757881576e-12
"4894",0.0601705231750407
"4895",0.642957690121615
"4896",5.54012417501411e-06
"4897",0.000416393813331232
"4898",NA
"4899",0.343000773691189
"4900",2.49058567241161e-29
"4901",1.64602877766777e-21
"4902",NA
"4903",0.0165786544782714
"4904",0.852485531865312
"4905",NA
"4906",0.502186966264601
"4907",0.495290453410354
"4908",4.45084970255683e-05
"4909",3.44377070504902e-06
"4910",0.0523029566196839
"4911",0.25406835504276
"4912",0.00674377410703832
"4913",5.04866356812415e-20
"4914",0.0874716569725438
"4915",0.506627757123139
"4916",0.215762087869835
"4917",0.992130601801001
"4918",0.00163481227228165
"4919",NA
"4920",6.28382688696803e-29
"4921",4.96762104798943e-13
"4922",0.130531644309931
"4923",0.0161373677715564
"4924",1.8607214721437e-20
"4925",NA
"4926",2.63390644811484e-24
"4927",0.491273881670941
"4928",0.287391347506502
"4929",0.994361972130047
"4930",0.536504156887483
"4931",0.00173698162478508
"4932",1.17217607702026e-11
"4933",0.00011718024632756
"4934",0.814223270501073
"4935",0.323055731387979
"4936",3.14719406062777e-17
"4937",NA
"4938",0.988026132971955
"4939",0.000890164930432314
"4940",0.00230427432071986
"4941",0.625040256413195
"4942",0.115399143371119
"4943",NA
"4944",0.591202881420483
"4945",0.298667717518825
"4946",NA
"4947",0.0278799290043522
"4948",0.980563799345778
"4949",NA
"4950",NA
"4951",0.714691862206602
"4952",0.2280729889692
"4953",0.422370399650172
"4954",0.0240258016155282
"4955",NA
"4956",0.895763629770817
"4957",0.00108187451962877
"4958",1.92813405822457e-06
"4959",0.252427216376356
"4960",0.22824429799064
"4961",0.102624789574664
"4962",0.282646979143248
"4963",NA
"4964",5.15996715906573e-20
"4965",0.316980510835372
"4966",0.0464976579074284
"4967",0.484063848041792
"4968",0.00107814075394121
"4969",0.0756770654419723
"4970",0.638902849543867
"4971",0.946257166447952
"4972",0.0798589955388931
"4973",2.33500693045895e-10
"4974",0.70296519665439
"4975",NA
"4976",0.0665602468161116
"4977",0.465268825580179
"4978",0.274361092948849
"4979",2.15956150585337e-48
"4980",NA
"4981",2.10813947656617e-15
"4982",0.0656009667667038
"4983",NA
"4984",0.167186699041228
"4985",0.0447462349707966
"4986",6.88406519634553e-07
"4987",2.30114838685672e-18
"4988",0.394792334297019
"4989",3.11487440917559e-20
"4990",0.138898894881911
"4991",0.239643158938766
"4992",4.37416570311355e-10
"4993",1.2874347146818e-08
"4994",0.0133066531908377
"4995",0.00132821074821914
"4996",1.57028558561434e-09
"4997",0.489672088934215
"4998",1.15936803251317e-05
"4999",0.726529006152691
"5000",0.558450884186189
"5001",0.00221965901999172
"5002",0.136132754211053
"5003",0.440360300117273
"5004",0.69692081908843
"5005",0.695375292684063
"5006",0.148452824300754
"5007",4.41619066336625e-24
"5008",1.9482544710922e-22
"5009",0.987792289858143
"5010",NA
"5011",0.149701956096731
"5012",0.736103931491964
"5013",0.00806546882828637
"5014",1.02813509825922e-05
"5015",0.504029085582349
"5016",2.0339771124188e-147
"5017",0.86155280623233
"5018",2.40419234396104e-08
"5019",0.188256245382443
"5020",0.0673871896244944
"5021",0.638398439033794
"5022",NA
"5023",8.24043050666301e-07
"5024",0.0867373716689201
"5025",0.278330005102593
"5026",0.807779244069031
"5027",NA
"5028",0.000352744097537185
"5029",0.154857522754849
"5030",0.100341809105939
"5031",0.183153807440282
"5032",1.23859062537485e-17
"5033",6.79910862920776e-07
"5034",0.0309037863376184
"5035",0.00481362074938813
"5036",0.669492623443222
"5037",0.0174280793578231
"5038",NA
"5039",1.39785864007362e-25
"5040",0.000912762806462424
"5041",0.252427216376356
"5042",2.2587823279158e-16
"5043",0.420548074071255
"5044",0.0270547397431895
"5045",0.956873895238682
"5046",0.421294465072157
"5047",0.760106926430443
"5048",0.897634998558408
"5049",0.012853086428098
"5050",0.963468709968773
"5051",0.0282407644605244
"5052",NA
"5053",0.0444911577755538
"5054",0.289447658028507
"5055",NA
"5056",NA
"5057",0.0756770654419723
"5058",2.41655665950548e-06
"5059",0.153303413414061
"5060",0.535261007834854
"5061",0.0467873048156854
"5062",3.93366698910379e-06
"5063",0.085088765491266
"5064",3.4223793939727e-22
"5065",0.454557639817781
"5066",5.21222303022206e-11
"5067",1.38579216013944e-11
"5068",2.7148147900497e-05
"5069",6.02164067206248e-22
"5070",2.25868846342382e-11
"5071",1.13420218698926e-07
"5072",0.072956465301202
"5073",0.726319038690641
"5074",0.643320296035167
"5075",0.00271538844008337
"5076",0.236762547968916
"5077",0.744938804866687
"5078",0.46908393112874
"5079",2.94136173870149e-08
"5080",0.182718297170048
"5081",1.04182311443432e-147
"5082",0.278517259425417
"5083",NA
"5084",0.0342699770683702
"5085",0.533293830201859
"5086",4.17656874669694e-07
"5087",0.0481973671891062
"5088",0.132957213232514
"5089",0.957852256418236
"5090",0.568383349111137
"5091",9.64923708019093e-18
"5092",0.0982165812224337
"5093",0.00228015519401519
"5094",1.73532318822345e-08
"5095",NA
"5096",NA
"5097",0.00353047727684234
"5098",NA
"5099",0.0651611273619443
"5100",7.65579027343755e-10
"5101",0.51069813352528
"5102",NA
"5103",0.083611284964009
"5104",0.182113322185123
"5105",NA
"5106",NA
"5107",0.799528591776821
"5108",0.399075881782075
"5109",0.602181300755355
"5110",0.402541316641759
"5111",2.16609299695414e-21
"5112",0.322797787620193
"5113",0.971464190928791
"5114",0.631693847457214
"5115",0.000211545251611782
"5116",NA
"5117",0.794124966577297
"5118",7.93113851387727e-14
"5119",0.0391909950293108
"5120",0
"5121",1.48206185224212e-20
"5122",0.514269527251068
"5123",3.58476068218868e-05
