ID,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000006125,137.8987972,0.801141472,0.190390275,1.81E-05,9.66E-05
ENSG00000006128,9.020778182,7.51726989,2.638161141,5.40E-07,3.66E-06
ENSG00000006194,41.3740981,1.61003333,0.350519728,1.38E-06,8.77E-06
ENSG00000006327,979.1847969,2.075278904,0.09771627,9.71E-101,1.40E-98
ENSG00000006432,44.59727576,1.469248724,0.332123967,3.35E-06,2.02E-05
ENSG00000006451,84.14039189,-0.955551715,0.226385393,1.45E-05,7.86E-05
ENSG00000006453,99.60169049,1.163219197,0.22433222,1.07E-07,7.99E-07
ENSG00000006555,11.59634169,-2.702082893,0.706716235,1.85E-05,9.84E-05
ENSG00000006625,132.8929823,-1.313370474,0.213836739,3.30E-10,3.22E-09
ENSG00000006652,132.6351286,2.744835944,0.226866123,1.96E-34,7.54E-33
ENSG00000006712,127.165401,0.498059113,0.180966695,0.005258567,0.015466375
ENSG00000006744,26.42763524,-1.442123482,0.419342799,0.000192402,0.000829214
ENSG00000007080,63.07262608,-1.198241665,0.290384378,1.67E-05,8.99E-05
ENSG00000007168,160.2306345,0.435096999,0.164404397,0.007402412,0.020725241
ENSG00000007202,76.42964058,-0.995778567,0.230903376,8.98E-06,5.05E-05
ENSG00000007384,134.3624607,2.822584714,0.250419909,3.40E-30,1.11E-28
ENSG00000007392,42.93395841,1.402320597,0.34788172,2.06E-05,0.000108538
ENSG00000007520,58.84021362,-2.276476426,0.312118935,5.29E-14,7.16E-13
ENSG00000007545,43.61382829,1.649803491,0.365597796,1.94E-06,1.22E-05
ENSG00000007866,101.3163841,0.730076935,0.21868679,0.000620835,0.002375909
ENSG00000007944,28.45455011,1.913885777,0.453109845,5.75E-06,3.34E-05
ENSG00000008128,35.18690005,2.229707469,0.416358053,1.81E-08,1.48E-07
ENSG00000008256,62.67070348,1.037715863,0.259619037,3.50E-05,0.000176569
ENSG00000008282,83.76778133,-1.538625104,0.243148076,8.08E-11,8.46E-10
ENSG00000008283,19.02364481,-1.300679573,0.471752897,0.002157018,0.007140045
ENSG00000008294,162.4402346,1.95795871,0.183363185,3.28E-27,9.65E-26
ENSG00000008300,32.02874936,5.004517981,0.861342897,4.92E-09,4.24E-08
ENSG00000008311,35.4706033,3.261612125,0.476257913,1.25E-12,1.51E-11
ENSG00000008324,58.06771425,1.169915209,0.329620374,0.00017967,0.000779701
ENSG00000008382,4.347047846,-1.746060826,1.152481873,0.019932467,0.048401909
ENSG00000008394,20.32494671,-2.165624764,0.504178268,3.07E-06,1.87E-05
ENSG00000008405,233.9471329,6.358547649,0.389967199,1.97E-59,1.43E-57
ENSG00000008441,9.502398208,-2.195916324,0.739866877,0.000482187,0.00189416
ENSG00000008516,117.5621633,8.410513878,1.257992758,1.72E-13,2.24E-12
ENSG00000008517,63.7434192,6.768390917,0.973315637,1.78E-11,1.97E-10
ENSG00000008735,20.47896825,1.106173773,0.482448369,0.010235877,0.027460167
ENSG00000008838,43.29044461,1.077093337,0.320592176,0.000403064,0.001618824
ENSG00000009954,84.6432539,0.632316654,0.25007743,0.008903872,0.024374812
ENSG00000010244,181.5356232,2.57297565,0.191055513,4.70E-42,2.25E-40
ENSG00000010256,93.22232476,-0.74851448,0.211375353,0.000280788,0.001163977
ENSG00000010278,200.6570767,-1.484387798,0.15437557,2.35E-22,5.40E-21
ENSG00000010310,17.07346136,1.641156338,0.54471811,0.000721642,0.002720203
ENSG00000010322,67.79737592,1.758115617,0.279000014,8.41E-11,8.79E-10
ENSG00000010379,2.35434241,2.80703751,2.829103453,0.012039407,0.031448764
ENSG00000010438,74.5894168,-1.526315131,0.27060739,5.42E-09,4.66E-08
ENSG00000010810,47.0121226,1.387970257,0.337079976,1.48E-05,8.01E-05
ENSG00000010818,62.1795711,1.03123618,0.289102084,0.000199133,0.000855287
ENSG00000011009,121.1320338,-0.615226082,0.194059658,0.001216672,0.004326224
ENSG00000011021,28.5523822,1.906033337,0.450800541,5.84E-06,3.39E-05
ENSG00000011132,28.84362357,2.179775159,0.45436188,3.35E-07,2.35E-06
ENSG00000011243,130.8293239,1.597563024,0.206398681,3.30E-15,4.95E-14
ENSG00000011260,48.09461954,-0.952917893,0.320416679,0.001688978,0.005772137
ENSG00000011275,79.4411786,1.852612446,0.289570474,4.37E-11,4.67E-10
ENSG00000011304,239.9755236,1.240783492,0.139370264,2.50E-19,4.88E-18
ENSG00000011426,24.89414103,-1.184548326,0.410904372,0.001713653,0.005849223
ENSG00000011566,35.43958072,1.451968578,0.374280306,3.69E-05,0.000185154
ENSG00000011638,48.58171374,-1.695205389,0.361389449,7.29E-07,4.84E-06
ENSG00000012061,161.2498301,1.621561011,0.177072066,1.68E-20,3.49E-19
ENSG00000012211,12.00075718,-1.434714035,0.617224766,0.005984444,0.017291734
ENSG00000012660,130.4377527,1.57454083,0.19769992,5.81E-16,9.13E-15
ENSG00000012817,56.24001897,2.715893089,0.337160395,1.48E-16,2.44E-15
ENSG00000012822,55.18514708,0.768096863,0.269136234,0.003032556,0.00963938
ENSG00000013275,249.7943641,1.184293219,0.152158522,3.46E-15,5.18E-14
ENSG00000013306,165.6476293,-0.520955291,0.173423371,0.002261348,0.007435453
ENSG00000013364,45.28127581,-1.27504666,0.317164785,2.42E-05,0.00012516
ENSG00000013441,612.9791552,3.781396296,0.133708307,1.27E-176,4.16E-174
ENSG00000013503,10.03109205,-1.599289459,0.747381573,0.007483068,0.020912585
ENSG00000013563,9.84246172,-1.572524868,0.669636479,0.004921543,0.014656301
ENSG00000013583,9.040726625,-2.250322337,0.768305143,0.000545427,0.002116081
ENSG00000013588,31.17330865,1.845553362,0.509379362,7.88E-05,0.000371055
ENSG00000013810,35.386806,1.312303789,0.440187329,0.001150939,0.004115822
ENSG00000014123,48.06603794,-0.740761569,0.289750772,0.007462533,0.020864218
ENSG00000014216,121.0309843,-1.157253248,0.195752006,1.62E-09,1.49E-08
ENSG00000014641,46.59508244,-1.839499248,0.319228444,2.01E-09,1.83E-08
ENSG00000014824,16.37398911,-1.328917965,0.498616414,0.002778298,0.008928857
ENSG00000014914,37.01773276,0.89115311,0.364340698,0.008801631,0.024147615
ENSG00000014919,18.25776934,-1.041278252,0.475513389,0.01390091,0.035564063
ENSG00000015479,5.436750467,5.881676511,2.480454642,3.31E-05,0.000167901
ENSG00000016402,5.488494966,-2.754798888,1.244265197,0.002372007,0.007767303
ENSG00000017483,31.4286294,-1.146311117,0.365496382,0.00079579,0.002968082
ENSG00000017797,38.32104103,-2.091619415,0.347861448,3.76E-10,3.66E-09
ENSG00000018236,14.44623571,-2.143356075,0.58729278,4.57E-05,0.000225549
ENSG00000018510,15.97587044,-1.547406165,0.533546267,0.001091491,0.003933816
ENSG00000019144,9.720683067,2.13875335,0.863504612,0.002673553,0.008631398
ENSG00000019549,45.11680741,-0.706763213,0.30840035,0.01579739,0.039752733
ENSG00000019995,45.85707863,0.690207369,0.299474777,0.015919832,0.040009777
ENSG00000020129,56.4758415,0.657203571,0.281594526,0.015047613,0.038186291
ENSG00000020577,20.34582307,1.320113559,0.527128097,0.004591736,0.0137932
ENSG00000021355,149.9549649,1.433310281,0.237885374,6.61E-10,6.32E-09
ENSG00000022840,174.2109333,1.583894185,0.174749542,4.00E-20,8.18E-19
ENSG00000023191,110.1985225,-1.78919325,0.203142054,3.39E-19,6.54E-18
ENSG00000023287,76.94954009,1.14340927,0.247558308,1.93E-06,1.21E-05
ENSG00000023330,274.8854209,1.654997261,0.15069909,1.48E-28,4.58E-27
ENSG00000023445,7.699589295,1.804961,1.048555918,0.018820619,0.04615684
ENSG00000023697,26.88157155,-1.722014449,0.412076063,7.55E-06,4.31E-05
ENSG00000023892,21.32266648,-1.125180704,0.455383049,0.006086735,0.017538091
ENSG00000023902,10.48385157,2.834800374,0.998601929,0.000926197,0.003402959
ENSG00000023909,38.40683683,1.517826564,0.496729572,0.000772079,0.002890584
ENSG00000024048,59.59383151,1.361533697,0.289498806,9.38E-07,6.11E-06
ENSG00000024422,108.664905,-1.510035333,0.208807107,1.60E-13,2.09E-12
ENSG00000025156,45.56175371,1.758909044,0.351174003,1.53E-07,1.13E-06
ENSG00000025770,39.2871127,1.07516467,0.370048548,0.001872283,0.006324972
ENSG00000025772,168.3399323,1.658246221,0.176678097,2.32E-21,5.10E-20
ENSG00000026025,88.69903863,2.311290926,0.342927259,3.85E-12,4.47E-11
ENSG00000026508,181.8088399,-1.594067408,0.154955774,2.51E-25,6.59E-24
ENSG00000026652,26.01423859,3.11277747,0.688459627,1.56E-06,9.91E-06
ENSG00000026751,46.30256696,0.720004936,0.292801732,0.010063216,0.027054819
ENSG00000026950,12.23687161,2.163839489,0.764096885,0.00086424,0.003198092
ENSG00000027001,13.54432327,-2.088686885,0.603271843,9.70E-05,0.000447328
ENSG00000027697,82.36256901,-1.389381083,0.252678314,1.42E-08,1.17E-07
ENSG00000028277,6.390586228,2.488661653,1.480604216,0.00947048,0.025701596
ENSG00000028839,25.760921,1.296812497,0.443123388,0.001366426,0.004796917
ENSG00000029363,64.95427784,1.01955462,0.261091931,5.24E-05,0.000254763
ENSG00000029364,73.4240216,1.210463171,0.250307357,6.13E-07,4.12E-06
ENSG00000029725,51.66438834,0.906253256,0.293200998,0.001241349,0.004403756
ENSG00000030110,83.59539386,-1.057483452,0.248109747,1.05E-05,5.84E-05
ENSG00000030582,257.5913415,-1.40511718,0.139354061,2.48E-24,6.24E-23
ENSG00000031003,15.73132356,1.143096104,0.557020623,0.017387243,0.043132114
ENSG00000032219,29.21048277,0.879349527,0.392749221,0.015292038,0.038685634
ENSG00000033011,6.950704341,-2.38742843,0.890860713,0.000998626,0.003638803
ENSG00000033030,35.05270193,1.620258452,0.391288295,1.06E-05,5.92E-05
ENSG00000033050,48.05284081,-0.728352197,0.289408569,0.008351789,0.023069392
ENSG00000033100,72.13118553,0.904525312,0.27121094,0.000531802,0.002069619
ENSG00000033178,40.99594796,1.449705211,0.340376787,7.40E-06,4.24E-05
ENSG00000033627,70.02894846,0.867914685,0.260182784,0.000545966,0.002117537
ENSG00000034152,55.4205931,0.690851736,0.277265346,0.009486481,0.0257349
ENSG00000034510,4009.443208,-1.701407057,0.072935264,4.72E-122,8.80E-120
ENSG00000034693,27.04191024,-2.676652501,0.478778502,3.15E-09,2.79E-08
ENSG00000034713,137.3220877,0.942008568,0.185959992,2.51E-07,1.79E-06
ENSG00000035141,30.42327892,-1.549841398,0.398887222,3.13E-05,0.000159183
ENSG00000035687,21.30403805,-1.838233938,0.547920456,0.000172909,0.000754185
ENSG00000036257,57.16427096,1.254183426,0.287293613,5.61E-06,3.28E-05
ENSG00000037042,31.7879979,1.044206164,0.427974755,0.007443601,0.020827594
ENSG00000037757,15.33215831,-1.700063825,0.542531327,0.000432427,0.001721225
ENSG00000038219,41.62814402,0.885356615,0.31898252,0.003415333,0.010683836
ENSG00000038358,100.4246557,2.102551994,0.255937379,4.92E-17,8.35E-16
ENSG00000038382,59.52499182,1.444222309,0.302062845,6.49E-07,4.35E-06
ENSG00000039068,157.5739632,-1.330819179,0.171971409,4.00E-15,5.96E-14
ENSG00000039523,118.8834716,3.774296489,0.310196184,9.93E-35,3.86E-33
ENSG00000039650,29.76124494,1.163267725,0.408974852,0.002065499,0.006878352
ENSG00000040199,27.43996695,2.689404939,0.578461752,7.15E-07,4.75E-06
ENSG00000041353,16.95260913,-2.084075067,0.541440381,2.15E-05,0.000112728
ENSG00000041802,75.22441743,0.878126627,0.24479852,0.000216856,0.000923075
ENSG00000041988,29.59089976,1.485226408,0.412117562,0.000106611,0.000485713
ENSG00000042429,21.75272872,1.125829554,0.474797684,0.008209535,0.022708275
ENSG00000042445,69.21060182,-1.484301448,0.261247954,4.60E-09,3.98E-08
ENSG00000042493,140.1884162,-1.88259336,0.187197275,2.09E-24,5.27E-23
ENSG00000042753,108.943611,-2.664898469,0.25174005,4.84E-27,1.41E-25
ENSG00000044446,15.46594856,1.641051149,0.567983756,0.001063309,0.003841273
ENSG00000044574,1354.182993,0.375729697,0.067326978,2.21E-08,1.79E-07
ENSG00000046604,141.9450041,0.473806129,0.196948498,0.014288507,0.036488046
ENSG00000046651,52.37873992,1.879774368,0.313200758,5.04E-10,4.86E-09
ENSG00000047056,49.39503242,2.583005195,0.360887601,1.59E-13,2.07E-12
ENSG00000047315,173.9940276,1.246494199,0.173345179,2.93E-13,3.72E-12
ENSG00000047346,35.69817312,2.127631376,0.406870246,3.72E-08,2.96E-07
ENSG00000047365,46.72492343,0.835376792,0.294920287,0.003012488,0.009589928
ENSG00000047849,93.65848292,-1.229340725,0.208900808,1.78E-09,1.63E-08
ENSG00000047932,27.52335489,-1.107579261,0.40826336,0.0031078,0.009852432
ENSG00000048052,42.21725695,3.103845248,0.452073057,1.35E-12,1.62E-11
ENSG00000048140,68.75002178,0.645712765,0.266323483,0.012057695,0.031484614
ENSG00000048162,153.293747,1.597536303,0.197820513,2.19E-16,3.55E-15
ENSG00000048405,37.68817326,1.157118766,0.347382428,0.000409038,0.001639953
ENSG00000048544,61.7207166,-0.731347755,0.268606292,0.004564967,0.013718759
ENSG00000048649,44.40739865,1.382513479,0.330377281,1.10E-05,6.10E-05
ENSG00000048828,54.49962321,-0.889096205,0.274659704,0.000748733,0.002813864
ENSG00000049245,112.540217,-1.047747192,0.20130042,1.03E-07,7.74E-07
ENSG00000049246,46.52044223,2.839972276,0.437251086,1.67E-11,1.85E-10
ENSG00000049541,16.0347549,-1.184893039,0.580961811,0.016307046,0.040819378
ENSG00000049656,71.76405535,0.641502426,0.245551423,0.00714755,0.020105216
ENSG00000049759,150.6637624,4.155273416,0.304794944,9.11E-43,4.46E-41
ENSG00000050130,18.65137384,-1.316389327,0.49977005,0.003075015,0.009761952
ENSG00000050165,16.47003316,-1.571973142,0.501248119,0.000483672,0.001899452
ENSG00000050327,57.24452403,1.656221201,0.306658534,2.02E-08,1.64E-07
ENSG00000050393,20.02084773,-1.339012644,0.469124792,0.001562241,0.005395128
ENSG00000050405,150.6227872,-1.534018882,0.174215769,4.32E-19,8.29E-18
ENSG00000050820,34.84050852,1.591253005,0.419306171,4.67E-05,0.00022985
ENSG00000051009,39.84884433,1.318997819,0.340363101,4.29E-05,0.000212646
ENSG00000051108,178.4046219,1.024784395,0.161775082,1.37E-10,1.39E-09
ENSG00000051128,150.7277795,1.10100956,0.186694192,1.95E-09,1.78E-08
ENSG00000051382,8.636297189,-1.351451956,0.701670798,0.016859032,0.042010588
ENSG00000051596,22.15895041,-2.270226223,0.492231854,6.81E-07,4.54E-06
ENSG00000051620,37.03419834,-0.784735153,0.33698819,0.013171331,0.034000069
ENSG00000052344,204.667646,0.630987276,0.155555655,4.01E-05,0.000200347
ENSG00000052723,16.42935249,-1.143607548,0.506534607,0.010341507,0.027705843
ENSG00000052749,38.14199393,0.99281198,0.337485668,0.001822997,0.00617965
ENSG00000052802,195.3583527,-0.470631726,0.165600266,0.003927487,0.012060373
ENSG00000052841,40.06399642,1.422313542,0.340981337,1.11E-05,6.17E-05
ENSG00000053108,6.378000648,1.687268164,0.881739148,0.012216931,0.031834149
ENSG00000053254,4.963927981,-1.978578686,1.005491487,0.007440876,0.020824193
ENSG00000053371,26.06234011,-1.975076105,0.440685183,1.52E-06,9.61E-06
ENSG00000054116,81.24464664,-0.891603344,0.241334212,0.000137241,0.000610158
ENSG00000054118,190.8207632,0.485235408,0.163358804,0.00260736,0.008440434
ENSG00000054148,40.40296082,-1.188832609,0.395455875,0.001136606,0.004073012
ENSG00000054267,58.27901137,2.206277407,0.320476202,1.27E-12,1.53E-11
ENSG00000054277,15.23611453,-1.970474774,0.56473454,9.70E-05,0.000447471
ENSG00000054598,20.03112559,-0.946430121,0.446633676,0.018748068,0.046027992
ENSG00000054967,68.21444899,5.065240618,0.480259331,2.24E-26,6.22E-25
ENSG00000055044,140.4902197,0.993441619,0.187414677,6.91E-08,5.32E-07
ENSG00000055208,166.8498228,1.167808801,0.174790257,1.21E-11,1.36E-10
ENSG00000055483,67.59893777,1.901207875,0.310436069,2.46E-10,2.44E-09
ENSG00000055609,98.2631823,2.913139469,0.279922369,4.63E-26,1.25E-24
ENSG00000055732,34.7418573,3.64114149,0.622672409,1.51E-09,1.39E-08
ENSG00000055917,177.9466439,1.495598013,0.171067237,8.18E-19,1.54E-17
ENSG00000055950,22.92281561,-1.572016647,0.435693435,9.10E-05,0.00042165
ENSG00000056050,15.8046319,-2.201971781,0.659667806,0.000134029,0.000597033
ENSG00000056097,100.7801396,0.824889336,0.221615334,0.000134644,0.000599578
ENSG00000056586,86.69177553,1.287457448,0.240751728,4.12E-08,3.26E-07
ENSG00000057019,64.5234604,0.633046066,0.258747103,0.011350059,0.029891377
ENSG00000057149,169.280395,-1.387711762,0.206181968,6.34E-12,7.26E-11
ENSG00000057608,119.6504414,-1.302403353,0.209204405,1.93E-10,1.94E-09
ENSG00000057704,19.58657901,-1.167668066,0.460674654,0.004862226,0.014504696
ENSG00000058272,40.19035996,0.954123193,0.325288329,0.001956555,0.006561471
ENSG00000058668,150.5041658,-0.835074082,0.168966063,5.23E-07,3.56E-06
ENSG00000058799,29.83606187,-1.412979328,0.385609502,8.54E-05,0.000398662
ENSG00000058804,11.4417198,-1.749555469,0.652857535,0.001642499,0.005642641
ENSG00000059378,42.36628461,0.913666713,0.380847667,0.009785193,0.02641026
ENSG00000059573,47.90258018,-1.227266301,0.30287584,2.21E-05,0.000115545
ENSG00000059588,4.409707007,-1.83032163,1.057122088,0.013568047,0.034779787
ENSG00000059728,181.6681915,2.548375293,0.195493805,1.50E-39,6.76E-38
ENSG00000059758,49.81355162,1.573291707,0.312569333,1.58E-07,1.16E-06
ENSG00000060140,8.714000028,2.05445307,0.895277189,0.004264069,0.012955559
ENSG00000060339,152.8445586,1.032401854,0.178432144,4.07E-09,3.55E-08
ENSG00000060491,53.49605309,1.376410241,0.314250899,4.59E-06,2.72E-05
ENSG00000060558,92.468148,-1.269468556,0.213816189,1.23E-09,1.14E-08
ENSG00000060982,14.37867886,4.172515794,1.07382601,4.22E-05,0.000209908
ENSG00000061794,51.98867707,-1.736062842,0.305208919,3.42E-09,3.03E-08
ENSG00000061936,48.92241162,1.925741026,0.335423174,2.40E-09,2.16E-08
ENSG00000062038,67.68002933,-1.289603449,0.246831958,7.13E-08,5.47E-07
ENSG00000062194,102.5655613,1.623765175,0.249875101,2.59E-11,2.83E-10
ENSG00000062282,15.33173092,-1.642155927,0.533480458,0.000533974,0.002075731
ENSG00000062370,19.32265618,1.261079239,0.511137527,0.005409732,0.015840081
ENSG00000062485,71.51191631,-0.728719963,0.241831991,0.001844106,0.006238948
ENSG00000062582,29.61318677,-1.444713545,0.396516743,9.05E-05,0.000419898
ENSG00000062716,114.1009218,1.316677885,0.20376609,4.41E-11,4.71E-10
ENSG00000063169,13.96922858,1.489715025,0.606290237,0.004326329,0.013118731
ENSG00000063177,345.2124507,-0.648620725,0.117480296,2.64E-08,2.13E-07
ENSG00000063244,241.3159479,1.093404275,0.146673624,4.80E-14,6.52E-13
ENSG00000063322,47.01273926,0.895821858,0.302058304,0.001875458,0.006332195
ENSG00000063660,71.30882091,-1.08064531,0.277625878,5.05E-05,0.000246721
ENSG00000064102,30.85536665,-1.1174312,0.374486479,0.001333801,0.004690737
ENSG00000064115,65.57995048,-2.415744243,0.275214164,2.75E-19,5.34E-18
ENSG00000064195,20.78972202,-1.054869768,0.442599897,0.008318769,0.022987388
ENSG00000064300,23.90618239,6.446620542,2.340805135,6.22E-07,4.17E-06
ENSG00000064313,42.6490965,1.045643392,0.324907741,0.000688038,0.002607779
ENSG00000064393,30.31677228,0.919839641,0.374507527,0.008286027,0.022906086
ENSG00000064419,119.3170155,0.539206688,0.194046518,0.004615682,0.013862114
ENSG00000064490,19.71312037,-1.084240913,0.450781516,0.007590265,0.021178843
ENSG00000064547,38.08788028,1.761230224,0.410258401,4.71E-06,2.78E-05
ENSG00000064601,86.10414808,1.101849145,0.222742421,3.95E-07,2.74E-06
ENSG00000064607,95.10233746,1.788864715,0.246263751,1.06E-13,1.40E-12
ENSG00000064652,12.74312877,-1.317447257,0.607256711,0.010312039,0.027637626
ENSG00000064666,78.58556928,-1.241447304,0.239563063,9.57E-08,7.20E-07
ENSG00000064932,66.69898175,1.429067261,0.296360114,5.34E-07,3.62E-06
ENSG00000065000,107.0080108,0.937734341,0.223180426,1.62E-05,8.72E-05
ENSG00000065029,16.25839005,1.560049719,0.544693969,0.001249778,0.004429106
ENSG00000065060,22.62505096,0.961427799,0.456864895,0.019142731,0.046797109
ENSG00000065154,114.9030928,-0.664651601,0.196828626,0.000561655,0.002171105
ENSG00000065183,12.1015135,-1.312831715,0.575077707,0.007778009,0.021640428
ENSG00000065357,55.834334,-0.795174763,0.268594745,0.002048725,0.006827436
ENSG00000065361,38.10399474,-0.894798664,0.324569558,0.003490999,0.010874895
ENSG00000065427,112.9841341,-1.157948137,0.193050641,9.39E-10,8.82E-09
ENSG00000065491,89.41753947,1.908087447,0.254010514,1.47E-14,2.08E-13
ENSG00000065518,86.37087756,-0.855829032,0.228229658,0.000113551,0.000514445
ENSG00000065526,73.67039352,0.894580709,0.271191186,0.000619991,0.002373336
ENSG00000065548,257.5669256,1.709786843,0.144593906,8.65E-33,3.18E-31
ENSG00000065559,66.8586009,0.661396799,0.246003988,0.005506159,0.016078079
ENSG00000065600,13.41493487,-1.398210226,0.577075976,0.005000012,0.014848324
ENSG00000065618,412.4694691,-0.488177657,0.100412615,1.01E-06,6.57E-06
ENSG00000065802,28.17514304,1.637721456,0.461552567,0.000115504,0.000522436
ENSG00000065809,19.6194249,2.112313074,0.615557131,0.000130385,0.000581923
ENSG00000065833,71.69817811,-1.195269384,0.25065146,8.40E-07,5.52E-06
ENSG00000065978,380.0638002,-0.624040712,0.108718799,7.36E-09,6.24E-08
ENSG00000066084,95.99950973,0.977807562,0.214715232,3.12E-06,1.90E-05
ENSG00000066117,67.99602601,1.379286122,0.279652457,3.15E-07,2.22E-06
ENSG00000066136,40.17886044,1.077014315,0.327520611,0.00052224,0.002035852
ENSG00000066248,12.41085484,2.112371908,1.001173495,0.007640153,0.021304124
ENSG00000066322,399.0857839,-0.655844151,0.128003911,2.34E-07,1.68E-06
ENSG00000066422,58.3514255,1.224283145,0.291676829,1.21E-05,6.66E-05
ENSG00000066455,68.06537683,-1.010886021,0.265213628,7.63E-05,0.000361078
ENSG00000066583,19.90612937,-2.025148205,0.503765777,1.15E-05,6.36E-05
ENSG00000066654,23.22952699,-0.872623959,0.408474415,0.019266384,0.047057718
ENSG00000066697,77.1566794,0.79200788,0.30085167,0.005863555,0.016981545
ENSG00000066735,12.36694564,3.673708149,0.948289361,2.86E-05,0.000146383
ENSG00000067048,274.175946,3.363843403,0.178741859,9.66E-80,1.02E-77
ENSG00000067057,251.2113017,0.45854174,0.151225744,0.002167275,0.007164027
ENSG00000067064,115.9986802,0.799485105,0.189369896,1.70E-05,9.14E-05
ENSG00000067082,602.3688878,0.334478365,0.100139554,0.000790387,0.002952719
ENSG00000067167,96.63312047,-0.812605724,0.231343585,0.000299652,0.001235861
ENSG00000067182,70.92163481,-1.171142513,0.253509024,1.71E-06,1.08E-05
ENSG00000067225,479.0703696,-1.68409183,0.102424309,2.82E-61,2.11E-59
ENSG00000067365,18.16980454,1.874116407,0.533894152,0.000105988,0.000483198
ENSG00000067369,72.71595226,2.325418213,0.290691137,2.66E-16,4.26E-15
ENSG00000067560,481.5926966,-1.183386742,0.098546235,1.47E-33,5.48E-32
ENSG00000067596,39.75630352,0.71937589,0.327680796,0.02022928,0.048993343
ENSG00000067704,79.29351496,-1.724715532,0.247382561,8.42E-13,1.04E-11
ENSG00000067798,21.89044827,2.033971695,0.579449414,0.000104401,0.000476749
ENSG00000068078,61.63829849,-1.30004075,0.277759362,1.17E-06,7.55E-06
ENSG00000068305,53.77973986,0.75304505,0.291497732,0.006946041,0.019618372
ENSG00000068308,118.3233216,1.137611812,0.2108868,3.48E-08,2.77E-07
ENSG00000068323,211.8401509,2.01791201,0.174899603,2.05E-31,7.17E-30
ENSG00000068366,57.39065898,1.371389871,0.303952168,2.13E-06,1.32E-05
ENSG00000068383,35.91280438,2.606280584,0.425938762,1.63E-10,1.65E-09
ENSG00000068400,45.00786044,1.27300086,0.327134564,4.29E-05,0.000212662
ENSG00000068438,34.16153201,-0.735642363,0.338169681,0.020541978,0.049628729
ENSG00000068489,9.24344219,-1.246438332,0.652536858,0.019785755,0.048096427
ENSG00000068697,264.5635986,-1.237706224,0.148811305,4.03E-17,6.85E-16
ENSG00000068745,297.0130439,2.708237405,0.154185666,4.67E-70,4.11E-68
ENSG00000068784,7.10697795,-1.722239584,0.801653753,0.006638219,0.01889592
