"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",6.79756881531215,-3.19591230339984,0.936093217659405,-3.41409620656248,0.00063993974317373,0.00204141665644879
"ENSG00000001036",17.1144793570355,-2.57359844481769,0.607695532753217,-4.23501294004546,2.285385451699e-05,9.75814332718013e-05
"ENSG00000001497",21.9810785756794,-1.23924006858004,0.431757739013776,-2.8702208590649,0.00410185184893613,0.0106621878913766
"ENSG00000001617",43.2852067833556,-2.84361567526946,0.361472897276962,-7.86674657129458,3.6398294157112e-15,4.15464399808226e-14
"ENSG00000002330",34.7954422974143,-2.22617906369721,0.426888334307368,-5.21489786622821,1.83918542274228e-07,1.06018207325996e-06
"ENSG00000002549",19.7561801112173,-2.39994882262676,0.510400992420889,-4.70208494549264,2.57518316748318e-06,1.27283408707979e-05
"ENSG00000003756",329.452065709463,4.19468399938306,0.197849687598024,21.2013678177016,9.27609918790003e-100,8.88959505507086e-98
"ENSG00000004455",35.1765893026327,-1.21064944291235,0.350761734142413,-3.45148665053871,0.000557507335193189,0.00180306442066737
"ENSG00000004478",463.211847561009,1.75404166527807,0.111844761521885,15.6828235977315,1.98242205861788e-55,9.43359462376784e-54
"ENSG00000004700",535.561625345351,4.56642671013817,0.169907964519572,26.8758837942065,4.20411799716889e-159,7.94751073437407e-157
"ENSG00000004777",8.91815020148677,3.78157381818519,1.06197562695314,3.56088569474491,0.000369605966812713,0.00124586280948106
"ENSG00000004779",81.6233339093508,-1.55305775049758,0.280515501083194,-5.53644181694254,3.08678317042361e-08,1.95133338304378e-07
"ENSG00000004864",36.1180436066851,-1.45345107925401,0.357679469536407,-4.06355746707478,4.83304163342466e-05,0.000195646742567499
"ENSG00000005001",72.7418581563756,2.78133514344162,0.362357746459919,7.67566078168353,1.64568094520141e-14,1.79245438388157e-13
"ENSG00000005007",106.896140982526,1.24582467999246,0.213388314343119,5.83829852083292,5.27366053846346e-09,3.65894999652065e-08
"ENSG00000005020",15.9729797857132,-1.54840725926307,0.55378711023142,-2.79603340463452,0.00517340529064307,0.013030296223923
"ENSG00000005022",392.143601063938,-2.32773300854147,0.140227414040158,-16.599700026379,7.00400796789611e-62,3.76090700221659e-60
"ENSG00000005238",151.924085198622,2.34766084864386,0.196507556430431,11.9469240333004,6.73729385106637e-33,1.84108228009338e-31
"ENSG00000005243",10.5258050757475,-1.58045445059317,0.665384988569849,-2.37524813114605,0.0175371565690042,0.0376790846414849
