"","GSM6765254","GSM6765268","GSM6765281","GSM6765294","GSM6765307","GSM6765321","GSM6765335","GSM6765349","GSM6765363","GSM6765379","GSM6765393","GSM6765408"
"GSTP1",1.66248879052741,1.60502669586514,1.6573667393975,-0.641648275244014,-0.642959962058648,-0.649206863471654,-0.688490296890223,-0.655688566121436,-0.663346170836124,-0.329524009551205,-0.318470331062923,-0.335547750553817
"DNAJA1",-1.3968869215702,-1.40268248180548,-1.40238409878084,1.04953326192649,1.1109103729602,0.954062704472955,-0.262099285549715,-0.366345476844206,-0.396950292712205,0.649366700658067,0.643425616545259,0.820049900699675
"PPP1R15A",-1.25364725299848,-1.24576996637654,-1.24387004637726,1.048785841236,1.1671449943572,1.10399251386626,-0.601992940349849,-0.559247134404203,-0.583247546458612,0.541115416387746,0.721273656280875,0.90546246483687
"HSP90AB1",-1.0618421019288,-1.04563072748619,-1.0623310333225,1.49208478064075,1.50176422699567,1.45954895368468,-0.538303719798077,-0.561407717551877,-0.582695231874954,0.0399875871202558,0.0605751474739571,0.298249836047089
"HSPA8",-1.53246980441959,-1.55236750967866,-1.54491448289426,1.04264898985286,1.13549910762405,1.00089755149032,0.208452940584641,0.0585564663231019,0.0989707806220985,0.276694067463044,0.311914032060738,0.49611786097166
"ODC1",-1.04188637708316,-1.05106998583042,-1.06293963599523,1.60037432056225,1.552996693927,1.51970876035468,-0.200768776282877,-0.292856975063352,-0.195504925132215,-0.32899034287897,-0.261993931595199,-0.237068824982512
"HSPH1",-1.10366733622887,-1.1066579734107,-1.10954423674908,1.34961722708462,1.38428117246404,1.29699331623747,-0.652189432467672,-0.687254371209442,-0.657290811436518,0.437032470140907,0.311604959332171,0.537075016243075
"EGR1",-1.14983367395243,-1.14996396775168,-1.15034019629475,1.1148321936721,1.05002516209405,1.12510669704347,-0.735077249578122,-0.709150509882294,-0.719124737229522,0.62860115754877,0.727014052269842,0.96791107206056
"KRT17",1.64553320836684,1.62676973197799,1.66625871464989,-0.568247775924622,-0.557219935447802,-0.56374772359178,-0.713027665759722,-0.696795324448585,-0.697527022752346,-0.373990001264711,-0.34559674228773,-0.422409463517416
"SAT1",-1.47641187816159,-1.46600590513434,-1.49241097072563,0.690942565015836,0.85390116897053,0.685988458607567,-0.164015833802326,-0.260458291845088,-0.177130152878667,1.00276109464213,0.971615861062167,0.831223884249416
"DNAJB1",-1.31213034130328,-1.31965946324901,-1.31763936723979,1.30728045465858,1.39514129635667,1.40716943049657,-0.180962662137085,-0.187941841807502,-0.16390517743136,0.0315594622536304,0.0963449631986396,0.244743246203935
"DNAJA4",-1.0573674971621,-1.05788182937397,-1.0590002008812,1.336079170181,1.29199246354256,1.3056507147149,-0.740947071062188,-0.762341892598055,-0.761050209224539,0.441972649780257,0.451677673169066,0.611216028914261
"MCL1",-1.08362513379519,-1.07624128163889,-1.08301229767369,0.737341456945284,0.853026655974924,0.770770272806448,-0.798756779362554,-0.823394810893,-0.801486432968366,1.08874095968238,0.988605549375982,1.22803184154667
"UBC",-1.24902872362258,-1.28485603570082,-1.26681741618644,1.41424250395167,1.48368658305588,1.32081897610245,-0.250597416778693,-0.242613643331904,-0.206950766124506,-0.0420964769462583,0.063472234501707,0.260740181079489
"SQSTM1",-1.39207671280895,-1.40565055342375,-1.39852027035058,1.18434699957149,1.03583426205487,1.1443802163123,-0.350464472206012,-0.265991210038887,-0.29167157991723,0.48663711271353,0.477451383146413,0.775724824946808
"S100A11",1.69764842629466,1.65512824907795,1.61918891060941,-0.573636040647094,-0.576033456071674,-0.5715758941094,-0.573188838317453,-0.563033600868621,-0.564771818930099,-0.536919611775154,-0.464538882500281,-0.548267442762239
"KRT1",1.67848410135645,1.62614646461804,1.66240408644821,-0.488493660852687,-0.494634536989158,-0.514957006912334,-0.643999995467405,-0.631910376759237,-0.632701637504908,-0.515913124175461,-0.509062179384242,-0.535362134377271
"UBB",-1.18516598179797,-1.19094121695634,-1.19376119135183,1.35550677476623,1.45215932137768,1.46404820108366,-0.468534553608026,-0.372275243418624,-0.40062259122087,0.0402359631746467,0.156224637889622,0.343125880061835
"FOS",-1.02272261088243,-1.02831066458837,-1.02517331279241,0.643790065543426,0.624037074816186,0.675146054475383,-0.845753427069123,-0.835939422539587,-0.840275749318512,1.14574110912075,1.20810084215987,1.30136004107482
"SFN",1.52009460728016,1.52359597347485,1.50746361050973,-0.934773261420315,-0.95794464108719,-0.961778014326444,-0.0418348744786646,0.175192241435492,0.156227744011855,-0.652707770328953,-0.607566519277404,-0.725969095793119
