,GSM6765206,GSM6765207,GSM6765208,GSM6765209,GSM6765210,GSM6765211,GSM6765212,GSM6765213,GSM6765214,GSM6765215,GSM6765225,GSM6765240
ENSG00000198160,11.64414153,10.09863581,10.8537778,11.82118176,13.54070414,12.42324042,13.85737754,13.98728469,11.87602237,13.77302023,14.68761089,13.43306672
ENSG00000198162,46.57656612,32.31563458,39.4682829,36.44864375,40.62211243,40.13662291,38.60269457,39.96367056,38.5970727,36.02174521,36.71902722,38.23257451
ENSG00000198168,11.64414153,12.11836297,11.84048487,9.850984797,10.63912468,13.3788743,12.86756486,10.9900094,11.87602237,9.535167849,10.49115063,10.33312825
ENSG00000198169,11.64414153,14.13809013,14.80060609,14.77647719,13.54070414,15.29014206,13.85737754,13.98728469,13.85535943,18.0108726,16.78584101,14.46637955
ENSG00000198171,162.0476363,178.7458538,163.793374,175.3475294,163.4556429,163.4133933,184.1051587,165.8492328,177.150667,167.3951689,167.8584101,154.9969237
ENSG00000198176,43.66553074,48.47345187,46.37523241,49.25492398,41.58930558,47.78169394,49.49063406,47.95640467,49.48342654,38.1406714,40.91548747,44.43245146
ENSG00000198178,0.970345128,1.009863581,0.986707073,1.970196959,0.967193153,0.955633879,0.989812681,0,0.989668531,1.059463094,1.049115063,1.033312825
ENSG00000198182,10.6737964,7.069045064,7.89365658,8.865886317,7.737545225,9.556338788,9.898126812,8.991825875,6.927679715,9.535167849,8.392920507,7.233189773
ENSG00000198185,4.851725638,3.029590742,3.94682829,3.940393919,3.868772612,3.822535515,4.949063406,4.99545882,3.958674123,4.237852377,3.14734519,4.133251299
ENSG00000198189,539.5118909,464.5372471,496.3136575,454.1303991,507.7764054,468.2606006,496.885966,493.5513314,485.9272486,475.6989294,458.4632827,472.2239609
ENSG00000198198,6.792415893,8.078908644,6.906949508,7.880787837,8.704738378,8.60070491,7.91850145,7.992734111,7.917348246,8.475704755,8.392920507,8.266502597
ENSG00000198203,13.58483179,12.11836297,12.82719194,11.82118176,11.60631784,13.3788743,12.86756486,14.98637646,13.85535943,16.95140951,15.73672595,16.53300519
ENSG00000198205,0.970345128,0,0,0.98509848,0,0.955633879,0,0,0.989668531,0,1.049115063,0
ENSG00000198208,4.851725638,7.069045064,5.920242435,5.910590878,6.770352072,5.733803273,6.928688768,5.994550583,4.948342654,5.297315472,5.245575317,6.199876948
